"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"2416",0.0143151,0.5638401,0,0.7298417,0.0029578,0.7159744,0.6843545,0.5199205,0.189756,0.2862462,0.0453138,0.0483876,0.6677102,0.6821645,0.1030584,0.0974661,0.5977583,0.0588725,0.660613,0.0050368,0.6627195,0.0936319,0.0400118,0.5762734,0.7300548,0.6550016,0.0360511,0.6783689,0.7035391,0.1378755,0.6313005,0.0344969,0.6328068,0.6853062,0.0130633,0.6095466,0.6069185,0.3599772,0.5790044,0.5734492,0.061405,0.0007904,0.0902823,0.5398574,0.5515743,0.709685,0.6600014,0.6847751,0.7063826,0.5952417,0,0.0768906,0,0.6528451,0.4134673,0.62875,0.0152453,0.5894726,0.7437337,0.0263334,0.6728363,0.4818194,0.6052832,0.6525832,0.0413973,0.7243407,0.4515636,0,0.6491793,0.64127,0.027841,0.6405445,0.3561154,0.6219358,0.6656396,0.7380677,0.0611348,0.052329,0,0.7013779,0.6257558,0.5306645,0.6225068,0.0144192,0.2150708,0.7123063,0.6195645,0.1289631,0.6983252,0.0298565,0.0948828,0.7304389,0.015794,0.0593151,0.0358825,0.3617887,0.6879785,0.0236773,0.5575746,0.6196416
"2420",0.0164854,0.4786007,0.7225106,0.745285,0.0075561,0.6055879,0.7038668,0.6202606,0.1973042,0.3082834,0.0017378,0.0305581,0.6267712,0.6676825,0.0567791,0.0550368,0.715378,0,0.5550783,0.0157003,0.679511,0.186695,0.0170532,0.6134525,0.6549235,0.6708704,0.0278235,0.6121751,0.6447781,0.1455493,0.6768613,0.0226162,0.6151279,0,0.0485006,0.5604371,0.5947084,0.3743142,0.6276596,0.5861294,0.0563035,0.0019574,0.094825,0.6130061,0.5338156,0,0.7048416,0.6505545,0.6249384,0.5129739,0.6647991,0.0614412,0.499419,0.6867308,0.2868489,0.61014,0.0005244,0.4911122,0.6524684,0.0319339,0.6341502,0.4630125,0.6458152,0.5997845,0.0184718,0.7169649,0.697839,0.0116645,0.6311566,0.555177,0.038074,0.6067468,0.5799681,0,0.5403124,0.6416143,0.3748683,0.0188592,0.0191794,0.6896777,0.7791213,0.6177372,0.7149962,0.0168772,0.0297359,0.5759044,0.6826654,0.0276095,0.7138213,0.0638781,0.0736142,0.6115644,0,0.0795465,0.0374779,0.3957806,0.8142177,0.01099,0.6926454,0.6539266
"2424",0.0061147,0.430598,0.6241975,0.6342531,0.0058266,0,0,0.6053391,0.4537751,0.2678608,0,0.0652653,0.5877606,0.7209009,0.0604275,0.0759295,0.5925952,0,0.5926713,0.0118265,0.6074056,0.1466724,0.0191376,0.6612933,0.6129726,0.5987008,0.0194357,0.5975163,0.7297084,0.0954602,0.6745511,0,0.5768592,0.7611536,0.0293051,0.5892977,0.6771516,0.3676811,0.5783015,0.666915,0.0630955,0.0019723,0.1535575,0.6045995,0.746842,0.6862866,0.6044586,0.6868602,0.6111952,0.5620475,0.6431215,0.0587422,0.5080875,0.6534135,0.2684569,0.5739581,0.0005099,0.6188403,0.6438608,0,0.753541,0.5511541,0.51423,0.61341,0.026406,0.6293337,0.5972343,0.027941,0.6596035,0.6239683,0.034499,0.2534908,0.6913842,0.1024089,0.2068105,0.6205485,0.3819187,0,0.0511487,0.6149157,0.670666,0.6398712,0.6202754,0.0193113,0.0457478,0,0.7221415,0.0468691,0,0.0331119,0.0660308,0.7284946,0,0.0636821,0,0.3124784,0,0.0161843,0.7142394,0.777759
"2428",0.0187373,0.5266098,0.7169653,0.5976327,0.0037245,0.7640568,0.6273106,0.6061221,0.4835025,0.3511379,0.0658314,0.0710923,0.5823472,0.5089898,0.0423805,0.0979932,0.6728191,0,0.7009666,0.012577,0.5914164,0.082526,0.0077914,0.5954502,0.6119617,0.5320584,0.0280599,0.5416096,0.6086434,0.0925189,0.6988128,0.0401678,0.6010808,0.4655144,0.0341021,0.650289,0.7180266,0.4250132,0.5870965,0.5909257,0.0661096,0.0080501,0,0.5355432,0.6478187,0.5119706,0.717671,0.5643427,0.646324,0.6346011,0.7832827,0.0829143,0.5953902,0.6356424,0.4066798,0.6290841,0.0226261,0.6807673,0.7210769,0.0237434,0.5941837,0.4604433,0.6013897,0.5948499,0.0242426,0.7373847,0.5642402,0.0092422,0.6839922,0,0.0357513,0.4624607,0.3267126,0.6525819,0.4566546,0.7695341,0.1888331,0.0443268,0.006348,0.5894383,0.6683397,0.6167101,0.6237085,0.0254425,0.1954008,0.6808124,0.6872005,0.1154065,0.6407283,0.0758383,0.1028571,0,0.0105235,0.0661136,0.0339501,0.3697909,0.6270051,0.0351654,0.6380249,0.595388
"2432",0.0074156,0.5753959,0.645965,0.6437415,0.0007105,0.7612066,0.5917758,0.5957435,0.2048181,0.3195585,0.0443271,0.0681616,0.5989772,0,0.0561362,0.0496462,0.6246808,0.0528547,0.6199252,0,0.6920471,0.1007077,0.0145866,0.6138124,0.6300623,0.676343,0.0227583,0.6453004,0.6773021,0.1552408,0.6335465,0.0590523,0.5244573,0.5736872,0.0106005,0.552881,0.614314,0.4327492,0.5602991,0.614994,0,0.0029411,0.094419,0.5113125,0.6700754,0.618524,0.5746775,0.6444897,0.6006396,0.6377294,0.6296009,0,0.4729702,0.7297392,0.3236486,0.5816116,0.040126,0.5984261,0.7959885,0.0661598,0.8116237,0.4348901,0.5253949,0.7511393,0.03235,0.5369862,0.5279315,0.0049081,0.5884492,0.6122491,0.0296519,0.5988317,0.3466178,0.5883859,0.6538519,0.7345813,0.0730471,0.0944919,0.0145528,0,0.6206458,0.4921082,0.8001787,0.0301689,0.2699159,0.6144198,0.6430792,0.109251,0.5935039,0.0318475,0.0654222,0.7173603,0.0252862,0.1136948,0.0176017,0.3314402,0.7379282,0.0187369,0.6121195,0.5845114
"8527",0.0143152,0.6203858,0.7360264,0.64591,0.0037935,0.7019311,0.6580105,0.598207,0.2076096,0.3531299,0.046722,0.0399389,0.6440495,0.6632455,0.0652417,0.0887113,0.7425569,0.0523214,0.6868705,0.006779,0.60336,0.1035629,0.026918,0.7197931,0.6124788,0.6890568,0.0167872,0.7892526,0.6002605,0.1431655,0.5971548,0.0411395,0.6892986,0.6353561,0.037284,0.5644732,0.7600608,0.4195349,0.5426197,0.6086365,0.0526089,0.0012791,0.1334156,0.6560669,0.6924415,0.6654614,0.6075427,0.6855317,0.735398,0.6763782,0.6713654,0.0953345,0.5690159,0.7043051,0.3459218,0.6403276,0.0280077,0.6506228,0.6228491,0.0246979,0.6491794,0.523662,0.5922639,0.6988932,0.0114565,0.7853836,0.5663436,0.0061649,0.6278106,0.5811459,0.0361372,0.7009104,0.340926,0.7072297,0.7259121,0.8216704,0.0775331,0.0616686,0.0197503,0.6323888,0.686147,0.5320813,0.6312129,0.0245083,0.2276754,0.7433444,0.6158269,0.1348098,0.6024839,0.0598172,0.0609266,0.7763282,0.0106112,0.0631735,0.0422141,0.3387918,0.6249367,0.0310146,0.7165055,0.7103606
"8531",0.0196277,0.3998677,0.3429237,0.3842486,0.1433762,0.7794914,0.7145514,0.7750791,0.5198842,0.0620454,0.0646766,0.0485932,0.6739108,0.6520292,0.0615178,0.0154323,0.5971323,0.0452369,0.6534911,0.0003955,0.605159,0.1327419,0.0063948,0.6875776,0.6909186,0.6698417,0.034226,0.658982,0.6348932,0,0.6144233,0.0480934,0.560085,0.6832292,0.0013718,0.5465843,0,0.3941068,0.5168271,0.6918435,0.0784077,0.0054948,0.0834175,0.6289897,0.8223851,0.5547962,0,0.6548571,0.6518579,0.4060479,0.7697812,0.0610579,0.597942,0.6243402,0.3528981,0.5609009,0.0139545,0.6105314,0.7124815,0.0267237,0.655546,0.4893481,0.6223082,0.7257015,0.020764,0.6426058,0.395036,0,0.6393853,0.5989484,0.0295416,0.6291932,0.5914747,0.5846273,0.7644379,0.6660333,0.0314912,0,0.0407599,0.5846448,0.6718155,0,0.2349779,0.0481245,0.2323676,0.6460105,0,0.1097229,0.5547115,0.0320023,0,0.6828554,0.0256525,0,0.0346074,0.6155334,0.6992784,0.0299014,0,0.6186831
"8535",0.0112758,0.5061625,0,0.5345349,0.0958554,0,0.6120846,0.727086,0.4393487,0.0358037,0.0377407,0.0410019,0.6031662,0.7263635,0.0854567,0.0089166,0.6521283,0.0600956,0.6189456,0.0002293,0.5852846,0.0992682,0,0.6178885,0.6837668,0.7147873,0.0376153,0.7061372,0.6194662,0,0,0.0415901,0.6304347,0.616497,0.0014813,0.6334831,0,0.3458658,0.5807983,0.7746826,0,0.0034547,0.137224,0.5863568,0.6267642,0.6020677,0.3198153,0.6553442,0.5559722,0.5594588,0.6051932,0.121608,0.5957798,0.644603,0.3472354,0.5834036,0.0163282,0.7881011,0.6235826,0,0.5827113,0.4735386,0.6970517,0.6174207,0.0612983,0.7287908,0.5158436,0.0007084,0.7310387,0.581095,0.023214,0.614355,0.5917222,0.65774,0.5949716,0.6738995,0.0326728,0,0.0218043,0.6593921,0.6839751,0,0.1567033,0,0.1602065,0.6290852,0.6479019,0.1039048,0,0.0346457,0,0.6332917,0.0062019,0,0.0610887,0.5986959,0.6619976,0.0187248,0.6169333,0.6169163
"8539",0.0319419,0.5509474,0,0.6213712,0.0112848,0.6848815,0.6170619,0.554862,0.1258712,0.1727747,0.0713537,0.0422464,0.624846,0.6341366,0.0447671,0,0.5915109,0.0498537,0,0.0098102,0.6442779,0.1441639,0.0071645,0.661271,0.6103969,0.5972707,0.029775,0.5715381,0.6499465,0.2021852,0.641991,0.0956145,0.6615333,0.5998006,0.0726778,0.5840384,0.5862206,0.3529814,0.5963643,0.5954309,0.0742294,5.33e-05,0.1483651,0.617536,0,0.7279492,0.5958849,0.6387492,0.6419269,0.668265,0.6860337,0.093228,0.4812133,0.7556076,0.2984401,0.6058559,0.034217,0.593846,0,0.0245436,0.7538264,0.5937527,0.5656868,0.6189653,0.0287002,0.6253355,0.5852654,0.0315029,0,0.638806,0.0302881,0.6046819,0.3136408,0.6318362,0.7616246,0.5383996,0.0618769,0.0769339,0.0100355,0.5803029,0.6350406,0.6702707,0.5452627,0.056644,0,0.6552569,0.6814728,0.1087438,0.6312234,0.0356391,0.1118221,0,0.0231128,0.0697412,0.0680114,0.4150494,0.6430289,0.0476873,0.6866696,0.7633478
"8543",0.003182,0.6755612,0.7316073,0.5861473,0,0.5763749,0.6634808,0.5908262,0,0.317394,0.0439112,0.0622744,0.615626,0.6953488,0.0440214,0.0569383,0.6121925,0.0512104,0.6707333,0.0089861,0.6945103,0.1105519,0.0310834,0.5678493,0.6559846,0.7194871,0.0543663,0.6937629,0.6713201,0.224882,0.7514374,0.0399409,0.5797815,0.6183659,0.0180008,0.5223433,0.5197785,0.3966357,0.6493854,0.708927,0.0801686,0.0017631,0.1179098,0.7041675,0.6487194,0.5616361,0.6718082,0.6270729,0,0.6845678,0.6637467,0.128758,0.5121319,0.6601356,0.332253,0.5594841,0.0488156,0.6193503,0,0.0254181,0.7088377,0.5874565,0.5854225,0.5754337,0.021161,0.6754739,0.511739,0.0161769,0.7692207,0.5637608,0,0.5763934,0.3098783,0.6711074,0.68624,0.6496075,0.0217348,0.0861863,0.0095933,0.6525284,0.6429188,0.5566128,0.6973518,0.0285518,0.1928232,0.6337854,0.6693464,0.1260599,0.699293,0.0186111,0.0974176,0.7036035,0.0171192,0.1128058,0.0304694,0.3268067,0.5681335,0.0291609,0.5879752,0.6196337
"12790",0.0123152,0.4817887,0.6051522,0.6215412,0.0063642,0.604931,0.5912318,0.6236646,0.22324,0.2511188,0.084403,0.0431528,0,0.8011241,0.0617682,0.0912633,0,0.0585166,0.6417924,0.0058599,0.6801314,0.1251146,0.0251213,0,0.7153348,0.6718253,0.0417389,0.748774,0.5060437,0.1839275,0.6593249,0.0353479,0.6530689,0.6405007,0.0380323,0.5904579,0.7064085,0.3562768,0.5619593,0.5957829,0,0.0027947,0.0966896,0.5153379,0.6556901,0.5936501,0.7230421,0.6506248,0.5848697,0.6593911,0.6751884,0.1447187,0.4949125,0.7668435,0.4065353,0.5175486,0,0.5429138,0.6208069,0.0296433,0.6479896,0.5003104,0.5786972,0.6413673,0.0367547,0.7421661,0.6270787,0.0092723,0.6584107,0.5858249,0.0600203,0.6315197,0.3150998,0.766615,0.5714803,0.7333844,0.04476,0.0444176,0.0238152,0.6719194,0.5981948,0.6560056,0.6594378,0.0180355,0.2318246,0.6105076,0.6272076,0.123579,0.5970682,0.0427899,0.0563169,0.71865,0.0143575,0.0788192,0.0405401,0.3463385,0.6030821,0,0.6750753,0.6841336
"12794",0.0265911,0.5688165,0,0.6078364,0.0009398,0.7541864,0.5845018,0.5900451,0.2011825,0.3654395,0.0046069,0.0547751,0.5820787,0.629822,0.0060001,0.017961,0.6509861,0.0018072,0.7546342,0.0053075,0.731172,0.1165602,0,0.6833934,0.7298307,0.6110207,0.0015591,0.6940756,0.5790267,0.1376869,0.6156953,0.1069144,0.4844463,0.7977552,0,0.5480632,0.7154085,0.4004502,0.4187768,0.5572924,0.0652115,0.0058025,0.1404055,0,0.6874788,0.5635176,0.1440018,0.7958507,0.648558,0,0.7373109,0.079188,0.5214244,0.6931221,0.2624567,0.6125274,0.0551074,0,0.6480582,0.4146301,0.6586005,0.1247862,0.5222192,0.4044997,0.0181753,0.5864003,0.5547049,0.004225,0,0.6242797,0.0208317,0.6829713,0.3306726,0.6749766,0.6263742,0.5842608,0,0,0.0415309,0.6547072,0.6501918,0.5580113,0,0.0332932,0.2310603,0,0.6955259,0.1417565,0.6603987,0.0120927,0,0,0.0175934,0.0013428,0.0389512,0.613799,0.5907032,0,0.7743225,0
"12798",0.007419,0.6562255,0.6368833,0.6045159,0.0026977,0.7009546,0.7346819,0.5880904,0.1516437,0.3128804,0.0005429,0.0583294,0.6182795,0,0.0088665,0.0137238,0.6260037,0,0.6185018,0.0291096,0,0.1224895,0,0.7761192,0.7342288,0.6336563,0.0171051,0.7702472,0.626984,0.1532422,0.7905163,0.0664107,0.6186538,0.5775878,0.00087,0.5797411,0.5815212,0.5266579,0.4705877,0.6387684,0.0758925,0.0008403,0.1832542,0,0.6432301,0.5443549,0.1122398,0.7245595,0.6153517,0.4567726,0.6117381,0.0852899,0.5561669,0.5486426,0.1790783,0.6492012,0.0400686,0,0.7122213,0.4500771,0.5364458,0,0.5462713,0,0.0137137,0.6779474,0.4742468,0,0.7595233,0.5837877,0.0517481,0.5396216,0.3394026,0.591541,0.6955487,0.6599577,0,0.0317339,0.008943,0.6483899,0.6082947,0.4449638,0,0.0560434,0.2188211,0.529772,0.5816757,0.2065434,0,0,0,0.6240458,0.0220544,0.0084915,0.0467902,0.6469902,0.5857658,0,0.6697076,0.5936414
"12802",0.0080193,0.598166,0.6233922,0.6423607,0.0031454,0,0.6279376,0.5868323,0.2488183,0.2580774,0.0631828,0.0456411,0.6075701,0.7892565,0.0611413,0.0554086,0.5872706,0.0696491,0.6625508,0.0402427,0.5684127,0.1241529,0.0220732,0.6606973,0.6379481,0.650957,0.0659396,0.8087223,0.6769902,0.1776348,0.6668336,0.0615941,0.7176848,0.6426146,0.0220942,0.6883761,0.602781,0.44241,0.6451917,0.7265757,0.061911,0.0003754,0.0988626,0.5546714,0.6080144,0.5822457,0.5225807,0.6771477,0.6333147,0.623612,0.6456684,0.0641449,0.5112017,0.6574291,0.3476523,0.5421789,0.0163211,0.5731004,0.680712,0.0979298,0.7076786,0,0.5460152,0.6503596,0.0277978,0.6396561,0.5706339,0.0042896,0.6803446,0.5412203,0.0222619,0.7227456,0.3513435,0.7315368,0.5450201,0.5946784,0.0366943,0.052993,0.0165975,0.5985176,0.6184646,0.6349874,0.4542756,0.0411103,0.2136376,0.7179215,0.7370916,0,0.7314752,0.0539638,0.0753389,0.5421547,0.0177385,0.053715,0.0414703,0.4947737,0.6193957,0.0329133,0.7047812,0.6054428
"12806",0.0035148,0.5471228,0.7608115,0.6163697,0.0057838,0.6061568,0.6960199,0.7584291,0.3704155,0.216112,0.0447027,0,0.6144573,0,0.0773804,0.0798669,0.5881675,0.0860818,0.7001468,0,0.6703405,0.1231061,0.044839,0,0,0.5879177,0.0542257,0.7289299,0.6852323,0.1447304,0.6334266,0.0398292,0.6679157,0.6936902,0.0594227,0,0.5781068,0.3426837,0.5635916,0.6830621,0.1167453,0,0.0846196,0.5778808,0.8289622,0.5526151,0.5837229,0.7219235,0.6407014,0.5788862,0,0.1344973,0.4795625,0.6254819,0.3968259,0.6793544,0.0129241,0.713493,0.5096684,0.0356548,0.6358691,0.5694146,0.5225846,0.6691021,0.0289693,0,0.5443238,0.0105607,0.6864748,0.7275444,0.0493308,0.6680495,0.2974427,0.7024122,0.6938099,0.5940732,0.0527704,0,0.0152902,0.6215168,0.6419913,0.5595328,0.5997406,0.0212832,0.2094567,0.7521863,0.5930691,0.1261942,0.6428794,0.0236104,0.0949304,0.6900596,0.0104725,0.1211574,0.0350901,0.4386445,0.7039812,0.0288572,0.7302988,0.7176718
"13630",0.0203633,0.4515027,0.5866472,0.6671277,0.0028895,0.6800655,0.5714467,0.6206867,0.1889032,0.339302,0.0860348,0.0517238,0.5934804,0.6618344,0.076532,0.0503357,0.6092448,0.0828389,0.5993248,0.0071408,0.6797551,0.1047166,0.0196766,0.6494419,0.7721508,0.6878365,0.0336653,0.6279965,0.5293459,0.1417876,0.6655261,0.0352665,0.5414695,0.5926725,0.0265448,0.5848641,0.6110538,0,0.5177568,0.6053789,0.0919418,0.0075015,0.2137508,0.5678036,0.662939,0.6600757,0.6403137,0,0.6510783,0.6687547,0.5155328,0.1092417,0.6027499,0.7861309,0.3201817,0.6701983,0.017481,0.6398015,0,0.085499,0.7393863,0.478124,0.6088068,0.6767376,0.0226105,0.7040241,0.6567828,0.0038892,0.7730008,0.6113789,0.0215634,0.6266405,0.3763108,0.6747295,0.6031817,0.7753645,0.0488294,0.0373671,0.0158227,0.7320678,0.715682,0.4979329,0.6622606,0.0159317,0.232321,0.6998512,0.5179657,0.1355378,0.7418554,0.0377707,0.0786921,0.6486138,0.027946,0.0819147,0.0552212,0.3107668,0.6443394,0.0236467,0.6504061,0
"13634",0,0.6014939,0.6010415,0.7292754,0.0008875,0.3763055,0.6008667,0.7022495,0,0.2145856,0.0797677,0.0920433,0,0.7005207,0.1365137,0.1580288,0.7684919,0.0335665,0.7168972,0.0702516,0.6475435,0,0.0224805,0.6325817,0.7271248,0.7252569,0.0517078,0.559637,0.5668524,0.1046815,0.5347744,0.0667797,0.6758449,0.8044762,0,0.5915135,0.5511049,0.3488121,0.4217259,0.6696957,0.0905117,0.0033763,0.1636693,0.482134,0.5502222,0,0.5094436,0.3332692,0.5941972,0,0.7069794,0.1047602,0.6098173,0.5964939,0.3434779,0.6062404,0.0368457,0.6297754,0.6328193,0.024913,0.3864929,0.420563,0.4918163,0.2166232,0.0021646,0,0.4957137,0,0.6844154,0.6454944,0.0124757,0.6480128,0.309365,0.5867805,0.5765525,0.5946579,0.0446044,0,0.013442,0.7283147,0.7738042,0.5286755,0.6559446,0.026351,0.1896892,0,0.6295574,0.1204601,0.7072413,0.0427821,0.0764084,0,0.0327415,0,0.0008139,0.3536693,0,0.0311977,0.6352499,0.6840495
