"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"400",0.0089188,0.0022069,0.6864364,0.0033747,0.0040248,0.6711449,0.4153585,0.3550059,0.0083902,0.6154734,0.6536295,0.0020348,0.5707545,0.5519962,0.521945,0.5735227,0.5398613,0.6988503,0.5528196,0.407743,0.5348196,0.7650839,0.6067387,0.000719,0.0328614,0.1816952,0.5730917,0.3853553,0.1817863,0.6267306,0.1548092,0.6643831,0.1156495,0.5504153,0.7554628,0.6211305,0.3262183,0.5315475,0.3919108,0.0449335,0.0274653,0.6115771,0.0138895,0.1862455,0.0696248,0.3208054,0.2487596,0.0045769,0.4955378,0.7032738,0.3005895,0.0551582,0.7034108,0.686879,0.4377649,0.0003352,0.5964647,0.6582639,0.4838889,0.5845942,0.5937027,0.4660339,0.0062795,0.3357296,0.6828234,0.5644927,0.6836246,0.7428556,0.5467802,0.3426894,0.7119292,0.0004329,0.474722,0.4605451,0.4473145,0.0950445,0.6129598,0.0245134,0.3550539,0.3867838,0.0480117,0.4873934,0.6648356,0.1705974,0.4253676,0.2757627,0.2761626,0.2397354,0.5296712,0.1568244,0.0875995,0.3015478,0.7084436,0.4138191,0.2227063,0.5619474,0.0250378,0.0012735,0.148517,0.290439
"401",0.011262,0.0001298,0.6232444,0.0121692,0.0159353,0.570499,0.5564825,0.1318995,0.0037477,0.4412614,0.5825208,5.5e-06,0.482708,0.1386754,0.5921139,0.5837146,0.6045088,0.5355359,0.3567797,0.4346883,0.5034233,0.6213626,0.5412178,0.0013083,0.0103586,0.2338717,0.5802889,0.4222391,0.1748395,0.5895567,0.0390167,0.6640685,0.2033382,0.5451028,0.640421,0.6599759,0.2911782,0.561431,0.3461615,0.0441241,0.0186269,0.6522531,0.2074686,0.161256,0.032962,0.3365896,0.05361,0.0008199,0.6251074,0.6253315,0.1690126,0.0604316,0.5501982,0.6606934,0.4887672,2.78e-05,0.5759009,0.59632,0.4794882,0.7592566,0.7038606,0.430875,0.0161855,0.1717236,0.6033394,0.747864,0.5554223,0.6890367,0.6382373,0.2873854,0.5203349,0.000787,0.4365764,0.2947891,0.4755448,0.0954008,0.5960397,0.0348096,0.4752885,0.2921592,0.0909354,0.5565109,0.6845606,0.1190185,0.45484,0.2616763,0.2242045,0.1868883,0.6392942,0.152495,0.0393412,0.3287556,0.5992242,0.4733307,0.2881152,0.5693131,0.0524029,0.1333115,0.1551461,0.2673497
"402",0.0060695,0.0005279,0.5681734,0.0483635,0.0043966,0.4907364,0.5372722,0.1038558,0.0208044,0.3074399,0.5960037,0.0001338,0.3869901,0.0760748,0.5277322,0.6968586,0.5392737,0.6099647,0.2186532,0.4926848,0.4585867,0.652732,0.7554199,0.002994,0.01562,0.1717171,0.5516474,0.3762237,0.181759,0.7319596,0.0176254,0.6964872,0.2056607,0.5459425,0.6320761,0.630181,0.3074636,0.4741111,0.2650734,0.0255396,0.0119876,0.5896748,0.2122394,0.2559231,0.0570989,0.4741479,0.0363156,0.0018946,0.5748319,0.613841,0.1745929,0.0227371,0.6039944,0.5933963,0.5065623,0.0014118,0.5253914,0.5863181,0.5508818,0.6404271,0.5592923,0.4949568,0.0125184,0.2738412,0.6318916,0.6854892,0.6296817,0.8341888,0.805484,0.399718,0.6925569,0.0016019,0.4088479,0.259527,0.4612879,0.071319,0.6548106,0.0577757,0.401303,0.3443351,0.115145,0.2618535,0.6721338,0.1309877,0.4668553,0.2709164,0.3275596,0.1654864,0.6023643,0.181938,0.0139668,0.3603162,0.7282212,0.3774997,0.2092394,0.6359692,0.1565362,0.0978914,0.0877506,0.4039779
"403",0.0197963,0.0008245,0.7450096,0.0444641,0.0085706,0.4902223,0.5810241,0.0874391,0.0590309,0.2558411,0.6351454,0.0002982,0.2977566,0.076461,0.5286564,0.7703727,0.5210217,0.5977325,0.2672179,0.4504784,0.6000827,0.6476781,0.5520223,0.0038755,0.0143743,0.181263,0.6868505,0.3224573,0.2198289,0.689929,0.0011563,0.5728949,0.104685,0.554849,0.5756373,0.6347177,0.3777867,0.5247201,0.3166344,0.0166193,0.0145955,0.7198274,0.1936313,0.2585933,0.0557922,0.3886694,0.04705,0.0072608,0.6064495,0.5902249,0.2535454,0.0123968,0.7162615,0.7211714,0.4561817,0.0001485,0.6732903,0.6031948,0.6506977,0.6099153,0.6959141,0.415057,0.0105786,0.2106946,0.6571806,0.8145365,0.625298,0.7380513,0.5949412,0.35029,0.6458836,0.0002673,0.4606746,0.3850081,0.5208953,0.0633084,0.6935289,0.1015227,0.4460379,0.3455231,0.1404452,0.2497206,0.6576316,0.1635519,0.4349853,0.1825847,0.2252862,0.1958612,0.6301204,0.2170199,0.0081231,0.2711922,0.5952829,0.3873277,0.3097055,0.6302092,0.1589641,0.0611976,0.1103365,0.3981826
"404",0.0016724,0,0.7275009,0.0553275,0.008859,0.3928228,0.6037711,0.1040009,0.0438174,0.3448539,0.5032642,0.0014867,0.3655507,0.0691529,0.64532,0.7311258,0.3371518,0.6232106,0.20578,0.3548772,0.5506407,0.7669367,0.6507902,0.0024858,0.0174717,0.2030295,0.7333069,0.330318,0.2149682,0.6711273,7.35e-05,0.7332794,0.1052241,0.7348398,0.7379465,0.7223975,0.4708512,0.5393635,0.3167731,0.0055512,0.0167305,0.6315437,0.2438217,0.2121414,0.0848091,0.3037638,0.0277076,0.0046599,0.5237264,0.5744238,0.2270303,0.0237298,0.6105924,0.6135656,0.4633353,0.0011925,0.5927189,0.5243071,0.6469927,0.6197143,0.544524,0.4682587,0.0223602,0.2623812,0.6595691,0.6325364,0.6074965,0.6728252,0.5827514,0.339396,0.5891458,0.0007605,0.476632,0.3005355,0.3469778,0.0744127,0.6954684,0.0907818,0.3390208,0.3787743,0.2202846,0.2600272,0.5843528,0.1548987,0.4422073,0.2525192,0.2276498,0.2289105,0.684096,0.1905035,0.0023456,0.2165514,0.629955,0.3361081,0.351733,0.6136645,0.1895767,0.1248645,0.1204293,0.3205839
"405",0.0040326,0.0001588,0.6242567,0.0502558,0.0036844,0.2485981,0.5355217,0.0301361,0.1400876,0.2515497,0.5089043,4.43e-05,0.3630535,0.0645989,0.6199843,0.5917942,0.5058337,0.5350972,0.2246465,0.4117061,0.5780723,0.5374077,0.6433092,0.0848469,0.0462268,0.1891708,0.7878804,0.4473926,0.1427352,0.7274464,0.0033051,0.7172715,0.0591497,0.6993728,0.5621378,0.6546705,0.4548718,0.480842,0.2920095,0.0048639,0.0138996,0.7909005,0.1685537,0.1712359,0.0612904,0.3985217,0.0271789,0.0125771,0.5244098,0.5981032,0.2847345,0.0297744,0.6327124,0.5169657,0.4368569,0.0001532,0.614436,0.4779167,0.6655948,0.5932413,0.5607135,0.4506157,0.0298415,0.2494586,0.5188066,0.7213323,0.5780781,0.6984315,0.6264842,0.6096313,0.709554,1e-07,0.5117834,0.2732591,0.4632197,0.0395589,0.6608989,0.096598,0.3327909,0.2587727,0.3204056,0.3406878,0.6872315,0.1922144,0.3561393,0.178548,0.2531596,0.1404121,0.5269269,0.2206082,0.0027383,0.4090281,0.5381725,0.3041422,0.3950146,0.6380812,0.2010996,0.0386198,0.0657745,0.566386
"406",0.0034563,0.0005158,0.5840021,0.1192244,0.0118624,0.2190436,0.6984832,0.0266999,0.1967869,0.2373151,0.4715646,0.000143,0.3486144,0.0929774,0.5648512,0.5925578,0.49582,0.5086555,0.2139515,0.4420951,0.5791906,0.6746783,0.6248875,0.0582851,0.0297349,0.2861324,0.7349911,0.3616759,0.1940574,0.6742459,0.0003045,0.6157827,0.1209836,0.7084467,0.5828568,0.6129604,0.6144377,0.6518409,0.2195066,0.0036073,0.0179132,0.6872586,0.1806797,0.1429834,0.0376346,0.42262,0.0208853,0.0011645,0.5779247,0.5953691,0.2429745,0.0077293,0.7211254,0.6700646,0.4857029,0.001325,0.5908421,0.4470385,0.6087291,0.5670388,0.4637483,0.4461057,0.019582,0.2649901,0.5999559,0.6962003,0.4077281,0.716787,0.7466431,0.5736313,0.6118363,8.6e-06,0.4553654,0.33083,0.432804,0.0897646,0.6555025,0.0950582,0.3814051,0.2863033,0.3733227,0.3244654,0.6526893,0.1530783,0.5043634,0.1981927,0.1878576,0.1238254,0.4897609,0.2076649,0.0060199,0.3337844,0.6889633,0.2870378,0.4694413,0.6148005,0.2853842,0.0556259,0.0864363,0.5243177
"407",0.0079424,0.0007827,0.7018851,0.2465924,0.0048999,0.1127737,0.5900005,0.0069775,0.2389746,0.2275639,0.4217406,1.2e-05,0.2982752,0.0629321,0.4893396,0.5837202,0.3400267,0.5783937,0.2272373,0.4552972,0.4513414,0.6108409,0.6434076,0.079881,0.0347677,0.1670472,0.771715,0.328004,0.1611758,0.5675309,0.0002108,0.511236,0.0859357,0.7298446,0.607633,0.6806831,0.6506463,0.6163675,0.1207069,0.0012518,0.0104669,0.691827,0.1766056,0.1700233,0.076287,0.3980692,0.0488033,0.0029104,0.4814956,0.7383664,0.1085684,0.0108489,0.5642282,0.7579074,0.4356982,0.0108836,0.6396545,0.4067965,0.7805067,0.5810794,0.4609551,0.385982,0.0191169,0.2690446,0.6172133,0.6673223,0.4738546,0.5758789,0.8065195,0.6302055,0.6238411,0.0005982,0.5543478,0.3774734,0.5873393,0.1085189,0.6727471,0.1076541,0.3975648,0.3438904,0.3972688,0.2115996,0.8191836,0.1342305,0.4450242,0.2077045,0.1906409,0.1255511,0.7342003,0.2077087,0.0094951,0.3211965,0.5469148,0.2327737,0.4187759,0.6325463,0.3279875,0.0579311,0.1037179,0.5071403
"408",0.0100093,0.0028938,0.7805234,0.3006485,0.0040915,0.0824142,0.5500945,0.007729,0.1712996,0.2470572,0.3169315,0,0.3032473,0.0502055,0.4375192,0.7148807,0.3408141,0.5858669,0.2188162,0.4518038,0.5331355,0.6430262,0.5715365,0.2177199,0.0056896,0.2347662,0.567634,0.4317419,0.1320188,0.5548975,1.09e-05,0.6209139,0.1016173,0.6986329,0.6556201,0.663992,0.6104431,0.4706377,0.0946967,0.0093007,0.0172232,0.6126039,0.2097926,0.1888685,0.032856,0.4122591,0.009994,0.0029484,0.5298481,0.5982642,0.1883241,0.0254837,0.6275699,0.6152912,0.4422542,0.0045325,0.6310123,0.3676218,0.748577,0.5445642,0.3172079,0.4874635,0.0046643,0.1870009,0.8097157,0.6696861,0.4190451,0.5403729,0.7876988,0.5939613,0.5485696,0.0011968,0.4426424,0.3194147,0.4246132,0.0442904,0.6638717,0.1461016,0.3465498,0.4726348,0.4777435,0.2109946,0.6104307,0.1340013,0.5348844,0.3062174,0.2440624,0.1650593,0.7893857,0.1751574,0.0029348,0.3075609,0.6713712,0.0941197,0.5788416,0.6245561,0.2954793,0.0839154,0.1066731,0.566059
"409",0.0036979,0.0003302,0.6390981,0.2794195,0.004805,0.0947848,0.5816217,0.0269324,0.2820455,0.296113,0.3688265,5.24e-05,0.2865339,0.0828153,0.6717871,0.6298108,0.387291,0.5187393,0.2583431,0.4588433,0.5225751,0.5552276,0.5509907,0.2009772,0.0185819,0.2210269,0.7108343,0.4941343,0.2306543,0.6218632,2.11e-05,0.723845,0.0823442,0.593944,0.6390244,0.591349,0.6425752,0.6398127,0.0656297,0.0045833,0.0238251,0.6725442,0.2139572,0.2378469,0.0156612,0.3117828,0.0614187,0.0041879,0.5198685,0.706432,0.0659955,0.0288319,0.7124556,0.6541244,0.4527162,0.0102511,0.6527122,0.3056715,0.5847481,0.5441979,0.1878129,0.5594899,0.012097,0.1817962,0.697211,0.6559949,0.3394283,0.5609909,0.6669425,0.6677934,0.4965017,0.0001222,0.416397,0.3549371,0.5578204,0.0345391,0.7025054,0.1686926,0.424405,0.3034295,0.5538177,0.1527652,0.6049823,0.130495,0.5192625,0.1799479,0.3087485,0.2169661,0.637595,0.2080672,0.0079397,0.2297011,0.664981,0.0709568,0.5142928,0.6039687,0.2917937,0.0818584,0.128532,0.6348165
