"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"3151",0.617962,0,0.0069175,0.0205609,0,0,0.0481949,0,0.2201478,0.5501183,0,0.3659642,0,0,0.4412983,0.0729733,0.6258868,0.6530559,0.5678071,0.0910694,0.0781406,0,0,0.6814446,0.6682213,0.2060898,0.6610464,0.5272509,0.0088804,0,0.6941701,0.6125845,0,0,0.4011802,0.0012472,0.3977485,0.4832114,0.2589015,0.6020799,0.7616518,0.6567596,0.0380039,0,0,0.0255921,0.375378,0.5670035,0.5663606,0
"3153",0.6565978,0.706673,0.0066002,0.0004562,0.6802069,0.4864454,0,0,0.0798627,0,0,0.3411076,0.5770489,0,0.3921254,0.0413515,0.5785999,0,0,0,0.0435707,0.0200462,0.6177261,0.7292197,0,0.3869094,0.6038656,0,0.0514028,0.534951,0.6242354,0,0.1958682,0.7770089,0.4618186,0.0007776,0,0.6632278,0,0.4091704,0.5838014,0,0.293446,0,0,0.4112487,0.3196949,0.6006585,0.5892858,0
"3155",0.6968436,0.6277581,0.0142389,0,0.6355389,0.4809685,0.0347015,0.5289709,0.2114937,0.6308388,0.000117,0.1843047,0.5709005,0.681928,0,0,0.7386001,0,0,0,0,0.0173556,0,0,0,0.2735577,0,0.4694223,0.0916955,0,0.6850927,0,0.125981,0.7177427,0.5331951,0.0001174,0,0.6890333,0.2269313,0.5028583,0,0,0.2366259,0,0,0.503747,0.3768936,0,0.6300291,0.0183413
"3157",0,0.5250463,0.005746,0.0006031,0.7336516,0.4065908,0.0500205,0,0,0.5103758,5.01e-05,0,0.6252469,0.5823732,0,0.0865777,0.6666337,0.2160217,0.6954428,0.1994251,0,0.0251893,0.3762595,0.549506,0.4576248,0.3265179,0,0,0.0750446,0.5655726,0.6619456,0.5975515,0.1821062,0.6776448,0.4674414,0,0.2312329,0.6239628,0,0.6029392,0.5881926,0.6746646,0.3448867,0.0279251,0.1252709,0.666623,0.3562592,0,0.5519811,0.0347376
"3159",0,0.6794903,0,0,0,0.498174,0.0500179,0.4717739,0.0908161,0.6613087,0,0,0.4943369,0,0,0.0460871,0.70057,0.233047,0.6245938,0.2402635,0.0171578,0,0,0.6009644,0.380312,0.3989453,0,0,0.091859,0,0.7444658,0.5905982,0.2009456,0.7489582,0.4193645,0,0,0,0,0.5132715,0,0.610475,0.363131,0.0294595,0.1354776,0.5954205,0.3627721,0,0,0.023036
"3161",0.701547,0.7226452,0.0172787,0,0.6797844,0.5047718,0.0267907,0.3844063,0.0514329,0,0,0,0.5803817,0.6575716,0,0.0507917,0.5677108,0,0,0.2286534,0,0,0,0,0,0.3108166,0,0.547553,0.099817,0.637716,0.7169094,0.6950471,0,0,0.4816692,0.0005346,0,0.5687953,0.4180432,0,0.5635034,0,0.369213,0,0,0.4891463,0.3242108,0.5161467,0,0.0426361
"3163",0.6803746,0,0.010228,0,0.6807492,0,0.0528055,0.3400281,0.2604066,0.5703472,0.0069254,0.1582976,0.4027125,0,0.2745719,0.0388745,0,0.753592,0,0,0.0549367,0.0199583,0,0.5681471,0,0.1317063,0.6318319,0.5631936,0.0295012,0.7151677,0,0,0,0.6922008,0.3668092,0.0005417,0.2935558,0,0.4284098,0,0.5033825,0.5880166,0,0,0,0.2182946,0.293175,0.706071,0,0.0211921
"3165",0.7109345,0.6308467,0.0078537,0.027438,0.5931098,0.3860623,0.0631575,0.3264523,0,0.4218299,0,0,0.3369251,0.7003305,0.2910046,0.0413625,0.6995637,0,0.6717945,0.0950434,0.0602237,0.0226617,0.4357782,0.663524,0.569786,0,0.6338372,0,0.0259668,0.5330033,0.602726,0.7092775,0,0,0.2706276,0,0,0,0.3198558,0,0,0.6825894,0,0,0,0,0.3129696,0.6459706,0.5245435,0.0299648
"3167",0.6438979,0.6183334,0.0088806,0,0.644394,0,0.063889,0.4043061,0,0.6605401,0,0,0,0.5181322,0,0.0394141,0.7588766,0.6724894,0.7031693,0,0,0.0565265,0,0,0.6247814,0.265576,0.5974556,0,0.0205034,0.5393363,0,0,0.1997148,0,0.3543358,0.0003313,0.3680994,0,0,0,0.5118556,0,0,0.3977328,0.3844864,0.0093458,0,0.5822642,0,0
"3169",0,0.6009149,0.0173193,0.0449517,0.5901273,0,0.0419589,0.5342978,0.158851,0.4764919,0.000903,0,0,0,0.3100279,0,0,0.6700669,0.5896908,0.1684997,0.0480944,0.012082,0.6634592,0,0.630841,0.1783212,0.7138559,0,0.0157376,0.6724008,0,0,0,0.7962208,0,0,0.427275,0.5200303,0.2711814,0.5273775,0.6059894,0,0,0.3373143,0,0,0,0,0.6355829,0.0250335
"3718",0.7084332,0.7562413,0,0.0524109,0,0.3411974,0.0789536,0.4924262,0.2091937,0,0,0.3120881,0.2589114,0,0.3885353,0,0.7119042,0.5962575,0,0.1283388,0.0273792,0.029826,0.5167503,0.6628148,0.5793215,0.1931698,0,0.4731976,0.0341773,0.7002691,0.7900364,0.6261999,0.1282041,0,0.462621,0.0005331,0.3673873,0.4844586,0,0,0.5976902,0.6155752,0,0.2873028,0.2945073,0,0.432606,0.5902653,0.5849954,0.0316491
"3720",0,0,0.0023363,0.0421447,0.7414785,0,0,0,0.4177209,0.1866069,0,0.2878001,0.3053587,0.5945758,0.4342521,0.0227862,0.5684203,0,0,0,0.0054874,0,0,0,0,0,0.5918779,0,0,0.6156432,0,0.6728195,0,0,0,0.0023517,0.1365453,0.5708716,0.3217173,0.4109491,0.5730723,0.5432016,0.0388035,0,0.3195037,0,0.2935357,0.7530717,0,0.017387
"3722",0,0.6998483,0.0113213,0.0087171,0,0.3618125,0.0128876,0.6856354,0.5591692,0,0.0048567,0.4938738,0,0.568341,0,0.0414487,0.7251708,0.679466,0.7115334,0.0634202,0,0.0706394,0.0083954,0,0.5538231,0,0.578739,0,0.0209526,0.556923,0.7330206,0.7696267,0.0489492,0.6944542,0,0.0001901,0,0.3376748,0.4552726,0.6130505,0,0.6736656,0.0146191,0,0,0,0.3022414,0,0.5373009,0.0112342
"3724",0.5606344,0.5924656,0,0,0.591081,0,0,0.6426165,0.5845153,0,0.0007056,0.337233,0,0,0.3230743,0.028339,0.7018834,0.5980175,0.6589061,0.1332678,0.0200271,0.0123229,0.0241982,0,0.5347179,0,0,0.5073202,0,0.5818381,0.6007046,0.6829279,0.0046742,0,0,0.0053742,0.1339366,0,0.4558089,0.5535117,0.5011432,0.7748131,0.0154062,0.3489134,0.3420496,0,0.1972693,0.6848053,0.5186915,0.0109899
