"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"3214",0.0170082,0.6429191,0.5821946,0.5355098,0.0195074,0.1388124,0.0301028,0.145961,0.0533609,0.395177,0.6248113,0.3448806,0.5595986,0.0235495,0.0241712,0.5592514,0.6298161,0.5631667,0.0008028,0.5772448,0.0380444,0.6715615,0.60813,0.615608,0.1875245,0.6076156,0.4360559,0.2706523,0.5608526,0.017769,0.4493994,0.2126353,0.5132974,0.1368345,0.1747547,0.0106667,0.0151922,0.7052693,0.7242144,0.0242601,0.0345076,0.6669539,0.1409655,0.1667279,0.5385061,0.5660994,0.091164,0.6526521,0.0334847,0.1656356
"3216",0.0268456,0.627914,0.563454,0.4896903,0.0005159,0.2469385,0.0056985,0.0213233,0.0133478,0.4999661,0.4274369,0.3702436,0.5515085,0.028916,0.0005181,0.7141665,0.6630202,0.5765984,0.0069863,0.5280672,0.0010577,0.6747378,0.5379605,0.5365064,0.1765241,0.6453622,0.3818024,0.3357086,0.6498066,0.0065838,0.4833093,0.1972428,0.5754703,0.1411806,0.319992,0.0402266,0.0079672,0.4467433,0.6336608,0.0247863,0.001261,0.6286585,0.0764755,0.0030112,0.5588568,0.6726454,0.066496,0.7128136,0.01946,0.1459326
"3218",0.0344987,0.6679917,0.6242648,0.5037918,7.97e-05,0.269327,0.0188484,0.0005144,0.0029016,0.5184644,0.4818111,0.4038548,0.6854568,0.0192074,0.0009752,0.7112962,0.7256572,0.4671511,0.0013841,0.477718,0.0001133,0.7507907,0.6006034,0.4992995,0.203338,0.577271,0.3776555,0.1855492,0.5798551,0.0032677,0.4123976,0.2217816,0.6870442,0.1689004,0.4231491,0.0279333,0.0023498,0.4569969,0.6705421,0.0268691,0.0001946,0.668183,0.0947599,0.0007221,0.4933458,0.7388287,0.0634249,0.5770881,0.03937,0.1671182
"3220",0.0178454,0.6487415,0.7697697,0.4326679,0.000562,0.2426617,0.0410856,0.0028032,0.0046631,0.5287813,0.3773198,0.3984468,0.6648067,0.0233377,0.000795,0.6325828,0.582474,0.4960517,0.0049053,0.5941536,0.000339,0.5754494,0.6511164,0.5593916,0.2123809,0.5754927,0.3730244,0.0978057,0.6040372,0.0174839,0.589479,0.1901772,0.5973732,0.1809285,0.5014339,0.0465793,0.0047286,0.5668773,0.7057954,0.0069209,0.0010736,0.6493177,0.1013104,0,0.4306243,0.6126174,0.0680518,0.5158695,0.0315546,0.1335747
"3222",0.0338598,0.6522365,0.6850613,0.5959952,0.0009321,0.1626573,0.0245394,0.0010502,0.0086134,0.4675254,0.488584,0.4731705,0.7128232,0.0156563,0.0019362,0.6428115,0.6931469,0.602963,0.0027591,0.5228834,0.0007361,0.6159476,0.5435939,0.6120142,0.2588565,0.5969885,0.3686613,0.3953326,0.6523987,0.0169688,0.5198465,0.1750719,0.6289477,0.1772721,0.442928,0.033065,0.0051103,0.5198849,0.552194,0.0195951,0.0006747,0.6812228,0.0806905,0.0024384,0.5458215,0.6902879,0.0895904,0.6921065,0.0523949,0.1372206
"3224",0.026294,0.6327499,0.7937022,0.4032263,0,0.2475135,0.0202833,3.96e-05,0.0143917,0.5729839,0.4377326,0.4073664,0.6493251,0.0238767,0,0.6292358,0.6053474,0.4644951,0.0049573,0.6313044,0.0027986,0.6194938,0.5473334,0.5833936,0.162161,0.6506617,0.314455,0.121632,0.6530969,0.0035042,0.4840569,0.159875,0.7123571,0.1817813,0.5404313,0.0282489,0.0040196,0.509927,0.676284,0.0281538,0,0.5350691,0.0603787,0.0039651,0.5449742,0.5647965,0.0347579,0.6109015,0.045455,0.1793432
"3226",0.0387022,0.5841143,0.6949264,0.4537045,0.0128623,0.1762147,0.0153343,0.158333,0.0411835,0.2472135,0.6054566,0.3909458,0.5543334,0.0383021,0.0191086,0.6625613,0.6855246,0.6062496,0.0051551,0.5859463,0.0299976,0.7259449,0.5687588,0.6037283,0.2889831,0.6596038,0.4448263,0.2941177,0.5971539,0.0036684,0.478596,0.2124927,0.6493489,0.1215825,0.281111,0.043113,0.0063564,0.608559,0.6537891,0.0239256,0.0069618,0.6652609,0.0628371,0.1134538,0.5472342,0.6303964,0.0461014,0.6311862,0.0415667,0.2178163
"3228",0.0354066,0.6211032,0.6644712,0.4762928,0.0159193,0.1630913,0.0388371,0.1172422,0.025316,0.3955629,0.6278055,0.5038825,0.625069,0.0212375,0.0427147,0.5935291,0.6648618,0.6508556,0.0020555,0.6238481,0.0489126,0.6997606,0.5563948,0.5709839,0.2332362,0.6757955,0.5518107,0.4852609,0.6684299,0.0063038,0.4517628,0.2547382,0.5341496,0.1468266,0.1652214,0.0092111,0.0026275,0.6771474,0.594917,0.0475516,0.0168973,0.6607156,0.0517201,0.1175153,0.5489518,0.5747974,0.0517755,0.6214824,0.0297124,0.1431049
"3230",0.0244821,0.5177767,0.5289384,0.469728,0.0220051,0.1845295,0.0175804,0.1515817,0.0479796,0.4485371,0.5154998,0.5595481,0.6660784,0.01507,0.0559408,0.672382,0.6839258,0.5684265,0.0012162,0.7040098,0.0124576,0.6417062,0.5313015,0.6018987,0.1860398,0.6522068,0.492916,0.46021,0.7020236,0.0197723,0.4701288,0.1886274,0.5972169,0.184573,0.2620807,0.0155277,0.0055981,0.7299654,0.5587668,0.0221319,0.0164452,0.7094544,0.1141702,0.0899957,0.5075935,0.6206946,0.0823544,0.8135882,0.0239192,0.1881902
"3232",0.0326211,0.6647686,0.5465677,0.5059868,0.01502,0.1223141,0.0319279,0.1688313,0.0276836,0.3638808,0.6666696,0.3436742,0.6133434,0.0217286,0.0223137,0.5097064,0.6252322,0.4660896,0.0029707,0.593568,0.0230408,0.6696432,0.6180917,0.6422623,0.2131553,0.6962842,0.4557955,0.1365389,0.6629453,0.0066963,0.4678725,0.2524557,0.6449312,0.1864285,0.1955852,0.0114259,0.0094435,0.6184523,0.6433181,0.0117373,0.0066388,0.6306529,0.087893,0.097398,0.5699842,0.7284239,0.0420583,0.725586,0.0394357,0.0949552
