"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"295",0.3629511,0.0037502,0.614925,0.7077263,0.2494749,0.5223762,0.2723602,0.6832128,0.1333746,0.0397607,0.6396949,0.1298623,0.5257501,0.6107114,0.0806316,0.4381364,0.6476371,0.5934683,0.0139219,0.6407058,0.0267782,0.0237263,0.5523049,0.2066254,0.1089227,0.0903611,0.5491259,0.1482956,0.6255139,0.3500669,0.571729,0.6508429,0.0301911,9.89e-05,0.3671751,0.0485721,2.5e-06,0.0801703,0.6834111,0.8267901,0.6513543,0.3246547,0.0260104,0.0125033,0.0335894,0.7318807,0.5104293,0.0016085,0.0787987,0.6187483
"305",0.3659714,0.0037881,0.6946952,0.5546297,0.2797556,0.6130196,0.5005759,0.1964014,0.1298573,0.0374567,0.7286978,0.1251175,0.5184977,0.7693538,0.180845,0.5643087,0.2348131,0.5213801,0.0314082,0.7474029,0.226398,0.0429122,0.6710584,0.3158762,0.1532352,0.3254292,0.4908031,0.3864414,0.2563114,0.0881522,0.1107364,0.643812,0.1039027,0.0011869,0.3858927,0.0421551,2.29e-05,0.3085061,0.5668691,0.6942354,0.5800962,0.3866152,0.029255,0.0284059,0.0645702,0.6730235,0.6386201,0.0040872,0.0576396,0.7242795
"379",0.4597918,0.0094144,0.6255354,0.6397153,0.2078645,0.7066253,0.1670458,0.5270945,0.12608,0.0435991,0.6704328,0.1117688,0.4990521,0.689449,0.0681055,0.5779832,0.5955088,0.6315351,0.0344187,0.6554797,0.0129927,0.0297463,0.5983206,0.2435709,0.1010293,0.0810671,0.5053504,0.1132383,0.585039,0.3650833,0.6074214,0.6599032,0.0374574,1.9e-05,0.3164648,0.0244042,1.07e-05,0.058708,0.6847622,0.7531459,0.5349375,0.3647698,0.0415902,0.0229324,0.0289165,0.6219324,0.6788281,0.0029536,0.1163749,0.712865
"389",0,0.0008511,0.5972321,0.3558868,0.2494795,0.785954,0.2891974,0.613784,0.1959082,0.0880626,0.6847661,0.2387907,0.5275081,0.4756106,0.0443814,0.5191291,0.5561886,0.5661837,0.0249513,0.6260427,0.0311438,0.0143343,0.593465,0.2946361,0.0646605,0.0929415,0.2325703,0.1346594,0.7907844,0.3329326,0.6370896,0.7428417,0.0215622,0.0003257,0.3648295,0.0118186,1.8e-06,0.0137015,0.5953159,0.2971069,0.6691216,0.3872815,0.0248725,0.0116638,0.0400381,0.6626134,0.6449705,0.0137761,0.0024913,0.5544527
"1681",0.4173845,0.0071745,0.7115681,0.7976242,0.2982932,0.5701482,0.2007836,0.5512052,0.1736427,0.0432615,0.6975057,0.0944772,0.5733579,0.6385575,0.1047796,0.4013271,0.6698423,0.7906613,0.008857,0.6710911,0.0356914,0.0228773,0.6897822,0.2673136,0.0892204,0.1128763,0.5809613,0.1048216,0.5947627,0.3076292,0.7449103,0.6473724,0.0374297,2.49e-05,0.3638979,0.0326319,3.68e-05,0.0509272,0.6350318,0.6959141,0.6351518,0.3930557,0.0305306,0.0319805,0.0510943,0.725316,0.5523374,0.0005875,0.0812677,0.6592077
"1691",0.3523114,0.0013471,0.6485921,0.678627,0.2009134,0.7447288,0.3791157,0.516706,0.1499772,0.0682694,0.6737007,0.1057794,0.486011,0.6943701,0.0509765,0.5491776,0.6196987,0.5946485,0.0177001,0.5189482,0.0330697,0.0253809,0.5959858,0.090208,0.130033,0.0979412,0.5976048,0.2160806,0.6658023,0.2658752,0.6861912,0.5809406,0.0579784,0.0001962,0.6062611,0.026243,0.0016108,0.0614274,0.5711991,0.5936378,0.698781,0.3712812,0.0118535,7.61e-05,0.2127425,0.5969559,0.698447,2.87e-05,0.0902065,0.761914
"2374",0.4119176,0.0159461,0.6924802,0.6621251,0.210794,0.7412384,0.2151532,0.6132866,0.1210837,0.0428278,0.6269985,0.1262604,0.4759879,0.6261599,0.0842998,0.5079681,0.7801991,0.5873497,0.0147177,0.7798701,0.0348844,0.0094907,0.5626795,0.1821831,0.0828488,0.105534,0.5176287,0.1065512,0.5879963,0.3725667,0.6539943,0.6029994,0.0391591,0.0001008,0.3349285,0.0222252,1.24e-05,0.0401271,0.6594869,0.6798256,0.7397987,0.302546,0.0308478,0.0189754,0.0865656,0.623063,0.5885418,0.001017,0.1371586,0.6681234
"2384",0.3109486,0.0041443,0.6423001,0.6588829,0.2786824,0.6714135,0.345516,0.6357759,0.1512673,0.0564392,0.586334,0.0791557,0.5886141,0.5725016,0.0423516,0.6789094,0.5940241,0.5044862,0.0339407,0.6191046,0.0132683,0.0170507,0.7452723,0.3496085,0.1063621,0.1382355,0.514677,0.1255329,0.5937809,0.2449163,0.5650812,0.6947943,0.0477552,7.8e-06,0.3369676,0.0292022,2.6e-06,0.0694846,0.6446661,0.5240026,0.6412411,0.3379089,0.165385,0.0130999,0.0382479,0.7139563,0.6327898,0,0.0017262,0.6347474
"2584",0.3589766,0.0055801,0.639063,0.7499371,0.2464269,0.6165971,0.1756653,0.4820099,0.1252769,0.0427197,0.68999,0.1047625,0.4837827,0.7795057,0.0488026,0.4214308,0.6370212,0.7228387,0.0115445,0.6899549,0.0483419,0.0164369,0.6320527,0.1638818,0.1274366,0.1014352,0.5512157,0.1304591,0.5656966,0.3664429,0.6273176,0.6589673,0.025363,8.34e-05,0.3355952,0.0473046,1.42e-05,0.0673943,0.5989709,0.6294387,0.6082863,0.3243299,0.0195473,0.0225394,0.0599538,0.6927315,0.6318015,0.0005535,0.1097287,0.6779135
"2594",0.2731586,0.0002273,0.7027712,0.6613697,0.2816308,0.7181972,0.2113842,0.5723124,0.1586369,0.0115107,0.6036145,0.0977474,0.5003548,0.6075961,0.0290643,0.6250355,0.7299095,0.6779181,0.0488151,0.6153428,0.0086747,0.0143857,0.6425292,0.1679712,0.0009326,0.1123324,0.6015926,0.369384,0.6701739,0.3443835,0.7044556,0.7045954,0.0496223,0.0011118,0.3097765,0.0371368,0.0008426,0.0524971,0.3529794,0.5897141,0.4782924,0.0666559,0.0604192,0,0.4216351,0.6641906,0.6989269,0,0.0491481,0.0126089
