"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1450",0.0152943,0.545049,0.5829417,0.5760622,0.0243797,0.2064527,0.0339594,0.1597271,0.063606,0.416114,0.6151403,0.4929585,0.5297067,0.0332751,0.0211383,0.5173782,0.6547157,0.5887365,0.0056444,0.613316,0.0398404,0.6638676,0.5502375,0.5326039,0.1848265,0.5909114,0.5328959,0.3381587,0.5756061,0.0196369,0.3775935,0.2018089,0.6098594,0.1778448,0.209091,0.0187574,0.0075475,0.5838583,0.6596162,0.026228,0.024011,0.6714332,0.1149376,0.1753089,0.5938225,0.675346,0.0607531,0.6814676,0.0119505,0.1732172
"1460",0.0005255,0.6598535,0.6638242,0.4338078,0.0537833,0.19448,0.1665965,0.0002819,0.0437465,0.34822,0.6052561,0.2563153,0.0737572,0.0027316,0.2864377,0.5685418,0.637502,0.5749386,0.0023562,0.3062476,0.0438134,0.4728244,0.2912927,0.5012095,0.227898,0.2060673,0.5144583,0.0228309,0.5281262,0.0155032,0.489594,0.1886543,0.5707316,0.1558456,0.5991864,0,0.0057387,0.723064,0.5908074,0.0261506,0.000182,0.2490072,0.0767141,0.001837,0.4451549,0.5886954,0.3218142,0.6770747,0.0639958,0.1460443
"1870",0.0118888,0.7193629,0.5025921,0.3986985,0.013167,0.1989678,0.0236853,0.1459936,0.0439549,0.3248483,0.6068192,0.4259399,0.5513141,0.0201426,0.0277937,0.5450813,0.6407248,0.5947709,0.0017086,0.5860275,0.0552674,0.6476259,0.6799442,0.513712,0.1925943,0.5819894,0.5665571,0.2416442,0.6378395,0.0224944,0.3700217,0.26256,0.723405,0.1884005,0.2391114,0.0162088,0.0139674,0.6437316,0.6020168,0.0300438,0.0306674,0.5619929,0.1155854,0.1578951,0.5001864,0.5463317,0.0677666,0.710119,0.031935,0.1585944
"1880",0.0337162,0.6001112,0.6933866,0.5462321,0.0201994,0.115123,0.0071174,0.1724171,0.0254487,0.6973761,0.6177127,0.4427396,0.6237991,0.0343561,0.0008065,0.6573524,0.6720708,0.5100957,5.71e-05,0.019295,0,0.630675,0.4431444,0.6280614,0.1875308,0.6652093,0.4137346,0.0171727,0.5619236,0.0027257,0.0496829,0.271632,0.7226811,0.0133643,0.2141461,0.0543991,0.0031445,0.5508315,0.6529591,0.0034982,0.0101714,0.5415529,0.0876784,0.127122,0.4744149,0.5408778,0.0296935,0.6469406,0.0578479,0.1719596
"4285",0.0136276,0.5922889,0.5780636,0.5678863,0.0205229,0.1763527,0.0348821,0.1278877,0.0361621,0.3267678,0.6145709,0.3555974,0.6671035,0.0147378,0.0193873,0.428169,0.6296686,0.6179812,0.0093402,0.6738649,0.0324824,0.5755956,0.5639704,0.5859316,0.2022317,0.6459062,0.4848987,0.279653,0.5258905,0.0312772,0.4087532,0.1836606,0.6954112,0.1629189,0.2134403,0.0173046,0.0143406,0.6336463,0.7143421,0.0377531,0.0332388,0.7063875,0.0834376,0.1221676,0.4813971,0.5556886,0.056746,0.5650676,0.0125251,0.2170179
"4295",0.0002956,0.5512774,0.607999,0.6058717,0.0124245,0.0257508,0.0344619,0.466439,0.000831,0.0410594,0.6044738,0.3772163,0.0015902,0.0193521,0.5907406,0.2908795,0.5945318,0.592521,0.0055259,0.6188777,1.4e-06,0.6622184,0.6375497,0.4855908,0.2319141,0.5805157,0.5004671,0.4483543,0.5597663,0.0011091,0.5549244,0.0070949,0.4961429,0.1214496,0.1760179,3.75e-05,0.0100235,0.5736767,0.6602915,0.0050382,0.0007287,0.6450916,0.0717474,0.1310777,0.5266796,0.5040756,0.0594379,0.6498048,0.0293063,0.2042414
"5125",0.01585,0.7066067,0.5633478,0.5500752,0.0145241,0.2070517,0.0428904,0.1598974,0.0315051,0.3336762,0.7347095,0.447787,0.5537275,0.0195783,0.0215098,0.6619685,0.6193271,0.616213,0.0060985,0.5724831,0.0363321,0.602966,0.6271328,0.6504758,0.1825942,0.6302941,0.4164241,0.275527,0.5589228,0.0150542,0.5007102,0.2037977,0.6076752,0.1649437,0.2493082,0.0081096,0.007466,0.7558441,0.6923715,0.0527613,0.0219691,0.685204,0.1177422,0.1670908,0.5513932,0.5255116,0.0753346,0.6207223,0.0104149,0.1786511
"5135",0.027336,0.6728046,0.555302,0.5588325,0.0307093,0.3414954,0.00803,2.32e-05,0.0833339,0.3193593,0.6206937,0.3022023,0.658034,0.0020539,0.0037562,0.5100496,0.629442,0.6153295,0.0035486,0.5625521,0.0280712,0.6053579,0.5045036,0.6011016,0.1341682,0.6802821,0.3641005,0.6266467,0.513963,0.0001631,0.1396351,0.1842125,0.700522,0.2328459,0.0319226,0.0181015,0.0090543,0.5069536,0.6182935,0.0327805,0.0211981,0.1784241,0.0803775,0.0087133,0.5090879,0.7402642,0.0523256,0.6533191,0.0345953,0.2219801
"5839",0.0225311,0.529853,0.5420973,0.536454,0.0406534,0.1845771,0.0412961,0.2121418,0.0167897,0.3711476,0.6266084,0.407407,0.7005249,0.0134557,0.0233695,0.5765898,0.6211271,0.6352901,0.0013025,0.6666589,0.0287498,0.6089789,0.5722238,0.5515213,0.262857,0.7551542,0.4836344,0.3146422,0.5812548,0.0185051,0.4156982,0.1540606,0.6697,0.1959077,0.1941124,0.0093574,0.0092326,0.6471911,0.6911163,0.0521518,0.0259909,0.6269124,0.1156877,0.1453201,0.4399619,0.5360888,0.0870981,0.6071278,0.0265675,0.1867555
"5849",9.66e-05,0.6809229,0.52607,0.6562563,0.0147258,0.2374038,0.0138608,0.0004355,0.0045497,0.0478565,0.5862405,0.4533239,0.79154,0.0169063,0.0189668,0.4984689,0.6496438,0.5751966,0.0018792,0.5799242,0.0235607,0.6477731,0.592547,0.5384421,0.2266779,0.6103916,0.2522826,0.6008234,0.6518259,0.0043346,0.6082615,0.2916054,0.5764514,0.1378495,0.1242318,0.0384597,0.0023013,0.3798955,0.659649,0.0159196,0.0115466,0.6487569,0,0.2601008,0.4469597,0.708735,0.0687588,0.6344869,0.0156062,0.0067913
