"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"568",0.7041471,0.6371463,0.0092006,0.035069,0.6230149,0.3774337,0.0440302,0.478134,0.2128169,0.5417728,6.8e-05,0.3258524,0.2466185,0.6575098,0.3462871,0.0445134,0.7058573,0.713107,0.6042134,0.1135409,0.0325705,0.0073286,0.5926165,0.5978263,0.5488453,0.2273162,0.555779,0.5289484,0.0141957,0.5657077,0.7230873,0.5715862,0.1057653,0.5179471,0.4339134,0.000182,0.3420354,0.5548875,0.2969989,0.4971445,0.6976035,0.5610185,0.0359421,0.3042289,0.2850907,0.0284025,0.3216673,0.6495784,0.5716635,0.0126869
"578",0.7567086,0.5478356,0.0094486,0.0322318,0.6342483,0.4659329,0.0576377,0.3615268,0.0511002,0.4804701,0.2267638,0.4923658,0.257237,0.6437013,0.2307873,0.0216427,0.5699989,0.641561,0.6116748,0.2109345,0.0472788,0.0130271,0.6383566,0.4859973,0.6422179,0.5334196,0.6421257,0.5858124,0.0091677,0.440616,0.6652757,0.7104549,0.0120188,0.1405737,0.2874967,0.211132,0.4302063,0.1300664,0.2836642,0.5180312,0.5363869,0.6190073,0.0129397,0.3221708,0.3386308,0.0126317,0.2984975,0.6209446,0.5232997,0.0034025
"3151",0.617962,0.5894902,0.0069175,0.0205609,0.489794,0.3115668,0.0481949,0.4041004,0.2201478,0.5501183,6.95e-05,0.3659642,0.2435947,0.5833791,0.4412983,0.0729733,0.6258868,0.6530559,0.5678071,0.0910694,0.0781406,0.0116287,0.5800057,0.6814446,0.6682213,0.2060898,0.6610464,0.5272509,0.0088804,0.5418174,0.6941701,0.6125845,0.1287021,0.5504588,0.4011802,0.0012472,0.3977485,0.4832114,0.2589015,0.6020799,0.7616518,0.6567596,0.0380039,0.3434102,0.3489883,0.0255921,0.375378,0.5670035,0.5663606,0.0149747
"3161",0.701547,0.7226452,0.0172787,5.38e-05,0.6797844,0.5047718,0.0267907,0.3844063,0.0514329,0.5581695,5e-07,0.1587367,0.5803817,0.6575716,0.3089646,0.0507917,0.5677108,0.228875,0.6306823,0.2286534,0.0487256,0.0097251,0.2314278,0.5520258,0.3515104,0.3108166,0.630264,0.547553,0.099817,0.637716,0.7169094,0.6950471,0.1465246,0.6264324,0.4816692,0.0005346,0.2583353,0.5687953,0.4180432,0.4558273,0.5635034,0.5496852,0.369213,0.0098069,0.1342123,0.4891463,0.3242108,0.5161467,0.6135724,0.0426361
"3298",0.7089802,0.6526514,0.0065226,0.0336241,0.6216614,0.4191329,0.0575854,0.3848292,0.2298467,0.702752,0.0002406,0.3404259,0.281953,0.5887233,0.3694899,0.0549689,0.7161132,0.6166542,0.6340775,0.1781423,0.0398232,0.0088629,0.5996773,0.7144005,0.5847507,0.254821,0.6025483,0.5467493,0.0124611,0.5623508,0.6175982,0.555012,0.0970917,0.6305224,0.4357732,0.0009658,0.4156185,0.5821032,0.300512,0.5046128,0.5885264,0.6544426,0.0591686,0.3110854,0.3526593,0.0211681,0.2661894,0.6113369,0.6327829,0.0107235
"3308",0.5159365,0.6212461,0.0245494,0.0183786,0.4597549,0.2045028,0.0532523,0.4689799,0.221188,0.5605861,0.00192,0.2072381,0.3130398,0.6110121,0.3025358,0.0497637,0.5121733,0.7374573,0.6835573,0.0635368,0.0280533,0.0226215,0.6674383,0.6170443,0.5802067,0.1917752,0.6042922,0.5358811,0.0066835,0.6440245,0.6107836,0.6730137,0.0817036,0.7290747,0.4997699,5.43e-05,0.2225409,0.4274722,0.3378748,0.423486,0.6283175,0.6671412,0.2959266,0.3627437,0.000869,0.5840224,0.3147247,0.6633913,0.6677842,0.0004098
"4453",0.7510419,0.6916783,0.0166979,0.0190495,0.518614,0.4361898,0.0334367,0.4160035,0.2963623,0.5390368,0.0003685,0.3499047,0.2815164,0.5586879,0.4093446,0.0275369,0.6941809,0.6025995,0.5464077,0.092427,0.0304998,0.0070135,0.674824,0.7343124,0.6532332,0.2451319,0.5831283,0.5382981,0.0242873,0.5149659,0.6989252,0.583295,0.1500065,0.6303198,0.3656182,0.0007859,0.371739,0.5128057,0.3184575,0.5156523,0.6493189,0.5896266,0.053434,0.3343746,0.2751546,0.0348558,0.3262172,0.6595731,0.6045984,0.0156963
"4463",0.6941344,0.6698668,0.0050845,0.0916085,0.5788082,0.7023138,0.1637159,0.1823447,0.1113526,0.1699056,0.2806249,0,0.6329148,0.5814705,0.3293607,0.5466425,0.5912622,0.0498611,0.3403282,0.5763669,0.0959033,0.012714,0.0126959,0.7304738,0.6381744,0.0198157,0.6698549,0.3859609,0.0060092,0.4463118,0.6062579,0.5857581,0.0668069,0.2582047,0.2869954,0.0004416,0.330279,0.5080541,0.3167588,0.3567245,0.4499759,0.5554683,0.0240502,0.2959246,0.3570847,0.0107937,0.0007874,0.1038154,0.5349168,0.0624107
"5608",0.7478012,0.6097983,0.0096663,0.0631082,0.7781476,0.3433974,0.0395148,0.4857524,0.2239224,0.4519112,0.0002031,0.3152917,0.3153301,0.6641958,0.4326468,0.0555013,0.6257987,0.6025432,0.716582,0.1099251,0.0553279,0.0115733,0.4794576,0.6616563,0.5728435,0.2519655,0.6582967,0.433164,0.0375891,0.5984608,0.7302535,0.6621416,0.1263055,0.7311647,0.4013103,0.0010075,0.4064397,0.5729709,0.2833348,0.5338465,0.5831485,0.6228237,0.0395834,0.3494025,0.2804319,0.0319589,0.3265278,0.7604734,0.5277774,0.009645
"5618",0.5883271,0.6057307,0.0061949,3.49e-05,0.7053684,0.3681294,0.0120309,0.5123265,0.5629589,0.5707087,0.0010771,0.3144567,0.2882203,0.7047387,0.2363555,0.0003978,0.6228893,0.517309,0.7255038,0.0761059,0.0436346,0.5987767,0.2572889,0.5388553,0.5582275,0.1752153,0.6087745,0.5368626,0.0328391,0.3196638,0.5974571,0.5999374,0.1139434,0.6220925,0.368942,0.0010175,0.2799427,0.2306534,0.3743528,0.3927758,0.5774941,0.6567483,0.0235429,0.40935,0.3389115,0.0053134,0.3169703,0.7080794,0.5623598,0.0034694
