"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"127",0.5772924,0.7832295,0.5485966,0.6866947,0.6864208,0.6009453,0.5005788,0.6354327,0.5831148,0.4443425,0.6393002,0.1084757,0.0782675,0.6373357,0.4719417,0.0026476,0.7339058,0.828489,0.6653534,0.0007233,0.6085358,0.0506723,0.6493002,0.6809449,0.0966611,0.0406084,0.70201,0.6753846,0.4600649,0.6336972,0.6766143,0.5891117,0.5417449,0.1680831,0.0648517,0.0320056,0.421103,0.1908801,0.29175,0.3401636,0.2724777,0.3824492,0.356786,0.607102,0.6729916,0.0163151,0.5718705,0.5992561,0.5505895,0.7478543
"137",0.6082264,0.5881192,0.703943,0.6159785,0.7871446,0.6240025,0.5299517,0.678571,0.6849677,0.5009194,0.5705894,0.0564712,0.1103739,0.654555,0.6279555,0.0060043,0.7311782,0.6566688,0.6816272,0.0028887,0.6146931,0.1973037,0.6090542,0.7153574,0.0552107,0.0038707,0.505766,0.3295112,0.5627852,0.5980437,0.6596117,0.4606258,0.6253622,0,0.0354817,0.0012853,0.3448161,0.0062023,0.0244945,0.5666585,0.4863171,0.1767633,0.1370353,0.5585937,0.7031163,0.1696674,0.0165844,0.5970252,0.6602254,0.3044018
"484",0.7674882,0.6628914,0.764038,0.7152356,0.7158354,0.5312255,0.5110373,0.7154921,0.7011913,0.452202,0.6163848,0.1046047,0.1031876,0.632686,0.6101387,0.0007595,0.6353055,0.7863196,0.6900408,0.0004412,0.6131547,0.0229662,0.6706718,0.7438509,0.0810345,0.0262591,0.5955436,0.691742,0.4918173,0.6047745,0.6709276,0.4968144,0.6271534,0.2112569,0.1009861,0.0260837,0.3286231,0.2001069,0.243268,0.3356626,0.3114316,0.4307519,0.370667,0.6820915,0.6027627,0.0162075,0.7115194,0.6126913,0.5545939,0.6556753
"494",0.707518,0.6951035,0.4090481,0.6297992,0.5323917,0.5204497,0.4378233,0.625309,0.5362777,0.669165,0.773143,0.1238501,0,0.6083408,0.4828475,0.220107,0.0704573,0.0834915,0.3764738,0.0010295,0.5705203,0.122207,0.6555228,0.1408686,0.0495438,0.0014971,0.5125803,0.0642283,0.6541326,0.591134,0.608121,0.2442251,0.352995,0.2614677,0.5197295,0.0022823,0.5990095,0.5810597,0.0091715,0.0493988,0.1204165,0.0694039,0.5924602,0.5805787,0.2119329,0.0062211,0.8496804,0.5941912,0.0091833,0.5339302
"1807",0.6188165,0.6178388,0.6579143,0.6536141,0.7629754,0.6158013,0.5792703,0.551704,0.7318444,0.4360793,0.7183948,0.0825131,0.055812,0.6523425,0.4799237,0.000969,0.7341756,0.7121031,0.6256197,0.0008947,0.6857128,0.0256918,0.6571198,0.6459491,0.0921835,0.035837,0.5947236,0.6479253,0.4007367,0.7265252,0.5591085,0.5464349,0.5745894,0.1965409,0.1105234,0.0320386,0.3600966,0.1653906,0.296414,0.3156433,0.2542279,0.4355636,0.3447186,0.6684792,0.5862933,0.0017014,0.5722705,0.7632871,0.6473804,0.7404419
"1817",0.6578479,0.5230022,0.717995,0.1287766,0.6450348,0.1658558,0.1529465,0.2433041,0.0956788,0.1202264,0.1891405,0.3478862,0.4777249,0.6392515,0.0385788,0.0004143,0.679165,0.6374491,0.583737,0.1421982,0.0080463,0.5659577,0.0046405,0.5955016,0.00011,0.6316821,0.0013012,0.7514534,0.518135,0.3351145,0.6571708,0.6844563,0.6463036,2.83e-05,0.0354725,0.3479841,0.2176705,0.0002287,0.5443712,0.6326255,0.5843861,0.6383469,0.5111314,0.0769758,0.6707262,0.5368245,0.0005974,0.0126367,0.601309,0.6371992
"3739",0.6431064,0.5863684,0.6596935,0.7594482,0.6458722,0.5961167,0.5368081,0.66726,0.5787109,0.6275775,0.6114809,0.0630699,0.0943434,0.6549656,0.5519746,0.0061924,0.7030887,0.7104119,0.7075809,0.0003667,0.7736469,0.0439119,0.6714175,0.6207059,0.1119031,0.033624,0.6545741,0.6927535,0.326086,0.6745734,0.6111149,0.5822236,0.5121031,0.2138127,0.051005,0.0212751,0.3688553,0.15121,0.2572208,0.3174917,0.2959692,0.3329883,0.3681506,0.6732686,0.6206409,0.0016653,0.6902824,0.6611778,0.5287193,0.783471
"3749",0.6006734,0.6402162,0.4968082,0.2713717,0.6983384,0.4982507,0.4871992,0.589073,0.6084814,0.3989615,0.5503405,0.1082989,0.1391367,0.6547552,0.3608579,0,0.6554332,0.6736331,0.6396718,0.0035923,0.6746717,0.0410796,0.6068786,0.1264937,0.1053178,0.1241645,0.6207317,0.74423,0.4917833,0.7362846,0.5524278,0.4776473,0.2787235,0.1049775,0.1782323,0.0266012,0.1592438,0.1351806,0.2194244,0.3028168,0.2417021,0.3518662,0.3416664,0.6094622,0.1993759,0.0120657,0.5889161,0.700642,0.6246668,0.0570637
"4075",0.6588565,0.6571506,0.6427981,0.6209774,0.653589,0.5586016,0.5280324,0.6927347,0.6443513,0.5131145,0.5865864,0.0615909,0.0938527,0.6178945,0.5497518,0.0006089,0.6608362,0.6568695,0.61917,0.0006908,0.6280793,0.0479264,0.6782263,0.6276025,0.1190086,0.0269917,0.639621,0.6986915,0.4919387,0.6803952,0.6366165,0.5820683,0.583004,0.2932387,0.0621692,0.0203911,0.3607843,0.1551113,0.3335371,0.3465424,0.287053,0.4378963,0.3237015,0.5665098,0.6306673,0.0023302,0.561932,0.6383278,0.4726763,0.7539707
"4085",0.3579213,0.8117322,0.6408619,0.767163,0.7295019,0.7042305,0.5386626,0.7135465,0.6274541,0.559339,0.7383281,0.0573444,0.0876163,0.6553472,0.5255868,0.0546621,0.7232718,0.5991938,0.6889173,0.0001378,0.657438,0.0337819,0.5528244,0.6902596,0.1943048,0.0014668,0.4695916,0.779199,0.1596523,0.7643596,0.6187247,0.5557825,0.4558949,0.2766421,0.0578898,0.0086825,0.3295367,0.2593876,0.1141209,0.1309796,0.1480101,0.19428,0.4865557,0.5093032,0.6278283,0.0019647,0.6421489,0.6397522,0.5266453,0.7224962
