"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"1240",0.0266919,0.0129253,0.2075761,0.0894511,0.6830919,0.0094723,0.5477128,0.6664371,0.021585,0.562223,0.0421575,0.6976368,0.6929742,0.5812263,0.0041158,0.6083138,0.7479293,0.61936,0.0315296,0.6045147,0.5297098,0.0346778,0.6786822,0.5006305,0.0536673,0.0131995,0.446035,0.5736051,0.0358491,0.0623376,0.5889759,0.6048474,0.0427947,0.6782656,0.5526139,0.070533,0.0107666,0.6135165,0.7025574,0.6288094,0.5669616,0.5923081,0.5747095,0.3618778,0.6587648,0.6071641,0.6051291,0.6428023,0.5608606,0.654882,0.0594727,0.0465106,0.7025405,0.5728568,0.2993034,0.079744,0.3450104,0.340508,0.1537282,0.0358501,0.1093019,0.3840138,0.5642445,0.4399096,0.1758938,0.1238085,0.0720065,0.3264928,0.7220201,0.4666276,0.0332999,0.034992,0.0228174,0.648431,0.6826437,0.6339811,0.0959434,0.0382966,0.6607813,0.7192793,0.0059249,0.0901959,0.5801415,0.0222547,0.6343552,0.6904355,0.5570227,0.657668,0.5510939,0.0037461,0.0875912,0.5918949,0.5463445,0.278548,0.5908873,0.6522539,0.0362445,0.5875487,0.6320067,0.1212997
"1242",0.0596304,0.0148565,0.4448251,0.2543068,0.6082093,0.0010108,0.6333122,0.6832855,0.0161193,0.5890489,0.0107357,0.5305946,0.6404323,0.6134859,0.0128552,0.1076076,0.5330877,0.5035305,0.0023694,0.7025238,0.3131817,0.0409014,0.1524541,0.6000094,0.0510104,0.0001711,0.5497014,0.6109654,0.3218044,0.0793118,0.5116515,0.5669732,0.0521725,0.3150261,0.6195696,0.032181,0.0294356,0.787162,0.2664739,0.6460873,0.5981453,0.3610388,0.3501083,0.2044019,0.7029198,0.4816539,0.5800658,0.6990274,0.6715508,0.6275854,0.0757571,0.0266647,0.641676,0.6500616,0.0749052,0.1974668,0.0556106,0.2992756,0.2235912,0.0384903,0.140064,0.2633629,0.5560992,0.433084,0.2228349,0.0419724,0.0986369,0.3470313,0.61556,0.4436381,0.0193354,0.0020678,0.0054703,0.5968905,0.7841649,0.6758948,0.2017093,0.0308598,0.6621028,0.7173563,0.0090369,0.0534361,0.4450147,0.001988,0.6432163,0.4407283,0.5842019,0.2325662,0.4712088,0.0081031,0.0224288,0.6662727,0.6800224,0.2403209,0.5547167,0.7428551,0.0477006,0.5487629,0.5930036,0.1051872
"1244",0.0790402,0.0165691,0.4894519,0.3694981,0.5579962,0.0021725,0.7726053,0.5596131,0.0021077,0.5324139,0.0345332,0.5538312,0.5518379,0.5955645,0.0159752,0.1615886,0.686305,0.4866641,0.0001268,0.605646,0.2578594,0.0303585,0.1229992,0.5309571,0.0653838,0,0.6546992,0.5015048,0.4114228,0.261618,0.7256278,0.6039639,0.0603921,0.1066978,0.6506808,0.0217418,0.0236718,0.7530951,0.3598554,0.5181242,0.612289,0.3587704,0.3931979,0.1684041,0.6110674,0.4232561,0.6261144,0.7598952,0.7187009,0.6622377,0.0894551,0.0219247,0.6391716,0.6395605,0.0361522,0.2986644,0.0460361,0.5195647,0.3834094,0.0921777,0.1427125,0.2446384,0.6017737,0.6402578,0.2185672,0.137481,0.1294126,0.3119952,0.4939774,0.3769603,0.0186908,0.0049016,0,0.6791489,0.5771322,0.6586086,0.1351664,0.0567576,0.5123234,0.6347495,0.0030756,0.0115882,0.5055921,0.0079103,0.6245506,0.4655197,0.5539161,0.1983527,0.4902395,0.0424196,0.0080115,0.5838142,0.6668642,0.2023062,0.7158693,0.5513587,0.0932079,0.6460064,0.6136367,0.0691259
"1246",0.0904315,0.0124085,0.6294788,0.3308398,0.6595621,0.0124995,0.6525108,0.5715588,0.0191045,0.6040402,0.0214805,0.5225583,0.7418288,0.6248941,0.0212651,0.0897947,0.4845905,0.3743363,4.41e-05,0.5251957,0.2140209,0.0748683,0.1724339,0.5287963,0.0823715,7.33e-05,0.5851712,0.6963179,0.4077505,0.163533,0.6271575,0.6863949,0.0522036,0.0740399,0.5089879,0.0138562,0.0137067,0.6091938,0.3112165,0.6470069,0.5896426,0.4009153,0.414373,0.2572002,0.6175996,0.3865245,0.5516787,0.7262527,0.6007897,0.6958651,0.0589184,0.0149675,0.6289665,0.5464316,0.0165486,0.4860928,0.0049866,0.564326,0.467355,0.0774728,0.0702509,0.3358856,0.437079,0.4978561,0.311927,0.4285634,0.1130847,0.28231,0.7868172,0.1493284,0.0210065,0.0051417,0.0015567,0.6063918,0.7593454,0.6285076,0.0955174,0.0541376,0.5928322,0.7601758,0,0.0170931,0.5640553,0.0072033,0.5664597,0.4269093,0.5539621,0.2823003,0.5107341,0.0644745,0.0083667,0.6297858,0.6087567,0.3235498,0.7063837,0.6761272,0.0385206,0.6511704,0.5712546,0.1493769
"1248",0.0653732,0.0045899,0.6379389,0.5615885,0.626513,0.004983,0.644832,0.6842897,0.013767,0.7631697,0.0297695,0.3859236,0.6991684,0.5145147,0.0118837,0.1486548,0.4830334,0.2071327,3.51e-05,0.5707853,0.2260668,0.0283333,0.1524545,0.6376221,0.0930014,0.0001741,0.7027386,0.6129115,0.5344763,0.3098184,0.6971651,0.5955026,0.0636307,0.0553684,0.5424091,0.0181274,0.0044151,0.5599025,0.2659776,0.7221986,0.5629844,0.4006396,0.4962118,0.2562063,0.6301604,0.3988766,0.5327189,0.6838088,0.6330405,0.5886955,0.0659898,0.0087788,0.6819407,0.6185537,0.010603,0.5060704,0.0101729,0.4584943,0.4307736,0.0716515,0.0972165,0.3574052,0.4235536,0.5866117,0.3042615,0.2707975,0.0523807,0.2667335,0.5665708,0.2117701,0.0271808,0.0041031,0.004022,0.6303212,0.6343712,0.6174479,0.1192973,0.0260679,0.6669562,0.7261574,7.9e-06,0.0143391,0.6727107,0.0143452,0.7662224,0.4690278,0.4975671,0.2185742,0.4971448,0.0723296,0.0100548,0.5487392,0.5934748,0.1863101,0.6495385,0.6902715,0.0290176,0.6367713,0.6752595,0.1197896
"1250",0.0776577,0.0153896,0.5998861,0.4727998,0.6381245,0.0098491,0.6281228,0.6515088,0.0091059,0.6631659,0.0266365,0.5425511,0.5659562,0.5574741,0.0435544,0.1234368,0.4849608,0.2375258,8.15e-05,0.6523565,0.142588,0.0526757,0.1660167,0.5707008,0.0838272,0,0.5468038,0.5951284,0.437625,0.2873699,0.6662964,0.6845353,0.0378118,0.0183911,0.6536721,0.0356979,0.0120716,0.6524502,0.3169317,0.6553484,0.5933409,0.4120111,0.4409402,0.2039313,0.6255688,0.4026237,0.6098779,0.6050875,0.5516061,0.6996853,0.0520213,0.0140399,0.5414529,0.5797904,0.0165145,0.400039,0.0083645,0.5376,0.5364196,0.045501,0.0728527,0.2619693,0.4470792,0.5517728,0.2495009,0.1991232,0.065327,0.425264,0.685034,0.1259844,0.0053723,0.0027345,0.0038686,0.5471147,0.512659,0.5858073,0.1150857,0.0562057,0.6544455,0.6399827,0.0004099,0.0075392,0.5734626,0.0112277,0.5609155,0.399101,0.5234283,0.1761045,0.5810536,0.0554176,0.0043484,0.5679654,0.6372299,0.2614612,0.7310297,0.70157,0.063757,0.5783938,0.6958422,0.1317452
"1252",0.064985,0.007407,0.5993485,0.1234172,0.6556423,0.003771,0.6322477,0.6405974,0.0110933,0.5348893,0.0164918,0.6501557,0.6745048,0.6166382,0.0100276,0.6195405,0.7812808,0.6452347,0.0460852,0.572156,0.4585268,0.0641363,0.7801154,0.7644552,0.053997,0.0083256,0.4542949,0.5950867,0.0304982,0.0902808,0.686753,0.6031674,0.0208046,0.5021166,0.6064452,0.0452914,0.0137621,0.6335156,0.6423593,0.635469,0.7339254,0.6397729,0.6355136,0.3939847,0.8332612,0.5027115,0.6116746,0.6837961,0.5822383,0.5740278,0.0719744,0.0177947,0.6233765,0.6698836,0.0814358,0.2059924,0.1792908,0.5083257,0.4160712,0.0586927,0.0839122,0.2451154,0.5932706,0.4598353,0.1694953,0.2029654,0.08903,0.2815837,0.5622244,0.3736778,0.0159165,0.0352254,0.0462482,0.6554479,0.5527058,0.6152075,0.1053667,0.0964984,0.6218731,0.6209074,0.0043482,0.0302438,0.5330781,0.0177885,0.5821605,0.6531507,0.4944677,0.6094805,0.6419188,0.0037757,0.0777015,0.5483092,0.6370514,0.2573856,0.6019578,0.5981645,0.0710572,0.5507772,0.6586035,0.1304665
"1254",0.0445611,0.0091126,0.3214819,0.1152134,0.7427905,0.0030241,0.7304678,0.622808,0.0207439,0.5638942,0.0200768,0.5032197,0.6135371,0.5619257,0.008248,0.5043568,0.5602509,0.7007144,0.0242127,0.5716515,0.4852727,0.0777865,0.5390202,0.6772322,0.0515086,0.0115553,0.4135649,0.6681147,0.0164559,0.062383,0.7149517,0.5786498,0.0847213,0.7434823,0.6110377,0.0476099,0.0151309,0.6565177,0.5615588,0.5924551,0.5386204,0.67271,0.7588539,0.3853416,0.5154526,0.5476648,0.6307923,0.6321617,0.6567656,0.604332,0.0422935,0.0213631,0.5713724,0.7090836,0.1700983,0.1169364,0.408207,0.1812624,0.2440457,0.0734588,0.1342055,0.3201225,0.5718276,0.3993088,0.2267489,0.1050351,0.0728504,0.3549743,0.5590987,0.4159538,0.0377288,0.0289844,0.0309446,0.5048961,0.6308813,0.6811632,0.1016729,0.038454,0.5548398,0.6963078,0.0147968,0.0567019,0.6671659,0.0297016,0.63652,0.5703279,0.4869136,0.5505261,0.5344011,0.0007169,0.0675702,0.4574902,0.6101801,0.2876549,0.5857225,0.6683906,0.0815319,0.5335716,0.5919836,0.0726371
"1256",0.0633058,0.0106284,0.4303396,0.0890398,0.7438006,0.004393,0.644462,0.6527504,0.0121488,0.6201079,0.0194034,0.4820961,0.5859201,0.6451738,0.0051108,0.6150807,0.6530012,0.7160388,0.0125976,0.5248368,0.4317664,0.1047724,0.5774616,0.5859438,0.0340748,0.0107756,0.4855842,0.5963869,0.0406326,0.0332022,0.6214516,0.6742539,0.029447,0.5923866,0.6911982,0.0554542,0.0139665,0.7279475,0.6288717,0.664299,0.6546055,0.7213753,0.6374698,0.4339514,0.6458748,0.5205752,0.6140048,0.6591435,0.6388722,0.6404786,0.0333492,0.0078897,0.6986322,0.5952973,0.1214744,0.1063705,0.4039503,0.2863619,0.4037192,0.0569777,0.1880632,0.2392583,0.7205063,0.3883126,0.0988567,0.047788,0.0731067,0.3294221,0.6665284,0.4310177,0.0098521,0.0924497,0.0349441,0.612261,0.5653836,0.6963996,0.180873,0.0301713,0.5869673,0.7114034,0.0104985,0.0417919,0.5705066,0.0294478,0.6321601,0.4999411,0.5685036,0.6219529,0.712405,0.0017893,0.0708235,0.6010588,0.6772869,0.2599988,0.6673077,0.6287232,0.054676,0.5590969,0.6949416,0.0505549
"1258",0.0671885,0.0220736,0.4905671,0.1589028,0.7339143,0.0109068,0.6567385,0.6004915,0.0095048,0.5903082,0.0164665,0.4588595,0.5201446,0.6875917,0.0943834,0.6388913,0.5913084,0.5663267,0.0131394,0.6459102,0.5849465,0.0436536,0.5464905,0.653669,0.0483599,0.0060023,0.3869327,0.6263897,0.0406172,0.0441298,0.5947258,0.7347658,0.0333854,0.6750789,0.6077817,0.0740378,0.0243675,0.8819903,0.5228084,0.6612547,0.6953765,0.5025302,0.588771,0.373507,0.656833,0.6001658,0.7722084,0.6836292,0.6240125,0.6472906,0.0591487,0.0358708,0.6531917,0.7012561,0.1013744,0.1512093,0.3181323,0.2669567,0.2683053,0.06965,0.1183936,0.2043797,0.503405,0.5455969,0.2266017,0.1102995,0.0960556,0.3303915,0.6784167,0.4356372,0.027731,0.0326507,0.0198796,0.716351,0.5555017,0.5692684,0.0479813,0.0359833,0.5999157,0.7028448,0.0059389,0.0456968,0.5618647,0.0129377,0.5471469,0.6785556,0.6251138,0.5894095,0.5456755,0.0035091,0.105389,0.4097405,0.5476436,0.2356563,0.5144629,0.7218006,0.0336242,0.5561792,0.5758334,0.0697836
