"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1408",0.015151,0.6349549,0.5731062,0,0,0.1988465,0,0.2051825,0,0,0.6233648,0.5284729,0.7150908,0,0.0423583,0,0.6688788,0.6381864,0.0009027,0,0.0398211,0,0.5974991,0.5472377,0.207588,0.6665693,0.6255162,0.309656,0.5785122,0.0298987,0,0.180254,0.7118207,0.1866625,0,0,0.0028711,0,0,0.0401279,0,0,0.0677742,0.1283872,0.5704447,0,0.0575694,0,0.0234248,0
"1412",0,0.7005445,0.1285889,0.4940597,0.001859,0.200166,0,0.1366102,0,0.5100363,0.6489944,0,0.6754244,0,0,0.610188,0.6102477,0.5258758,0,0.0651648,0.0284032,0.5890514,0,0.728808,0.4732343,0.0118518,0.4094182,0.3178749,0.6401826,0.0717905,0,0,0,0,0.4681894,0.0021742,0.0124718,0,0.7264797,0,0,0.6454211,0.000229,0.1420779,0.58494,0,0.53062,0.7091447,0.0156155,0.1690713
"1416",0.0410574,0,0,0.5334674,0.0009632,0,0.033565,0.0948021,0.0632883,0.4487743,0.6239878,0,0.7205051,0.0066391,0.0101218,0.4238945,0,0,0.0003768,0,0.0415376,0,0,0.7466854,0.5720543,0,0,0.3632509,0.6779339,0.3161223,0.1167298,0,0.2458163,0.4701717,0.6059061,4e-07,0.0140023,0.5774777,0,0,0.0004449,0.8339946,0,0.0877493,0.4011601,0.561809,0.6303506,0,0.0345597,0.1894917
"1420",0.032513,0.6245387,0.7170546,0.550158,0.0206788,0.2462607,0,0.1537757,0.0405196,0,0.7160036,0,0.6868268,0.0138364,0.0394407,0.6242986,0.5324488,0.517963,0.0079615,0.6737368,0.0277831,0,0,0,0.3935992,0,0.4205356,0,0.6373174,0.1378232,0.1811231,0.1273063,0.6518528,0.4170284,0.4996777,0,0.0207923,0.7931742,0,0,0.0083098,0.6308728,0.0508056,0.1252568,0.4585275,0.6875852,0.3427751,0.7147316,0.0640288,0
"1424",0,0.7635757,0,0.5594032,0.0184417,0.2349787,0.016477,0.1386001,0,0,0.6584143,0,0.6155609,0.0242964,0.0536211,0.6342243,0.6657096,0,0,0,0,0.5974154,0.6269049,0.6240169,0.2155361,0,0.4791044,0,0.6402677,0,0.5129671,0.155499,0.5554001,0.1627504,0.1921722,0,0,0,0.7504796,0,0,0.7564002,0.0471721,0,0.5086074,0.6753329,0,0.5902465,0.0431449,0
"1975",0,0,0,0.5820079,0,0.2179956,0.0143194,0.1818257,0,0,0.743581,0,0.6464692,0,0.0187409,0.4986341,0,0.635767,0.0029947,0.6739279,0.0345179,0.6716657,0,0.5268238,0.2385199,0,0.5572597,0.2691804,0.6579502,0,0.3689346,0.2205552,0.6588923,0,0,0.0259824,0,0.6579235,0.7601083,0.0464559,0.0330608,0,0,0.1058593,0,0.6303739,0.073315,0.7573263,0,0.1431884
"1979",0,0,0.667956,0.6624994,0,0.1656467,0.0019647,0.1348918,0.0017099,0,0,0.4527953,0.5425683,0.0001955,0.0229436,0.3199922,0.5901587,0.2741345,0.0022834,0,1.96e-05,0.662918,0.5419272,0.5398472,0,0.7508088,0.5127413,0,0.7302446,0.0161609,0,0.286417,0,0.0623359,0.0803603,0.0261758,0.0186694,0.6765001,0,0.0061654,0,0,0.0645044,0,0.5758805,0.55722,0,0.7219499,0.0291073,0
"1983",0.0002532,0.6997191,0.5525319,0.6941189,0,0.1863785,0,0.1505564,0,0.0604477,0.4782456,0,0.6493505,0,0.0414184,0.2209018,0.6575037,0,0.0108854,0.5755791,5.17e-05,0,0.6163304,0.4724799,0.1598239,0,0,0.0523779,0,0,0.5744472,0.2619272,0.7485616,0.0323694,0,0,0.00697,0.6506855,0,0.0044066,0,0.6560355,0,0.0008917,0.531386,0.6718702,0.0592057,0.7146799,0.0533226,0.1685143
"1987",0,0,0,0.5525867,0,0.3322901,0.0020117,0.1426804,0.0422362,0.2880104,0,0,0.5814127,0,0.0360056,0,0,0,0.0048759,0.7186614,0.0347466,0.6523679,0.6075279,0,0.2020968,0,0.5063227,0.1864914,0,0,0.5708047,0.2671124,0,0.0825719,0,0.0396727,0,0,0,0.0373354,0,0.5648471,0.0756491,0.1461558,0.4771783,0,0.0624447,0.6158804,0,0
"1991",0,0.6868173,0,0.5339767,0.0330848,0,0,0.1841707,0.0528574,0,0,0.4675802,0,0.0429817,0,0.659266,0,0,0.0091311,0.6498119,0.0137563,0.5378576,0,0,0.2795721,0,0.3762723,0,0,0.0156226,0,0,0,0,0,0.0269279,0.0132916,0.5972343,0,0.0061839,0.0269566,0.6795699,0,0,0.5305983,0,0.073652,0,0.0411304,0.2523104
"4810",0.0074404,0,0,0,0,0,0.0251457,0.1421601,0.0403154,0,0.5343361,0.3611006,0.7036077,0,0.0328603,0,0.5806173,0,0.0023755,0,0.046553,0.6373724,0.4142263,0.6541911,0.2470787,0.6141634,0.6064929,0.2857532,0,0.0201672,0,0,0.6592614,0.1668221,0.2532402,0.020794,0.0176585,0.6129555,0.7512026,0.0212895,0.027987,0.6982268,0.0769306,0.0919758,0.4419012,0,0.0879143,0,0,0.2036135
