"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"3907",0.3882751,0,0,0,0,0.734367,0.1699558,0.592974,0,0.0474511,0.7190586,0,0.5044853,0.6185091,0.0552141,0,0,0.6637074,0,0.6578412,0,0.0179275,0.5945299,0,0,0.1170506,0.6261696,0.197848,0,0.3169365,0.6436969,0.6760421,0.0390473,5.76e-05,0,0.0293907,1.83e-05,0.0624722,0.5856924,0.6492355,0,0,0.0286042,0,0,0.7174385,0.7016025,0,0.1123457,0.7579315
"3911",0.3903294,0,0,0,0.211922,0.7016824,0,0.6037654,0,0,0,0.1806888,0.7021193,0.5062683,0.0487493,0.5733003,0,0,0.0812345,0.7814752,0,0,0.7011193,0.2043772,0.0004735,0.1448754,0.3380334,0,0.5817077,0.5235577,0.589557,0.6681625,0,0.0001187,0.5230418,0,0,0,0.7460167,0.1105489,0,0,0.1066172,0,0.0782019,0.6792052,0.675471,7.83e-05,0,0.706267
"3915",0,0,0,0.681395,0,0.6275056,0.3292767,0.496279,0.147987,0,0.7375301,0.1208881,0.7962992,0.6121956,0.0333075,0.6056495,0.2844567,0.5894335,0,0,0,0.0057175,0,0.2751735,0,0,0.4096881,0.1448573,0.6743031,0.4681219,0.6665657,0,0.04307,0,0.4587864,0.0429608,0,0.0215245,0.7059441,0,0.7486629,0.5876747,0,0,0.0242061,0,0.7112113,8.87e-05,0,0.5320195
"3919",0.4125389,0,0,0.6934738,0.2810585,0,0.2309019,0.6700919,0,0.020376,0.5842172,0,0,0.6158559,0.0582855,0.6842306,0.5331773,0,0.0255307,0.7012241,0,0.0238281,0.6560573,0.2345502,0.1298775,0.1021712,0.3992597,0,0.5296761,0,0.7176574,0,0,0.0003222,0,0,4.56e-05,0,0,0.6003675,0,0.3604709,0,0.0354127,0.0196271,0.6077803,0.5693109,0.0055607,0,0.6425473
"3923",0,0,0.6932105,0,0.2451888,0.6541987,0.2021956,0.541831,0.184729,0.0379443,0.6072069,0.0949599,0.5161439,0.6670596,0,0,0,0.5806587,0.0572825,0.6694621,0,0.0095608,0,0,0.1281086,0.1469996,0,0,0.7490568,0,0.5568161,0.5698175,0,0,0,0.0376727,0,0,0,0.5157321,0,0.3993457,0.0093898,0,0,0,0.5729315,0,0,0.6912077
"5020",0.4209992,0,0.7328994,0.6310644,0.3487718,0.6568562,0.1861545,0.5902594,0,0.0374118,0.6310495,0,0.7031063,0.6221332,0.0753303,0,0,0,0.0093674,0.6364908,0,0.0206804,0.536926,0.2335206,0,0.1077106,0.5221728,0,0.5666802,0.3658646,0.771124,0,0,1.93e-05,0.3877683,0.0172812,1.62e-05,0.0572286,0.7177173,0.6650068,0.5582555,0.3340115,0,0,0.0434597,0.5966321,0,0.0030512,0,0.655558
"5024",0.4073534,0.0010445,0.6468848,0.6904157,0.3083059,0.6224117,0.1524412,0.5865191,0.177832,0.0466809,0,0,0.6083791,0.6611896,0,0.6378695,0,0.5884591,0,0.6301605,0,0.0290503,0,0.2223921,0.000697,0.0023412,0.5172128,0,0,0.4750703,0.6712885,0.6881749,0.0565017,0,0,0,6.4e-06,0,0.7386238,0.2953368,0,0.3687704,0.0500775,7.32e-05,0,0.6807319,0,0,0,0
"5028",0.3647158,0.000735,0,0.7011713,0.3191977,0,0,0.5160784,0,0.0148457,0.7013353,0,0.607516,0,0,0.5806013,0,0.7067954,0.0155656,0.6970877,0.0289337,0,0,0.2570429,0.000153,0.0027528,0.6310559,0,0.6412795,0.5244889,0.6549145,0.5964347,0,0.0002378,0.4231773,0,0.000568,0,0.5578806,0.2449939,0.7065303,0.3544905,0.019978,0,0.0135214,0,0,0,0,0.724074
"5032",0.355935,0.0015778,0.6632524,0.5491944,0.3073974,0.7631404,0,0.5310312,0.164168,0.0441847,0.5924656,0,0.4833653,0.6762031,0,0,0.6992844,0.5663216,0.0157471,0.5707229,0.0157619,0.0138628,0,0.1620346,0,0,0.5091242,0.0509877,0.6894676,0.4188741,0,0,0,0,0.4301876,0,0.0004126,0.0946386,0,0,0.6615287,0,0.0292658,0.0086436,0.0608273,0,0.7364833,0.0001249,0.1202224,0
"5036",0.419711,0.0025622,0.5672373,0.7368908,0.2892382,0.7778446,0.2820811,0.5303054,0.1760768,0.0366277,0.5589725,0.1180119,0,0,0.0359666,0.6248533,0.5707663,0.5723499,0,0,0.0221161,0.015021,0,0,0,0,0.5527978,0.1374201,0.6295773,0.3693074,0.6111913,0.7020789,0.0553455,0,0.3256792,0.0270046,0,0.0600944,0.7336316,0.656203,0.7671142,0.4005093,0,0,0.0644906,0.6718965,0,0.0126522,0,0.4891848
