"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1261",0.0304596,0.6056453,0.5954644,0.4716434,0.0410312,0.1663768,0.0143049,0.2291227,0.0383927,0.4493505,0.5552122,0.4032104,0.6028112,0.0081828,0.0491299,0.5179657,0.6510314,0.5669916,0.003218,0.6739997,0.0347638,0.6286949,0.6933816,0.5645081,0.2424507,0.6795853,0.4372804,0.3137345,0.5706209,0.0254015,0.408136,0.1972042,0.5709643,0.1967639,0.1822474,0.01896,0.0120746,0.7382241,0.7542642,0.0393063,0.0186985,0.5708482,0.0549075,0.1729845,0.4803496,0.6419182,0.0711962,0.6493574,0.035079,0.2168145
"1263",0.0007246,0.682023,0.6923511,0.4671553,0.0035402,0.2366449,0.0230098,0.1636717,0.0513034,0.5373438,0.4189033,0.4324735,0.6885087,0.0074245,0.0150725,0.5028756,0.503188,0.3370504,0.00172,0.7351739,0.0404529,0.7060069,0.6226935,0.6961239,0.1952072,0.5596071,0.4239035,0.038939,0.7144622,0.0139389,0.0831772,0.2288479,0.6861882,0.1579261,0.229079,0.0003412,0.0067428,0.7772992,0.6874245,0.0311763,0.0042879,0.6939387,0.106834,0.1309463,0.5054956,0.6230704,0.0577666,0.6307339,0.0537351,0.1704835
"1265",0.0001174,0.6448443,0.5771345,0.4432135,0.0040531,0.1638084,0.0198548,0.0926182,0.0415224,0.3982753,0.4389191,0.3310895,0.6663081,0.0012568,0.0203495,0.5832588,0.6647488,0.2603224,0.0002298,0.2494753,0.0220987,0.7066161,0.5184862,0.5826078,0.215541,0.4529866,0.4328762,0.0337448,0.6690827,0.0065818,0.0610385,0.1632119,0.6508969,0.4145007,0.1901024,0.0002045,0.0193099,0.6798075,0.7401135,0.0168124,0.0103993,0.5950545,0.0941101,0.1832841,0.4443949,0.6061066,0.0542321,0.6006573,0.030953,0.2327889
"1267",0.0003374,0.6969568,0.6374097,0.49756,0.0084569,0.284198,0.028264,0.1104699,0.0311726,0.4340914,0.4366543,0.3454037,0.6414436,0.0129949,0.0822033,0.5202312,0.5423958,0.2924601,0.0011855,0.2804736,0.0383666,0.6796428,0.5236183,0.559504,0.2766722,0.4045473,0.5492506,0.0584377,0.7176347,0.0112151,0.0814513,0.136447,0.5991759,0.3726652,0.1626243,0.000468,0.0083189,0.6356401,0.6402594,0.0255103,0.0116077,0.6049261,0.0748008,0.0982981,0.4649971,0.6270758,0.0879695,0.7399948,0.0484998,0.1536058
"1269",0.0001674,0.5989422,0.5924252,0.5030124,0.0060917,0.1577801,0.0161297,0.1236534,0.0339169,0.409411,0.4757689,0.3873732,0.63795,0.0025777,0.047018,0.6502591,0.5895517,0.291398,0.0012068,0.2299098,0.0241899,0.7071238,0.544553,0.6175614,0.2910262,0.3998625,0.5821574,0.0536388,0.5709802,0.0103612,0.0470633,0.1479867,0.7457141,0.4144594,0.316778,0.0001507,0.02426,0.5323985,0.7212503,0.0172047,0.0424588,0.6541305,0.0768194,0.1335609,0.4923503,0.677806,0.1303179,0.6435854,0.0253373,0.1090943
"1271",0.0017911,0.656134,0.740805,0.3470875,0.00742,0.1850426,0.0121406,0.1042138,0.0388624,0.3698339,0.4539962,0.313348,0.5882858,0.008206,0.0566944,0.534019,0.5524453,0.2805463,0.0005313,0.0807911,0.0107442,0.6206365,0.5378191,0.5110175,0.1921952,0.3313291,0.5896197,0.02854,0.6581566,0.015789,0.0878396,0.1421596,0.6826264,0.5877256,0.2245235,1.28e-05,0.0210829,0.7492864,0.5680582,0.0368051,0.015791,0.5863402,0.0709052,0.114219,0.5928213,0.6651555,0.074852,0.6461285,0.032187,0.1236216
"1273",0.0333889,0.6391381,0.8225984,0.4390918,0.0322558,0.2105123,0.0317688,0.1540666,0.0436912,0.3838803,0.7239498,0.344556,0.5940739,0.0178252,0.0219391,0.5759212,0.6141174,0.5810963,0.0086148,0.7095815,0.0329213,0.6694277,0.6587266,0.5207783,0.286145,0.6389188,0.4741905,0.0877894,0.6485728,0.0075646,0.4937621,0.1503711,0.6073748,0.204067,0.1595298,0.0241819,0.0143159,0.7210532,0.646063,0.0601563,0.0044588,0.6882593,0.088464,0.1682959,0.5294992,0.6377002,0.0783882,0.6926435,0.0120083,0.1834176
"1275",0.0286521,0.5791103,0.6309385,0.4580837,0.0136815,0.2103288,0.0402213,0.0984191,0.0539822,0.5427596,0.6748956,0.3276963,0.7321816,0.033037,0.0551055,0.5514217,0.6892444,0.4929707,0.0094137,0.6608028,0.0269898,0.5793193,0.5810576,0.572389,0.231145,0.5351915,0.4635655,0.2636738,0.6898963,0.0061903,0.5209368,0.1677188,0.7131679,0.1345295,0.264443,0.0087683,0.018509,0.5494865,0.6722588,0.0189771,0.0096901,0.5602631,0.0525606,0.1335494,0.5378572,0.7737526,0.0949829,0.709876,0.0615848,0.1628668
"1277",0.0162569,0.5499862,0.8050444,0.5422173,0.0432862,0.2232152,0.0159972,0.1326058,0.0327165,0.4178275,0.6902853,0.3870252,0.7276193,0.0222523,0.0143875,0.4783968,0.6753944,0.5780428,0.0053058,0.6707465,0.0128299,0.5734351,0.5395443,0.4533304,0.1836801,0.5730031,0.4873927,0.4559026,0.5409008,0.0062596,0.5538085,0.2291894,0.7174608,0.161908,0.2025819,0.0465363,0.0052875,0.5920829,0.619684,0.0293132,0.006025,0.5371024,0.0491125,0.1116386,0.4963207,0.5207581,0.0785024,0.6782875,0.0739804,0.1368328
"1279",0.0234207,0.774273,0.7108842,0.5248607,0.0363585,0.2011026,0.0251422,0.1300646,0.0241842,0.4101144,0.6874585,0.4544697,0.569645,0.0187288,0.0288661,0.6595776,0.6738155,0.5476467,0.0043788,0.7150097,0.0194045,0.592127,0.5050189,0.5306777,0.1841048,0.6608655,0.5042514,0.3344258,0.5975942,0.005434,0.4592611,0.1906936,0.6939204,0.1110509,0.1333994,0.0081043,0.0062202,0.5705688,0.651822,0.0386213,0.0054922,0.6962795,0.0873965,0.1376646,0.4239355,0.5526,0.0594362,0.6508181,0.0234613,0.1740725
