"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"715",0.6232604,0.703866,0.586652,0.753409,0.6247685,0.5988288,0.5201976,0.6054602,0.6565378,0.5679023,0.55188,0.0631452,0.0641929,0.5350834,0.5238026,0.0025639,0.6775899,0.7852564,0.6358922,0.0021411,0.7176209,0.044739,0.6398202,0.7813383,0.0898516,0.0239571,0.5621089,0.6973606,0.5779772,0.6300415,0.6429418,0.5720234,0.5846043,0.1931005,0.067592,0.0451446,0.4295484,0.1947513,0.2984814,0.3619542,0.2458591,0.342431,0.3516887,0.6395997,0.6212621,0.0030441,0.6863639,0.6717988,0.5501095,0.6800123
"717",0.6607892,0.4835473,0.2811439,0.5049232,0.7115181,0.7092814,0.5489411,0.6456749,0.6961618,0.4716602,0.5930501,0.0646792,0.0045509,0.6723587,0.5343934,0.0012283,0.5394784,0.6506997,0.0525305,0,0.7223023,0.0748607,0.2145327,0.1124639,0.0480209,0.0506526,0.3954766,0.2382412,0.4983859,0.6437138,0.3784487,0.5605834,0.6597894,0.0889717,0.1334669,0.051033,0.385124,0.006704,0.5359589,0.1828289,0.3690118,0.1979199,0.1348805,0.7468338,0.8015011,0.0027003,0.5497844,0.5924056,0.6023877,0.6660962
"719",0.5951789,0.6791481,0.2123983,0.6271043,0.748824,0.5831178,0.5988627,0.7110882,0.6967544,0.4716186,0.6921713,0.0640134,0.0002252,0.7356834,0.5761713,0.0446724,0.4807654,0.6125052,0.0115643,0.0004053,0.6328215,0.0365724,0.2861063,0.0711319,0.0387825,0.0861289,0.3124424,0.2576664,0.5696702,0.6695588,0.320239,0.4698664,0.5673864,0.1884121,0.0686152,0.0560466,0.4580204,0.0329161,0.6424477,0.2518398,0.6371004,0.2055245,0.0503433,0.623954,0.7042484,0.1609116,0.1941988,0.5946088,0.4597555,0.7386898
"721",0.6397211,0.5582082,0.1787238,0.6244249,0.5817057,0.6408673,0.4430745,0.654533,0.6114785,0.5514199,0.6779982,0.0834454,5.49e-05,0.7708104,0.4750113,0.0284127,0.4264335,0.6510148,0.0224321,0.0007277,0.5691354,0.0340931,0.2362544,0.1113986,0.0565453,0.0793554,0.2406019,0.1768142,0.6615915,0.695012,0.3986171,0.4680048,0.6127912,0.4334701,0.0305169,0.0563682,0.3712634,0.0271219,0.5984832,0.2743511,0.5793643,0.2181721,0.0602278,0.5866412,0.5516269,0.0854238,0.2236712,0.6404099,0.4741212,0.5698468
"723",0.6271739,0.4982657,0.3603228,0.5544687,0.7246676,0.5845748,0.3868006,0.7054614,0.5385991,0.4981757,0.6309231,0.0931442,1.28e-05,0.5786572,0.5878746,0.0140799,0.4656372,0.6349707,0.0432408,0.001889,0.5511239,0.0444592,0.2499789,0.1053467,0.029031,0.065501,0.245369,0.2036594,0.7324848,0.5332714,0.3160925,0.4625673,0.5699518,0.157952,0.0261742,0.0574414,0.4322407,0.0389041,0.6205657,0.1924663,0.5753498,0.2495755,0.041828,0.6173435,0.6334183,0.0468651,0.1468703,0.6269534,0.424649,0.5838738
"725",0.7283304,0.6813665,0.2309214,0.5689167,0.6115533,0.5317768,0.507623,0.6841916,0.5542988,0.57493,0.6480187,0.0666866,0.0010216,0.5649227,0.5676489,0.0364343,0.3893522,0.6156479,0.0363263,0.0003196,0.5623415,0.0380595,0.2791169,0.0314768,0.0333401,0.0487187,0.2603525,0.1977864,0.6423345,0.6940973,0.3114527,0.3553181,0.6004477,0.057819,0.0281911,0.0748765,0.3580775,0.0125888,0.627796,0.209152,0.6933169,0.2029375,0.0446297,0.6624529,0.6596717,0.0858583,0.1403354,0.6778168,0.3909983,0.5981106
"727",0.7646332,0.5770688,0.5946622,0.611313,0.7010926,0.6767559,0.5547923,0.7467436,0.6308487,0.5402858,0.7078762,0.0618925,0.121385,0.6239725,0.4491498,0.0005007,0.546679,0.7816379,0.593977,0.0003682,0.5679418,0.0604016,0.6957926,0.664864,0.0706147,0.0314498,0.4834957,0.6986965,0.4787836,0.5506203,0.6033662,0.5402444,0.4809005,0.1063125,0.1498047,0.0436252,0.3111098,0.1815727,0.2571111,0.3093013,0.2961875,0.2526632,0.3244053,0.6352675,0.6422723,0.0118808,0.5808134,0.5367479,0.4909145,0.6357889
"729",0.6167907,0.5856935,0.635232,0.6736549,0.6731368,0.6277102,0.4330782,0.5761443,0.6800856,0.5320251,0.7393035,0.083385,0.1295864,0.6564062,0.4821148,0.0021655,0.651,0.5763625,0.7048006,6.74e-05,0.6032427,0.0464976,0.6022374,0.6302718,0.0538566,0.0601993,0.625996,0.634835,0.4573135,0.7403485,0.5732272,0.5554201,0.5505946,0.238775,0.0662394,0.0497558,0.3451435,0.1712614,0.21633,0.2953895,0.247495,0.3227793,0.3267779,0.7135236,0.6092602,0.0066981,0.6030891,0.700312,0.6688224,0.5968016
"731",0.6029351,0.6500147,0.6373248,0.5974363,0.6668749,0.6501406,0.5847336,0.6892647,0.5986341,0.6480011,0.6868309,0.0802022,0.123914,0.5954067,0.4904962,0.0034636,0.6348269,0.6920081,0.6501921,3.87e-05,0.5488985,0.0532557,0.5884591,0.7046396,0.0433173,0.0642459,0.4844259,0.5862853,0.6016603,0.6446552,0.6345321,0.6023588,0.5971122,0.1112757,0.1059895,0.0577794,0.3279251,0.1204164,0.1183442,0.3496278,0.2979986,0.389762,0.3724005,0.5765033,0.6157224,0.0119316,0.6027727,0.6206795,0.6393602,0.740805
"733",0.6856134,0.6886504,0.7114997,0.6077305,0.6553465,0.6393173,0.5074017,0.5420622,0.7740109,0.5222355,0.6379432,0.0607581,0.0712964,0.6444714,0.431564,0.0034268,0.6270247,0.7610513,0.6250345,1.52e-05,0.6626757,0.0537014,0.6886854,0.6740705,0.1159691,0.0319858,0.5981638,0.645591,0.4299935,0.7572906,0.6505133,0.6846567,0.613244,0.2900409,0.0451063,0.0348071,0.3532512,0.251855,0.1795054,0.3488735,0.2922224,0.3726988,0.2971979,0.7089629,0.7000318,0.0020345,0.6173689,0.6215705,0.5700555,0.6810467
