"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"5293",0.1325375,0.5687488,0.6537723,0.0774742,0.379998,0.1524512,0.416701,0.5950189,0.684545,0.4825119,0.0002649,0.4411161,0.6229474,0.6208416,0.5415244,0.0486168,0.684628,0.043608,0.6874075,0.3635871,0.6192947,0.0233804,0.0297527,0.4334902,0.0426052,0.616095,0.7039727,0.0014657,0.4376133,0.6169702,0.6238583,0.0419307,0.2677123,0.2906294,0.1187858,0.7755875,0.01867,0.3658048,0.6194517,0.679391,0.0291589,0.6864645,0.6314639,0.0900607,0.5364945,0.6373292,0.0082147,0.6693411,0.4926568,0.5597364,0.4914598,0.3589699,0.5749349,0.7032191,0.5769074,0.5438791,0.6142927,0.1082206,0.3633379,0.5364086,0.0221282,0.3063143,0.4063513,0.0341978,0.6746185,0.4738096,0.6692975,0.0002318,0.5727078,0.1083651,0.0012348,0.5899199,0.6081729,0.0693397,0.5806489,0.2236634,0.4380933,0.3258309,0.0068126,0.0264228,0.0193354,0.1291437,0.5499706,0.6534811,0.5435254,0.2997039,0.5705783,0.1060105,0.0315982,0.0001569,0.5894893,0.455635,0.0252011,0.3064285,0.4197976,0.6107085,0.6411804,0.6608714,0.0308729,0.2666135
"5303",0.1565763,0.6563657,0.1659278,0.0803889,0.1213835,0.2970652,0.2080563,0.0057562,0.3443429,0.4953131,0.0001168,0.5331611,0.6183702,0.4439943,0.3210096,0.0566739,0.6148918,0.0001675,0.7466311,0.5239663,0.6429522,0.0005308,0.0238326,0.3677657,0.0038153,0.5766726,0.5619314,0.2534699,0.4404325,0.2210772,0.4390363,0.0200825,0.2347538,0.246773,0.1709965,0.1024888,0.0091233,0.3934694,0.6977939,0.342117,0.4860877,0.5963118,0.4672961,0.0980114,0.394829,0.368799,0.0005458,0.2386918,0.4849992,0.1338508,0.4112618,0.0341143,0.6765864,0.0820764,0.7501276,0.1573846,0.5712229,0.002481,0.4379986,0.5071354,0.0937665,0.2817485,0.6207583,4.64e-05,0.5284649,0.2810987,0.4893467,0.1694575,0.6603175,0.1927998,0.0530533,0.7729209,0.7018424,0.0650629,0.7252483,0.355722,0.4127942,0.2627271,0.0001255,0.0241381,0.3983125,0.4145978,0.2012242,0.1872638,0.6197101,0.2255621,0.6686202,0.1365449,0.0157921,0.0005191,0.4752047,0.6308756,0.0118667,0.4194357,0.390532,0.5849146,0.5485059,0.5442419,0.0302859,0.2849912
"6322",0.1463374,0.5655421,0.5532211,0.0783147,0.3834773,0.1129542,0.395814,0.5635014,0.665066,0.4078216,0.0005761,0.506274,0.589603,0.64381,0.7571231,0.0663395,0.6697798,0.0531872,0.6040803,0.3270339,0.6860452,0.0228758,0.0246801,0.4005684,0.0786085,0.6433253,0.4527371,0.0040985,0.4953949,0.6289886,0.649264,0.0350827,0.3747811,0.4429388,0.174581,0.7140883,0.0121564,0.481132,0.504575,0.6680741,0.0419667,0.5708251,0.528974,0.0949655,0.5891264,0.537594,0.0027323,0.596582,0.48621,0.5020068,0.5525135,0.3882406,0.5067223,0.6729333,0.5975412,0.4690938,0.554326,0.0916606,0.4398008,0.6115943,0.035957,0.3265474,0.3732341,0.0191988,0.5696913,0.4598999,0.561641,0.0001816,0.5973704,0.105331,0.0015755,0.5384016,0.654679,0.062627,0.7337411,0.2282561,0.3924149,0.2936644,0.001682,0.0136237,0.0226273,0.1156332,0.626364,0.6560835,0.5432764,0.2846877,0.5953127,0.1881126,0.0330078,0.0010301,0.5528393,0.3189088,0.0285018,0.3650679,0.3975428,0.5421114,0.4779453,0.5487652,0.0367038,0.3230308
"6332",0.1646982,0.7016044,0.6552096,0.1634767,0.1477073,0.050038,0.3291668,0.5360555,0.655571,0.165506,0.0009099,0.2789623,0.6352688,0.5401471,0.608479,0.0508865,0.5457981,0.0001982,0.515759,0.6692234,0.7070419,0.0054357,0.0320052,0.3373048,0.000215,0.5265335,0.6231669,0.0232778,0.0342728,0.4595301,0.5869496,0.0351842,0.0080076,0.4128978,0.4271031,0.5507374,0.0341278,0.4690046,0.6778026,0.2501796,0.1810738,0.6196979,0.5107658,0.1021641,0.594115,0.5727023,0.0001699,0.5235112,0.4785124,0.2958162,0.4737838,0.1004822,0.6277097,0.6566986,0.6167713,0.5549256,0.5042363,0.1178386,0.5401875,0.5934579,0.0091797,0.2619341,0.3897133,0.0127184,0.5254837,0.588957,0.6612083,0.0001663,0.7871903,0.1033213,0.0062946,0.5694804,0.8332759,0.0346768,0.6289092,0.2289066,0.4092845,0.5615297,0.005404,0.0208182,0.0101777,0.1416047,0.5142142,0.5717181,0.6960003,0.2564407,0.6722612,0.1499725,0.0477434,3.01e-05,0.6540738,0.3978211,0.0280222,0.0822397,0.4429267,0.5951885,0.5400945,0.5314698,0.0300398,0.4861389
"6910",0.1482052,0.5977344,0.7179776,0.0711337,0.3470468,0.1759171,0.497586,0.5300062,0.6979293,0.5016442,0.0015239,0.5428283,0.6482976,0.4988523,0.566727,0.0513838,0.7203443,0.0367258,0.6904958,0.4201365,0.6966662,0.0121541,0.0358987,0.4411612,0.0288768,0.7721156,0.5861882,0.0054265,0.5249913,0.5605199,0.7525231,0.0268674,0.2548165,0.3223784,0.1428385,0.7444178,0.0350813,0.4349453,0.5574924,0.6349732,0.0573222,0.6379837,0.5999898,0.0625996,0.6335121,0.5626007,0.0198823,0.5850122,0.552006,0.6006932,0.5472846,0.4174494,0.5374935,0.6605697,0.5156018,0.4823364,0.59016,0.1412479,0.3839162,0.5334209,0.0232075,0.2404892,0.3926931,0.0264075,0.6167727,0.5984359,0.5555053,0.0003354,0.6491536,0.1310038,0.0030774,0.5358527,0.5928414,0.0874751,0.7754765,0.277826,0.4936657,0.2778113,0.004191,0.0199477,0.0228653,0.1153713,0.7228119,0.6580097,0.6117641,0.2684013,0.6860494,0.1925489,0.0239725,0.0004424,0.551076,0.3291376,0.0289776,0.3081013,0.3126884,0.5542979,0.4981225,0.7367973,0.0213099,0.2673967
"6920",2.61e-05,0.6007699,0.5138088,0.000871,0.3195304,0.651462,0.5347344,0.0848258,0.4882025,0.6286521,1.2e-05,0.5013147,0.5428717,0.5623988,0.7406132,0.069599,0.5450797,0.0633455,0.6878149,0.4261297,0.5434932,0.0325009,0.0443197,0.4419641,0.0007768,0.6698616,0.6905694,0.007957,0.2668385,0.2304407,0.6249277,0.0165648,0.0606568,0.2563313,0.1988518,0.6358012,0.0160691,0.5159406,0.6771317,0.5473374,0.1100148,0.6419826,0.5464938,0.1267775,0.4021405,0.581964,0.2703382,0.5708698,0.437538,0.1143494,0.5808833,9.29e-05,0.6652565,0.5150979,0.6670875,0.5728694,0.5143129,0.2707298,0.3358755,0.7125396,0.1702676,0.286376,0.4459614,0.021995,0.5622983,0.3316238,0.5474662,0.0006545,0.4641402,0.0238633,6.39e-05,0.6241893,0.6962804,0.4819875,0.3283247,0.5621761,0.05142,0.5115976,0.0028869,0.6993727,0.0195384,0.0425844,0.6133098,0.5699324,0.7015915,0.0214344,0.6057852,0.0021661,0.0348953,0,0.5746561,0.2707655,0.010684,0.3478924,0.4169518,0.5889828,0.3817702,0.6697119,0.0001014,0.2429111
"17620",0.1690121,0.5695323,0.6507062,0.0742585,0.2907192,0.1337048,0.4488975,0.6094988,0.6597632,0.3816061,0.0013734,0.484335,0.637301,0.5023279,0.6339417,0.0543902,0.770773,0.0319566,0.6309757,0.3612184,0.6605919,0.0263322,0.0294514,0.3636348,0.0380804,0.7108464,0.520137,0.0135975,0.357787,0.5295921,0.6391715,0.0335682,0.2672462,0.2863375,0.1509056,0.674378,0.0117815,0.4383345,0.550948,0.6931492,0.034647,0.6598569,0.7566003,0.0469931,0.575537,0.4994711,0.0099926,0.6044573,0.4614955,0.6314933,0.5294016,0.4066006,0.6276569,0.620774,0.5956691,0.6722916,0.6139607,0.1192662,0.3946228,0.5189461,0.0442823,0.2573584,0.3500624,0.025633,0.6050672,0.6277946,0.5598808,0.000225,0.5948519,0.1067452,0.0019324,0.700342,0.5932722,0.0590741,0.6767783,0.2543698,0.5808379,0.3125472,0.0024791,0.0189288,0.0279667,0.0999762,0.5907117,0.5806598,0.6288553,0.2678557,0.7523956,0.1304481,0.0361701,0.0002647,0.5038508,0.3932061,0.0358883,0.2899327,0.350763,0.5881915,0.5545201,0.5856909,0.0262858,0.3037522
"17630",0.2309369,0.0290842,0.0214868,0.1612787,0.1098135,0.0205199,0.1752871,0.6177822,0.4355113,0.1974361,0.0002813,0.6463329,0.6492043,0.7198956,0.6043064,0.0002756,0.5343981,0.0510453,0.6094912,0.4789956,0.5585295,0.0006521,0.0334195,0.3298293,0.025673,0.367561,0.5984509,0.0684582,0.1838679,0.3060413,0.5714956,0.0308689,0.0364108,0.2002584,0.2702398,0.2269947,0.0960113,0.1531855,0.518257,0.6482123,0.533048,0.6478159,0.6275893,0.4333656,0.2946229,0.4567285,0.0042681,0.325427,0.6367998,0.173088,0.5520398,0.12305,0.4535905,0.6242901,0.15648,0.549503,0.4808254,0.476803,0.5205866,0.6575847,0.1802038,0.0967784,0.58152,8.6e-06,0.5400536,0.1819068,0.5227759,0.0001913,0.4911925,0.0006869,0.0009348,0.8138457,0.7053396,0.0632948,0.704581,0.5507673,0.4596931,0.3858619,0.0005089,0.3342499,0.0742141,0.0652126,0.0003634,0.3205221,0.4661933,0.4515871,0.5314932,0.0003719,0.006882,0.1427377,0.7282447,0.2755637,0.0348927,0.1728918,0.409193,0.2992348,0.5809575,0.5995216,0.0011591,0.2952807
"19993",0.1585304,0.5883938,0.5625719,0.0970847,0.3041475,0.1142437,0.4108501,0.5672097,0.5648783,0.4043702,0.0006041,0.5352814,0.6461874,0.5893951,0.5517481,0.0638751,0.5965053,0.0638842,0.7101776,0.4204202,0.6736954,0.0225328,0.0184274,0.3862913,0.0432852,0.7334876,0.486595,0.010583,0.5836908,0.6930328,0.6462369,0.0653918,0.2528297,0.3144428,0.1236031,0.6467256,0.0153189,0.4743189,0.5556159,0.6520198,0.0330574,0.6660367,0.6792539,0.0620217,0.5462114,0.5965728,0.0071508,0.5943438,0.4656235,0.5437038,0.5293928,0.4051337,0.4916348,0.6428636,0.6005962,0.5283665,0.7057107,0.1174044,0.4814625,0.6632383,0.0227993,0.2132159,0.3794733,0.0418819,0.5639229,0.5242551,0.514627,0.0001199,0.6274227,0.096776,0.001474,0.5933904,0.5755941,0.0389027,0.7511588,0.3046677,0.5066964,0.2482895,0.0034377,0.0197854,0.0222847,0.0942975,0.7084121,0.6322894,0.5785619,0.3276111,0.6854396,0.165371,0.0230539,0.0001874,0.5187511,0.4470744,0.0252652,0.3415291,0.3892679,0.5916238,0.5312773,0.6748928,0.0504515,0.2489881
"20003",0.1220657,0.7528607,0.6367931,0.021009,0.5356564,0.5322369,0.1593553,0.0680736,0.2291684,0.5539998,0.0004884,0.5156048,0.7366541,0.4058199,0.7565368,0.0914614,0.5067311,0.0009817,0.6197981,0.4697326,0.5673903,0.0180096,0.0464039,0.4003377,0.0007818,0.392009,0.5807508,0.1677556,0.2282939,0.600452,0.4324121,0,0.0072956,0.0266124,0.2250172,0.1046154,0.0003101,0.288192,0.6511644,0.522903,0.4368536,0.6321561,0.6230933,0.2483577,0.4449119,0.3652975,0.0002206,0.5900365,0.5804297,0.5786948,0.4800668,0.1306975,0.6615965,0.4435323,0.5442987,0.5337526,0.3080065,0.0974828,0.4381146,0.5766849,0.2044937,0.2334562,0.4938858,8.02e-05,0.6134927,0.1291726,0.5090847,2.52e-05,0.2554209,0.0004206,0,0.612772,0.5972757,0.1605702,0.6937983,0.3516697,0.3572387,0.259307,0.0061919,0.0400383,0.0537615,0.2549718,0.0014383,0.6555277,0.6408208,0.5582114,0.5690983,0.2785041,0.0500652,0.0343327,0.3663728,0.6454141,0.0136958,0.4002961,0.3287368,0.1418567,0.6711159,0.7469745,5.6e-05,0.2354549
