"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"2878",0.1583603,0.5874781,0.6316887,0.0627093,0.3090553,0.1561669,0.4899961,0.5326932,0.6190786,0.4422269,0.0008361,0.6309139,0.6116994,0.5354931,0.6033417,0.0967056,0.6018355,0.0262383,0.5152795,0.3463489,0.6476747,0.0247352,0.0316027,0.3325113,0.051091,0.7407732,0.5716708,0,0.4431525,0.6474847,0.671472,0.041496,0.2536663,0.3389694,0.1340391,0.7058523,0.0174463,0.4631108,0.4796819,0.5774308,0.0365055,0.6729457,0.6878314,0.0856073,0.6505025,0.5694637,0.0269893,0.614184,0.4793451,0.6337763,0.4807926,0.4556055,0.5418703,0.6485989,0.6623579,0.652558,0.5432646,0.1032304,0.3877794,0.5486048,0.0153301,0.2439941,0.4268233,0.0441496,0.5885104,0.5254501,0.6020267,0.0001897,0.6338883,0.1109767,0.0012795,0.5780263,0.6485541,0.0646762,0.7012326,0.2236787,0.3957719,0.2957446,0.0017749,0.0142716,0.0272954,0.1558888,0.603678,0.5852655,0.5320505,0.2513558,0.5680795,0.136956,0.0140131,0.0004793,0.573812,0,0.0270986,0.270839,0.388336,0.5473367,0.5708606,0.5974864,0.0180743,0.2419755
"2880",0.1640035,0,0.6836078,0.0925171,0.4214642,0.0916148,0.2204484,0.1213868,0,0.4169258,0.0014622,0.4904368,0.6044256,0.5014154,0.6412097,0.0518326,0.637887,0.0332183,0.6309416,0.6253846,0.6754399,0.0383329,0.0319735,0.567939,0.0021463,0.7798416,0.5761801,0.1105574,0.4273152,0.6520375,0.6706451,0.0364245,0.1974939,0.2954365,0.2308994,0.5574682,0.007635,0.4730979,0.5612531,0.538706,0.0235351,0.5965132,0.6079045,0.1029223,0.3030617,0.6389222,0.0923362,0.4898292,0.4534377,0.700249,0.6563494,0.0533538,0.4640093,0,0.5712685,0.598511,0.623563,0.1471069,0.3919539,0.4807999,0.0341109,0.2165187,0,0.0347703,0.5742709,0.5752781,0.6239053,0.2585881,0.6680422,0.0720402,0.0012044,0.5784802,0.7059623,0.2684132,0.6186759,0.4117429,0.3838922,0.2986841,0.0031021,0.6473925,0.1972633,0.1735436,0.6535378,0.5219586,0.6483055,0.3482997,0.627477,0.0896948,0.0519819,0.0077264,0.6283257,0.2455387,0.0025892,0.242565,0.4006643,0.5753271,0.643515,0.6513137,0.0012013,0.2719644
"2882",0.186626,0,0.5976503,0,0.4239533,0.3175051,0.2340492,0,0,0.5270835,0.0003414,0.5615304,0.548227,0.6314272,0.514069,0.0689757,0.5476419,0.0224872,0.5972557,0.547928,0.6482143,0.0297111,0.0688315,0.5071782,0,0.5275887,0.5459102,0.139804,0.4093788,0.5672089,0.5867304,0.0399136,0.0238078,0.2390088,0.2273666,0.4739154,0.0334691,0.3841692,0.5897493,0.6036385,0.0294286,0.5794432,0.6261693,0.0475339,0,0.6145874,0.0468695,0,0.5537627,0.4999262,0.4695104,0.0089309,0.5562314,0,0.5676307,0.6421814,0.6177342,0.104737,0.3929944,0,0.0032146,0.2626821,0.278644,0.015005,0.5744989,0.5612352,0.6560041,0.330678,0.5802257,0.1208939,0,0.5057347,0.5600536,0.2412394,0.5836204,0.4173159,0.3871106,0.3066194,0.0026055,0.6563711,0.2958902,0.2624956,0.5414305,0.5793635,0.5459338,0.2210999,0.5579007,0.0980444,0.0189297,0.0043348,0.6496183,0.5107532,0.0130374,0.1942176,0.3673316,0.6032714,0.5112483,0.6825648,0.0042793,0.2361098
"2884",0.1459601,0.3478818,0.7344362,0.0045126,0.2999722,0.5828002,0.3210845,0,0.2950774,0.6073118,0.0032654,0.6268183,0.5059247,0.5641907,0.6080963,0.0751989,0.6376483,0.026385,0.7037334,0.4532113,0.6740263,0.0303275,0,0.6140435,0,0.7288751,0.5983496,0.1190688,0.3112923,0.5328627,0.6088313,0.0575666,0.0026616,0.1109735,0.3442019,0.2736708,0.0154501,0.4379341,0.4931421,0.6673754,0,0.5896397,0.6411828,0.1378195,0,0.5477087,0.0977132,0,0.4887284,0.6077873,0.575928,0.008613,0.6203433,0,0.5849563,0.5846159,0.6436372,0.0574171,0.4216575,0.4830272,0.0008975,0.3054766,0,0.050571,0.5360865,0.5273713,0.5254646,0.3680554,0.5788309,0.0620534,0.0044075,0.4526219,0,0.2200609,0.6071126,0.4821645,0.4781179,0.3374452,0.0111068,0.5879026,0.2492329,0.3027781,0.4475314,0.5068278,0.6789154,0.2180311,0.5800349,0.0323517,0.0355089,0.0031432,0.6301456,0.4842742,0.0205533,0.2067923,0.2994687,0,0,0.6252044,0,0.2942489
"2886",0.1678149,0,0,0,0.3113259,0.6600304,0.2397794,0.0295864,0,0.6400891,0.001516,0.584065,0,0.595096,0.5265015,0.1024645,0.6351515,0.0193239,0.4751064,0.5077103,0.6176644,0.0333646,0,0.5773619,0,0.6459798,0.5257293,0.1339983,0,0.6177762,0.6758621,0.0193208,0,0.0828626,0.2679264,0.2270576,0.0181113,0.5344144,0.5614484,0.6702911,0.0429681,0,0.6086085,0.1432606,0.3800853,0.5833257,0.0471444,0.3841147,0.479681,0.4801737,0.6118849,0,0.5616088,0.2850662,0.6653954,0.7055866,0.5515441,0.0650352,0,0.5404865,0.008233,0.2062192,0,0.0185972,0.5234046,0.5399977,0.5426869,0.2552195,0.6108444,0.053302,0.0020716,0.5200877,0.6491284,0.2122779,0.6461099,0.4022794,0.4593622,0.3281862,0.002189,0.6052294,0.2065333,0.3109248,0,0.6053208,0.6048961,0.2644724,0.4919311,0.0044587,0.0397446,0.0141311,0.5981902,0.4982986,0.0140086,0,0.4268824,0.6226613,0.6220379,0.5776441,0,0.3216495
"2888",0.1467279,0,0.6727073,0.0017613,0,0.6502555,0.2498063,0.0321195,0.2965095,0.6176934,0.0024958,0.481064,0.7426423,0.756049,0.6374813,0.1187398,0.6171547,0.0575644,0.631361,0.5019907,0.5923224,0.0397119,0.0591721,0.5683615,0.0005638,0.5967114,0.5054695,0.0745875,0.2269836,0.5973408,0.6410629,0.0237363,0.0049501,0.0896022,0.2931314,0.211749,0.0306759,0,0.5844758,0.6516813,0.02041,0,0.6681207,0.0889054,0,0.6445664,0.0874704,0,0.5033614,0.5493797,0,0.0100537,0.477049,0,0.7449599,0.5961058,0.690748,0.026658,0.3644358,0.5166784,0.0074372,0.2900155,0.2789873,0.0198801,0.4886398,0.5649987,0.522931,0.3196288,0.5736023,0.05303,0.0003371,0.6053233,0.6326127,0.2518866,0.6359836,0.4938932,0.5084595,0.3118303,0.0038093,0.5257361,0.2376847,0.3615952,0.3989942,0.6457593,0,0.2093716,0.5234312,0,0.0184976,0.0162943,0.6022068,0.4635769,0.028719,0.2913455,0,0.6140494,0.6709006,0.5671673,0.0002822,0.331597
"2890",0.0184052,0.6135655,0.6437946,0,0.3050028,0.5309612,0.534112,0.2836667,0.665223,0.6737236,0,0.4980934,0.5534713,0.5618544,0.6530156,0.0676208,0.690045,0.0412973,0,0.4042251,0.8075373,0.0276225,0.0299515,0.3493726,0.0433351,0.6586244,0.5046717,0.2242225,0,0.6139132,0.6533428,0.0627948,0,0.1806022,0,0.3556459,0.0186144,0.4514149,0.5781279,0.6398484,0.0342257,0.5878433,0.6700655,0.0735203,0.5703328,0.5989234,0.006509,0.2287064,0.4408579,0.4690886,0.4668444,0.0856909,0.7116209,0.7064586,0.5612371,0.5408277,0.4692051,0.0174217,0.4954084,0,0.0037836,0.33548,0.3710567,0,0.5719008,0.4682072,0.4643243,0.0063903,0.5437658,0.0760195,0,0.7338513,0.6238927,0.0792958,0.572186,0.4326886,0.4312809,0.2953329,0.0014985,0.4990575,0.0518454,0.4211854,0.296053,0.5532665,0.6131554,0.1784855,0.6486296,0.1040329,0.0576554,0.0137822,0.7231706,0.6887425,0,0.2999314,0.3996549,0.5461192,0.6859077,0.7331161,0.032318,0.3625159
"2892",0,0.5407043,0,0.0464362,0.29696,0.3705126,0.5732684,0.4052268,0.6012543,0.5063046,0.0011562,0.5623253,0.5129037,0.4069133,0.5043828,0.0537454,0.6084871,0.0409845,0.7495356,0,0.5909102,0.073116,0.0331094,0.379439,0.035155,0.5769094,0.5591002,0.1052648,0.3179735,0.6785655,0.5822349,0.0358094,0,0.0729332,0.2367254,0,0.0071712,0.5644503,0.5771581,0.5643033,0.0737239,0.6718718,0.6208483,0,0.5516327,0.5151491,0.0002225,0.4652694,0.5711397,0.538788,0.6577181,0.2634729,0,0.6849616,0.6371024,0.392895,0.4102802,0.0275747,0.3882105,0.526082,0.016317,0.3092352,0.4565165,0.0238774,0.5905352,0.5763404,0.5065043,0.0027074,0.6476199,0.0303536,0.0036835,0.6615091,0.7202323,0.0700062,0.6010496,0.2491257,0.349419,0.324285,0,0.2290089,0.0200066,0.4471124,0.4437098,0.6065647,0.6362484,0.2541584,0.5928338,0.0918244,0.0273662,0.0190092,0.6541401,0.615486,0.0184914,0.2415592,0.3776715,0.5900663,0.7073258,0,0.0430377,0.3162457
"2894",0.0871263,0.5698567,0.5620026,0.0684698,0.3144778,0.531835,0.5819644,0.5887904,0.5548075,0.5756646,0,0.4168726,0.5802234,0.4842386,0.5790525,0,0.5276579,0.0370432,0.7585878,0.4172889,0.5510057,0.0290416,0.0415317,0.3127021,0.0339175,0.6438174,0.4929707,0.0259725,0.3363616,0.6232887,0,0.0214297,0.0200031,0.1811406,0.3053204,0.4969375,0.0120083,0.4251634,0.5518598,0.7317736,0.1284736,0.6547741,0.5681079,0.0760538,0.5123363,0.587837,0.0028451,0.6360743,0.662582,0.6203817,0.4883114,0.344386,0.6765048,0.5329104,0.6035337,0.6045512,0.5445627,0.0431334,0.4566509,0.5396912,0.0157075,0.2900557,0.3762864,0.0304496,0.5767149,0,0.5869312,0,0.5894586,0.0933087,0,0.5911167,0.7039348,0.0677123,0.603325,0,0.300169,0,0.0008086,0.0556487,0,0.3677238,0.6176857,0.5132392,0,0.2907225,0.5667325,0.2299738,0.043417,0.0052777,0.55686,0.6420816,0.0260744,0.3129742,0.419161,0.5187765,0.6379211,0.6735261,0.0298102,0
"2896",0.1846782,0.5725841,0.610623,0.1075089,0.3728877,0.203643,0.4336079,0.6367234,0.6188794,0.4918061,0,0.5818184,0.6176619,0,0.5926825,0,0.6792084,0.0132108,0.6199834,0,0.6437438,0.0266886,0.0240512,0.2939842,0,0.588466,0.542,0.0153468,0.3987119,0.5789845,0.6143089,0.0315859,0.1869245,0.3435997,0.1830743,0.6462564,0.0235436,0.3707407,0.5899786,0.6398571,0.0874937,0.6639511,0.5881246,0.067449,0.5665329,0.5841634,0.0128875,0.4826398,0,0.5578413,0.6130147,0.4349753,0.5588262,0.5962814,0.6438469,0.5071741,0.4943879,0.044055,0.3494183,0.5250225,0,0.260538,0.4670952,0,0.5364813,0.5665892,0.6622342,0.0005399,0.6895217,0.1021233,0.0019698,0.5788875,0.6393199,0.1095684,0.6391356,0.2587904,0.3865231,0.298092,0.0021468,0.0211698,0.020977,0.3271795,0.5529375,0.4903396,0.5833857,0.3207294,0.6603837,0.1807408,0.0339357,0,0.6929982,0.5854104,0.0083844,0.3151421,0.386446,0.6301424,0,0.560797,0.018024,0
"3886",0.1712763,0.6611028,0.580874,0.0824267,0.3528154,0.1039429,0.5412632,0.4755878,0.5618158,0.4346674,0.0009186,0.4839613,0.6499826,0.5319449,0.5458865,0.0401284,0.7345725,0.0400263,0,0.3854578,0.7226777,0.0425207,0,0.330036,0.0564188,0.6592389,0.6149178,0,0.4708814,0.6261252,0.5433194,0.0293493,0.3224756,0.2574141,0.2048355,0.6150889,0.0109348,0.4601081,0.5583162,0.5803151,0.0380807,0.6568012,0.6751455,0,0.6485249,0.5537777,0.0031073,0.6258118,0.5180506,0.5239056,0.602246,0.3559026,0.5733967,0.6474052,0.679822,0.5384831,0.5906836,0.1114625,0.4313301,0,0.0332987,0.2492472,0.4468333,0.0252097,0.6154301,0.6065971,0.549941,0.00026,0.5945027,0.1067227,0.0069483,0.5670591,0.5751218,0.0598226,0.6749835,0.2346736,0.5384258,0.3347627,0.0010806,0.0064742,0.0130892,0.1413895,0.7868096,0.5453793,0.5851232,0.2679003,0.7341401,0.1237954,0.0207923,0.0005754,0,0,0.056383,0,0.3046289,0.5894628,0.5901763,0.5915655,0.0530052,0.2590293
"3888",0.2410636,0.2589781,0.4948673,0.1994187,0.3892956,0.0476965,0.3721445,0.5513155,0.6355932,0.0429544,0.0001739,0.3833737,0.6159985,0.5275517,0.5532652,0.0492608,0.5786037,0.0022668,0.7438445,0.435522,0,0.0140051,0.0669401,0.334738,0.0408152,0.5448407,0.5343312,0.0105007,0.5242164,0,0.574901,0,0.3367884,0.2997463,0.3970383,0.5599627,0.2748277,0.4689988,0.6191288,0.0984562,0.2048906,0.6627759,0.5838753,0.4095682,0.6147298,0.6039295,0.0003903,0.5695763,0.4528685,0.4375716,0.5466014,0.4075578,0,0.6450119,0.6701394,0.5666696,0.5330804,0.3305456,0.4316374,0.6410182,0.0136694,0.0529917,0.4582929,0.0353143,0.5125352,0.6690177,0.6614123,0,0,0.1570729,0.061702,0.2206344,0.6422416,0.0865642,0.6665563,0.2213524,0.4646531,0.3489364,0.0039619,0.1632505,0.0093199,0.030432,0.5955577,0.646496,0.6867872,0.2279775,0.5596964,0.0011788,0.0327234,0,0.5829969,0,0.0181668,0.2674936,0.4223181,0.3368613,0.6038487,0.7343589,0.0370939,0.2892065
"3890",0.3233261,0,0.6404663,0.1539143,0.4125272,0.0060711,0.2119654,0.6005826,0.6132263,0.0063093,8.08e-05,0.1526864,0.5169365,0.7070324,0.6568848,0.0685229,0.5748127,0.0002765,0,0.3875604,0.7134906,0.0302443,0.0881996,0.3718092,0.0509626,0.5582431,0.5307133,0.0928409,0.5021617,0.3321222,0.6866412,0.0456414,0.1376914,0.3609808,0.3801518,0.5506686,0.3366539,0.5037892,0.7001821,0.0251455,0.2607752,0.6334988,0.5062401,0.4073115,0.463739,0.5386429,0.0006141,0.4532231,0.4863515,0.4572073,0.5214771,0.3535476,0.6524541,0.6461569,0.576768,0.6406188,0,0.421202,0.2500757,0.6044631,0.0139728,0.0039385,0,0.0448438,0.4980587,0.7218071,0.7099984,3.6e-06,0,0.1112909,0.2470532,0,0.6152929,0.0365938,0.657776,0.3284534,0.4600606,0.3812685,0.0005763,0.0475413,0.0174161,0.0047771,0.5565072,0.6061483,0.6533611,0.3012344,0.5656216,0.0021281,0.0264561,0.0064688,0.6921742,0.0359091,0.009895,0.3193124,0.4845124,0,0,0.6714077,0.0490479,0.3763245
"3892",0.3803856,0.2841426,0.590006,0.1400074,0.3730902,0,0.2143323,0.6195823,0.6271606,0,0.0001087,0,0.4593225,0.5084246,0.5738278,0.0720759,0.6262243,0.0014656,0,0.4528315,0.6314356,0.0097462,0.0522968,0.3909396,0.0627729,0.6053282,0.6492266,0.183742,0.5121483,0,0.6532336,0.335781,0.0189372,0.1153549,0.3952347,0.2556779,0.3091953,0.4888743,0.5224495,0,0.028295,0.6260731,0.7207375,0.3009903,0.3453392,0,0.0026864,0.4851449,0.5416962,0.5006832,0.5877322,0.321766,0.6810174,0.571533,0.6392002,0.5406552,0,0.1399695,0.1013774,0.7209986,0.0083479,0.0061967,0.3657419,0.0636937,0.5242314,0.7363611,0.6130851,0,0.5967112,0.0845646,0.2761542,0,0.5996496,0.1780771,0.6257494,0.4073178,0.323617,0.435398,0.0051515,0.1233597,0.028049,0,0.7126058,0.5685695,0.6131388,0.2600571,0,0,0.0648179,0.0114147,0.5656817,0,0.0163242,0.2245548,0.5694948,0,0.3101189,0.6229631,0.0280498,0.3439636
"3894",0.3776302,0.2991735,0.6774252,0.1188403,0.3193644,0,0.2353847,0.5812107,0.6031027,0,0.0035634,0,0,0.5418635,0.6550194,0.0765982,0,0,0.5724864,0.3935888,0.6422888,0.040291,0.0690091,0.6190706,0.0387023,0.6183603,0.5272402,0.2452631,0.3385262,0,0.6704716,0.4066033,0.0133886,0.037763,0.6735989,0,0.2600316,0.3997517,0.6431784,0.0545035,0,0.8290097,0.5735797,0.1965097,0.3765719,0.7103491,0,0.5366292,0.5041501,0.4345112,0.5306345,0,0.6663335,0.6104075,0.6413714,0.583378,0.3675906,0.037848,0.0563266,0.6324404,0.0057629,0.000629,0.4290307,0.0377328,0.576988,0.718758,0.7017585,0,0,0.1465518,0.3952184,0.1999422,0.6774436,0.326895,0.5823563,0.4642859,0.3459196,0.4444224,0.0032371,0.0406691,0.0293074,0.0048372,0.5030469,0.5528856,0.650339,0,0,0,0.0486244,0.0259278,0.5999433,0,0.0084725,0.2740202,0.7189014,0.2972599,0.3294415,0.6277613,0.08608,0
"3896",0.3898,0,0.5739183,0.1440269,0,0,0.1797883,0.4217853,0.6793257,0,0.0033856,0,0,0.4986378,0.5757845,0.0843505,0.6705614,0.0005936,0.6516961,0.3762424,0.5906762,0.0500635,0.0290498,0.4766193,0.0256104,0.6025442,0.4693779,0.3795479,0.3839136,0.372338,0,0.2421704,0,0.0142019,0.6414172,0.0010778,0.3244579,0,0.6638405,0,0.0089225,0.799715,0.5764043,0.1692866,0,0.5670346,0.0005013,0.5074397,0.6150827,0.4028323,0.5005787,0,0.635702,0.6470746,0.6696368,0.6459813,0,0,0.0537245,0.5955971,0.0069036,0,0.4621474,0.032593,0.5558495,0.512098,0.6641908,0,0.5528786,0.226436,0.358484,0.1390746,0,0.3425878,0.5457743,0.4191678,0.3653731,0.3955648,0.0027626,0.01429,0.0231416,0.0031491,0.3727051,0.7069782,0.7254029,0,0.5615557,7.5e-06,0.0823734,0.0271348,0.5685893,0,0.0114109,0.2628848,0.5973282,0.3735156,0.3135334,0.6279875,0.1655831,0.2811421
"3898",0.1659739,0.6462482,0.7469996,0.134572,0.3613983,0.0517155,0.3153375,0.48766,0.5991842,0.388858,0.0010179,0,0,0.5333711,0.6624794,0.0767641,0.6005646,0.028873,0.5750829,0.3885933,0.6388038,0.0272295,0.0484634,0.4460251,0.0390863,0.5495132,0.4975442,0.2380103,0.3286628,0.7165811,0.5813299,0.0463393,0,0.0086603,0.6065349,0,0.0243184,0.4493897,0.5240504,0.511398,0.0242304,0.6293682,0.5548179,0.1620248,0,0.5559119,0.0001997,0.5804318,0.4698118,0.5257088,0.5328719,0,0.6537212,0.6163225,0.6081098,0.5167045,0.5133936,0,0.0820259,0.5296014,0.0070847,0.0274299,0.3713149,0.0433856,0.5777813,0.6331888,0,0.000178,0.6048592,0.2652172,0.0808979,0.5823004,0.5553771,0.3743509,0.6649846,0.2415548,0.5510942,0.4989309,0.0043001,0.0076692,0.0334025,0.2359092,0.1124663,0.6209981,0.6838123,0.0821649,0.6716081,0.0006676,0.0454001,0.0236702,0.5879299,0.4470342,0.0285082,0.2136036,0.407795,0.5378641,0.5408935,0.6126893,0.2222943,0.3466207
