"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"463",0.0336753,0.0386773,0.0797962,0.0651584,0.6315879,0.0086535,0.553106,0.6141196,0.0173811,0.6933154,0.0627474,0.5895309,0.6271521,0.5398357,0.0033193,0.6597573,0.6204395,0.6020148,0.0502266,0.6534233,0.5068335,0.071245,0.6554862,0.6596985,0.0367576,0.0397269,0.4331918,0.6066629,0.0309593,0.0546169,0.7202694,0.5758483,0.0470253,0.807277,0.5453504,0.1086386,0.0150126,0.572632,0.6640693,0.5944034,0.6073156,0.6726188,0.5433035,0.4624652,0.6442787,0.6546789,0.6270601,0.6464464,0.5848198,0.5881698,0.075924,0.0323704,0.6533547,0.7652478,0.26312,0.0871011,0.3011922,0.3155398,0.157073,0.0477457,0.1488952,0.3319907,0.5901695,0.4793544,0.2335016,0.094816,0.1054188,0.3845208,0.6648315,0.3591405,0.0173848,0.0352525,0.0259079,0.5736941,0.7009396,0.5990754,0.094831,0.0381856,0.6225432,0.7849258,0.005424,0.1010578,0.5505915,0.044945,0.6188383,0.6246509,0.4917761,0.6464632,0.5602008,0.0089724,0.0798149,0.4944265,0.5321663,0.2934429,0.5447284,0.6328603,0.0312947,0.6189001,0.6183219,0.1553167
"473",0.0123089,0.0016087,0.0123821,0.0009081,0.6352737,0.0088397,0.7008378,0.609017,0.011162,0.5256394,0.0310707,0.5583873,0.5874168,0.6221385,0.0789775,0.618349,0.6405627,0.6799515,1.59e-05,0.6902853,0.5423923,0.0071281,0.2741408,0.6063491,0.005154,0.0121864,0.4097909,0.5470347,0.0533386,0.0515241,0.569162,0.5354923,0.035555,0.5892336,0.6490366,0.0598459,0.1238763,0.3369119,0.0295386,0.5264949,0.6517942,0.5267391,0.646763,0.4044946,0.7027682,0.5597132,0.322927,0.5314609,0.5099997,0.5332253,0.0311333,0.0082955,0.7280858,0.6586305,0.6164503,0,0.4693305,0.0151382,0.2960653,0.0484967,0.2222941,0.5962209,0.1674735,0.5305344,0.3009852,0.2187286,0.1297634,0.3903904,0.5671423,0.6651946,0.0245765,0.0069111,0.0016338,0.6101331,0.6475171,0.5892708,0.0928776,0.0159216,0.3581803,0.6689683,0.0244821,0.1207568,0.469674,0.0705388,0.6207691,0.6192292,0.5894003,0.578632,0.4213987,0.0017661,0.0533135,0.4819725,0.6253087,4.14e-05,0.5798838,0.6465122,0.0171442,0.6399111,0.6267739,0.0001813
"778",0.0181483,0.0182993,0.1319735,0.0738675,0.5885636,0.024266,0.5048299,0.6564548,0.0156926,0.6972823,0.0579532,0.5757693,0.6529529,0.6047231,0.001388,0.5359328,0.6659118,0.6167204,0.0108296,0.5555419,0.5310466,0.0659509,0.6280707,0.6385052,0.0434746,0.0072645,0.4754907,0.6957249,0.0258943,0.0649586,0.5906681,0.5901472,0.0717323,0.7406231,0.6185443,0.0633532,0.0136036,0.62624,0.7240816,0.6405033,0.6536767,0.6688419,0.580415,0.3974992,0.6179029,0.7148605,0.6057393,0.5422244,0.5172831,0.5831812,0.0778967,0.0426678,0.6490186,0.5749269,0.2381284,0.0908531,0.4082838,0.3537832,0.1635131,0.0496183,0.1429846,0.3670948,0.4972822,0.5047558,0.1668392,0.096241,0.0992882,0.4351519,0.6166462,0.4223272,0.0151197,0.0394013,0.0162399,0.6476016,0.6060276,0.6740346,0.1077904,0.0552268,0.6078403,0.6842568,0.0060429,0.1008512,0.5932734,0.0273559,0.647587,0.6666493,0.6398119,0.6704316,0.5202368,0.004241,0.1209177,0.7304974,0.7006623,0.244477,0.5598972,0.6404145,0.0362567,0.6100591,0.6441002,0.154828
"788",0.0073017,0.0040282,0.0171522,0.0128441,0.7347619,0.0011781,0.618241,0.6272026,0.0255305,0.6700242,0.0329196,0.5831196,0.6393792,0.5520781,0.0008116,0.6287509,0.5465738,0.6343506,2.07e-05,0.5547039,0.6019285,0.0406112,0.6358619,0.6120178,0.0123752,0.0074979,0.5328298,0.0766717,0.0365797,0.142743,0.6891681,0.3907314,0.0649551,0.5425108,0.6241775,0.0556045,0.0218316,0.728132,0.6295059,0.5410392,0.5029071,0.6660894,0.6255309,0.1430046,0.5824199,0.6808839,0.3955985,0.6016223,0.3328174,0.575237,0.0881803,0.0280014,0.5929923,0.5649268,0.592311,0.0772513,0.5579545,0.0868148,0.2479441,0.0250789,0.1602903,0.3524122,0.4585282,0.2945293,0.2434764,0.031782,0.003061,0.3086345,0.6453195,0.4398952,0.0087483,0.0117061,0.0205252,0.6714244,0.6379349,0.5925326,0.0802384,0.0585755,0.0754973,0.52873,0.0011992,0.2979257,0.1346808,0.3015799,0.5888003,0.6461765,0.5220916,0.3324537,0.0223358,0.2499672,0.0604772,0.0669106,0.6290231,0.1638546,0.5204844,0.5965028,0.0339866,0.6253215,0.1624027,1.68e-05
"1849",0.0331013,0.0103985,0.1252401,0.0792349,0.6468884,0.0207595,0.5003203,0.7018094,0.0193511,0.678499,0.076602,0.6290965,0.6563141,0.6301071,0.0034482,0.6204212,0.7292793,0.7439398,0.0140441,0.6640766,0.4782576,0.0409421,0.6033039,0.6375267,0.0285106,0.018813,0.3881444,0.6176146,0.0257509,0.0490231,0.7852148,0.6003566,0.0515198,0.6611856,0.5249345,0.0613231,0.0148965,0.6037373,0.6660169,0.6325918,0.5238428,0.7343772,0.5244188,0.4100476,0.6056767,0.6465416,0.6384172,0.6612792,0.536987,0.5910246,0.0668846,0.0265081,0.6790822,0.64143,0.2646538,0.1228778,0.3844602,0.2568042,0.1760117,0.0501542,0.1468168,0.3867465,0.5603853,0.5181799,0.263398,0.1487765,0.0587823,0.3611215,0.6425969,0.353235,0.0095927,0.0410276,0.0216931,0.5759837,0.7461053,0.5360002,0.1214913,0.0323487,0.6568973,0.6229604,0.0026439,0.0938365,0.5586074,0.0218798,0.5824492,0.6313451,0.5517497,0.5841625,0.5405282,0.0036008,0.0927628,0.58197,0.6265311,0.2877239,0.6032703,0.6356293,0.0495452,0.61641,0.616314,0.1086353
"1859",0.0772026,0.0171925,0.7100541,0.1015463,0.6606639,0.0037249,0.6084547,0.7348945,0.0002017,0.7530454,0.0526293,0.6233073,0.585271,0.5764582,0.3478006,0.3887034,0.5477747,0.5742726,0.0138008,0.7061548,0.563186,0.0693235,0.5551614,0.6778635,0.0008012,0.0148547,0.5206242,0.6851551,0.0118857,0.0860414,0.3304284,0.6974982,0.0106716,0.6100952,0.6147443,0.1140937,0.0438876,0.6042148,0.7326272,0.6900983,0.6286933,0.695947,0.5839898,0.341774,0.5420182,0.6028387,0.0473598,0.6177829,0.6710133,0.2622299,0.3563926,0.1996393,0.5711695,0.6626809,0.0298426,0.3398672,0.130041,0.6221177,0.5939908,0.1345493,0.0089837,0.265021,0.3993435,0.5265352,0.3652468,0.2738157,0.1220101,0.3067143,0.6541751,0.3828893,0.011446,0.0398066,0.0173974,0.6339001,0.5631197,0.5582791,0.0717333,0.0705906,0.682369,0.6536329,0.0221955,0.0231262,0.5216477,0.0157427,0.5657278,0.4004161,0.4885122,0.4086055,0.5863371,0.0263925,0.0028722,0.6433802,0.639403,0.002792,0.5903091,0.614797,0.0002775,0.6479641,0.5435259,0.058832
"3760",0.0397771,0.0104185,0.1560203,0.0573498,0.7016616,0.0165111,0.5101196,0.7189046,0.0173013,0.6426214,0.0430747,0.6745622,0.6704316,0.5340631,0.0063851,0.6609181,0.6570626,0.689645,0.0315207,0.5414108,0.4836671,0.0388155,0.6656749,0.5650218,0.0235145,0.0071276,0.4517754,0.5949281,0.026405,0.0631384,0.6446815,0.6278797,0.0363563,0.5960963,0.6416891,0.0954914,0.0184716,0.5626064,0.5951031,0.5899975,0.64775,0.7555388,0.6445526,0.4176721,0.5984882,0.6562738,0.6123667,0.6398921,0.6530096,0.5321318,0.0494306,0.030005,0.6229954,0.6533612,0.2474767,0.0879497,0.4200209,0.2569468,0.1214156,0.0555677,0.1110701,0.3550135,0.5765936,0.4938684,0.1827315,0.0909239,0.0943368,0.3634655,0.7818038,0.4451042,0.014233,0.0275381,0.0348379,0.6627165,0.7105341,0.6073218,0.0821849,0.0500985,0.7044838,0.7459924,0.0086026,0.0927605,0.545476,0.0261905,0.5253896,0.6172544,0.5277168,0.6197428,0.521742,0.0069318,0.0733347,0.5500001,0.5999896,0.253008,0.6183393,0.671153,0.0439378,0.5666198,0.6987848,0.1169106
"3770",0.0143078,1.34e-05,0.0188005,0.0034603,0.6879002,0.019437,0.5370107,0.6450276,0.0053311,0.7173925,0.0378319,0.5666188,0.6333833,0.7195865,0.0021792,0.5537779,0.4665799,0.6436706,0.0443034,0.7216671,0.5658581,0.0794131,0.4960338,0.5183524,0.0059568,2.3e-06,0.3719237,0.6106537,0.0079541,0.561537,0.1903567,0.5769894,0.039831,0.7149686,0.4452894,0.2359105,0.3306456,0.655833,0.1065099,0.5666303,0.1654635,0.6383434,0.5262624,0.460368,0.6264859,0.6369343,0.6114321,0.6770187,0.6423011,0.5914733,0.0601009,0.0012779,0.6662218,0.5820625,0.551328,0.0874452,0.3717726,0.0593943,0.0176067,0.0396764,0.2334339,0.3492931,0.5521622,0.4260283,0.1262911,0.0240574,0.1057076,0.3752612,0.6397651,0.488228,0.0224716,0.013761,0.0103082,0.7143266,0.4954997,0.6365012,0.5902894,0.0706859,0.7144646,0.4880931,0.0124256,0.046996,0.5734507,0.0391302,0.6196125,0.4827795,0.6025646,0.5300817,0.5482262,0.0005243,0.028588,0.5739731,0.7240606,0.0006777,0.551023,0.6273129,0.0528761,0.6392565,0.1439419,0.0990781
"4390",0.0370995,0.0101137,0.0939286,0.0456806,0.6740247,0.012994,0.5034004,0.6421749,0.0182917,0.5765383,0.0421746,0.5434948,0.6504037,0.6521237,0.005782,0.6320495,0.7452117,0.7087646,0.0203867,0.6187245,0.5290577,0.059091,0.6060374,0.569651,0.0402321,0.0159527,0.4357143,0.7263117,0.0227961,0.0826059,0.6450066,0.7495444,0.0338054,0.5482633,0.57189,0.0822499,0.0184534,0.6971634,0.712584,0.6106913,0.5250183,0.5984286,0.6425002,0.4692634,0.5408019,0.6639501,0.6672588,0.6383186,0.5436082,0.6342161,0.0616609,0.0323368,0.7077916,0.6224454,0.2636632,0.1334246,0.3102045,0.2947989,0.1455054,0.0357682,0.0784111,0.2873849,0.618957,0.5327605,0.1804315,0.0734624,0.1126275,0.3875648,0.5086515,0.447839,0.0109732,0.0262213,0.0237882,0.6914889,0.686177,0.7516251,0.1273464,0.0405344,0.6435046,0.6406139,0.006134,0.1064211,0.5622969,0.0415533,0.6782341,0.6421288,0.6360763,0.6439264,0.6085252,0.0016775,0.0898162,0.5943832,0.5758849,0.2410422,0.5251894,0.59823,0.0378238,0.6546352,0.7129023,0.1243774
"4400",0.0506108,0.0181311,0.3904562,0.1424113,0.6124238,0.0057583,0.5882562,0.5824468,0.0215109,0.6044864,0.0134823,0.5012274,0.6029373,0.5167009,0.2802904,0.654375,0.6548686,0.5338708,0.0137404,0.6439243,0.7027217,0.051893,0.4349625,0.6548481,0.0029697,0.0009962,0.406429,0.0659175,3.47e-05,0.0751671,0.52266,0.5872445,0.0388417,0.7066497,0.6473115,0.0725353,0.0146581,0.6332354,0.0845156,0.6048024,0.6449109,0.5525025,0.2295479,0.4240789,0.5668473,0.6220679,0.6357798,0.5835594,0.6562674,0.6377981,0.0531886,0.00163,0.5858812,0.5566996,0.1708063,0.0925392,0.4693623,0.3186455,0.0343649,0.0275924,0.1512272,0.5524891,0.0300559,0.5389209,0.5138135,0.0996626,0.0840761,0.0922929,0.6259164,0.6665647,0.0248769,0.0443662,0.0012364,0.7373731,0.7171604,0.6869093,0.0604657,0.0295465,0.6431213,0.7153421,0.0001664,0.0269377,0.5936158,0.0184893,0.5279892,0.6126083,0.5343462,0.3927152,0.4987089,0.0004051,0.0821416,0.4771407,0.4379822,0.1700313,0.6768034,0.612914,0.0749255,0.6007606,0.3012571,0.0991223
