"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"715",0.5775239,0.6612266,0.3484613,0.5497899,0.1330298,0.1539827,0.0067381,0.1907278,0.0176188,0.3540652,0.0060917,0.0794773,0.5073806,0.3707476,0.0810895,0.0173785,0.5137349,0.6256337,0.5832833,0.5193537,0.1114087,0.4693073,0.0520195,0.6038827,0.7490095,0.6469451,0.5499329,0.1213973,0.5373035,0.0402495,0.6805885,0.0081938,0.5545787,0.1752884,0.3262582,0.4282756,0.1109881,0.6368791,0.6013856,0.6166845,0.4934876,0.0357476,0.0829315,0.5677684,0.6143344,0.6753807,0.611537,0.0348459,0.0316275,0.0335348,0.6185435,0.6544418,0.6618454,0.0533792,0.6283997,0.6250478,0.1611578,0.1842768,0.568235,0.5982019,0.4119235,0.328453,0.0061002,0.1034423,0.3628389,0.5614408,0.1472438,0.0405169,0.4332781,0.5638358,0.7591934,0.0195962,0.5834128,0.0758288,0.0854011,0.3187663,0.0111868,0.6449319,0.6718132,0.7235435,0.0067025,0.2222527,0.3513753,0.0402345,0.7256681,0.4990838,0.5907217,0.4972482,0.7218795,0.0159485,0.0629102,0.0417567,0.4271973,0.1515732,0.4808452,0.4086407,0.6560698,0.0025052,2.23e-05,0.0088255
"725",0.5357955,0.6911319,0.4443099,0.5917146,0.2388277,0.1695636,0.0038722,0.6214001,0.000479,0.5845844,0.382174,0.1232418,0.7147655,0.165579,0.0622633,0.0331213,0.6215459,0.541744,0.5969489,0.5092723,0.1556193,0.5538282,0.0237885,0.3228304,0.4716543,0.554138,0.5322913,0.1033002,0.5421833,0.499935,0.5660426,0.0015163,0.6386762,0.506453,0.097466,0.546044,0.0356998,0.8347652,0.5067212,0.5880208,0.4566291,0.0439226,0.0768746,0.7009255,0.6402998,0.6810977,0.6080523,0.226031,0.0400353,0.5435611,0.5494743,0.5568306,0.5791689,0.1408754,0.6809583,0.5706801,0.1524195,0.1660806,0.2100904,0.6540064,0.3257314,0.3534293,0.0357013,0.0513668,0.5422505,0.5706822,0.1667776,0.0165203,0.5169809,0.6084844,0.6258538,0.373811,0.7115383,0.0670612,0.0113565,0.1226746,0.2662848,0.6875224,0.6156309,0.02746,0.431906,0.527269,0.4835055,0.4826554,0.5731679,0.7600527,0.063551,0.6268473,0.3595425,0.000677,0.2706596,0.1254117,0.4770049,0.0390899,0.0228353,0.2742001,0.5395779,0.350458,0.0933146,0.0080621
"1030",0.5332381,0.6531657,0.3244882,0.522575,0.1458073,0.1803971,0.0048519,0.1745353,0.0320633,0.2376305,0.0038019,0.0973203,0.6096477,0.4151231,0.0808682,0.0145694,0.4791133,0.6191504,0.5586667,0.600836,0.088806,0.4993234,0.040297,0.5506287,0.6418512,0.6723228,0.6236473,0.1249326,0.6744433,0.0437784,0.5414784,0.0104844,0.6440665,0.2044138,0.3539706,0.5484261,0.186176,0.6369749,0.6072662,0.5712844,0.5410706,0.0529645,0.0620189,0.6700115,0.6678891,0.6105519,0.4968425,0.0174755,0.0221119,0.0283167,0.5276861,0.6017357,0.5525657,0.1160501,0.6887101,0.7089695,0.2468701,0.1588833,0.6338168,0.5709541,0.3685359,0.3529955,0.006768,0.1445792,0.3110788,0.5816758,0.1309421,0.0114236,0.4636901,0.5533379,0.5970178,0.0132236,0.6656987,0.1030281,0.0470859,0.4847836,0.0157197,0.6033617,0.7018629,0.6058497,0.0075688,0.2580093,0.4046268,0.0271083,0.6936433,0.4869325,0.6554913,0.5129864,0.7409498,0.0184939,0.0561489,0.0497779,0.4738763,0.1324586,0.4214217,0.5369686,0.7014009,0.0008135,0.0003635,0.0038494
"1040",0.6709125,0.5541925,0.7084613,0.5376513,0.3303836,0.2951146,0.008824,0.4135619,0.0254867,0.5292624,0,0.0859206,0.646777,0.2288312,0.0785853,0.2430817,0.2303084,0.7391636,0.7049971,0.596997,0.0090573,0.6299396,0.0416693,0.5853068,0.1345209,0.5471299,0.0650024,0.1990598,0.6196344,0.1126391,0.1096196,0.1007622,0.5203064,0.2349837,0.3758677,0.4422894,0.0304779,0.1554373,0.6301975,0.670079,0.3869676,0.0184774,0.0898933,0.6114431,0.6117467,0.1705311,0.5537103,0.1085191,0.0065518,0.0290347,0.633447,0.6388898,0.5796511,0.2468458,0.6123865,0.6485165,0.1359051,0.2954408,0.0069268,0.5619703,0.5995885,0.3483393,0.0298149,0.1560699,0.3800976,0.5928397,0.1460551,0.0123487,0.4737544,0.7414366,0.7008607,0.3099588,0.6578591,0.0557484,0.0536738,0.3843083,0.039945,0.5373689,0.6492573,0.0472013,0.6017241,0.3682743,0.4469046,0.0808017,0.0952298,0.5385327,0.2624484,0.5842956,0.2573941,0.0044244,0.3037123,0.1209391,0.412211,0.0293319,0.2204886,0.4107782,0.326351,0.0370859,0.000511,3.24e-05
"1429",0.5270282,0.5537665,0.2984983,0.7397281,0.1872793,0.1702227,0.0129474,0.1877342,0.0386394,0.3645445,0.0029087,0.0666238,0.6598506,0.3877895,0.0839998,0.0320233,0.4592215,0.6613963,0.7341188,0.5188622,0.1177808,0.5283736,0.0492802,0.5153975,0.6225298,0.6249142,0.5664627,0.1588673,0.6035763,0.0598235,0.6005428,0.0079252,0.5626946,0.1750431,0.3593421,0.4355,0.1183608,0.7321896,0.6654298,0.6394297,0.542432,0.059335,0.0612183,0.6274514,0.543291,0.6818815,0.6551703,0.0266857,0.0206362,0.0286577,0.6145246,0.7291178,0.6130201,0.1127871,0.5925733,0.6025848,0.1640575,0.1720342,0.5238738,0.5930429,0.3217197,0.3577682,0.0321004,0.1388631,0.343338,0.5920096,0.0887081,0.0134794,0.4051137,0.586189,0.5830286,0.0113172,0.5918985,0.0736385,0.0611767,0.3180065,0.0189063,0.6553977,0.7355306,0.6518329,0.0031956,0.2534839,0.3452246,0.025162,0.5437594,0.4946848,0.6147668,0.5105682,0.6170898,0.0129464,0.0334058,0.015847,0.4663412,0.1175398,0.4227036,0.4426328,0.6570529,0.0011193,0.0001827,0.008062
"1439",0.5995998,0.4740677,0.4362106,0.6232161,0.3510211,0.267298,0.003361,0.282035,0.0003396,0.5548818,0.0003118,0.0687399,0.7981596,0.6845646,0.0662068,0.3250443,0.5534524,0.6213088,0.1434177,0.348585,0.1077543,0.5341652,0.1092252,0.3870078,0.6376477,0.531254,0.3696437,0.0163874,0.693669,0.0849541,0.5707424,0.0237194,0.5624302,0.1747821,0.1239302,0.4410491,0.2884977,0.7032109,0.6488546,0.6007076,0.4519146,0.0553588,0.0838194,0.6657779,0.6183987,0.6782882,0.5938876,0.0198483,0.0357679,0.0459079,0.742255,0.6541031,0.5323313,0.069528,0.6344417,0.5578895,0.001743,0.1257877,0.5167254,0.2165755,0.3575232,0.1627175,0.0138552,0.0155334,0.1067545,0.662142,0.1390034,0.0258866,0.5618194,0.3237761,0.5543008,0.005218,0.6820764,0.1128804,0.0507373,0.3555357,0.0094303,0.6088283,0.6589392,0.6627283,0.0225822,0.2477402,0.576068,0.1085769,0.5248813,0.6594047,0.615028,0.2427736,0.5904703,0.0252439,0.0602453,0.2065828,0.5778883,0.1126466,0.1130321,0.3034901,0.6012163,0.0034726,0.0243849,0.0154332
"2458",0.5718578,0.6386148,0.3888662,0.5895181,0.1649367,0.2037978,0.0090099,0.1611119,0.0176498,0.2938767,0.0025772,0.0938281,0.5267253,0.4377684,0.0625905,0.0210409,0.5348118,0.6336246,0.6896536,0.5717643,0.115816,0.5386715,0.0586463,0.5724265,0.7133261,0.7684319,0.5403582,0.121283,0.6067726,0.059001,0.6810827,0.0055933,0.5907293,0.2324962,0.3487925,0.4968139,0.098334,0.5751884,0.6033724,0.5184388,0.4389558,0.0585068,0.0615767,0.6541268,0.6897809,0.6673822,0.761572,0.0335856,0.0219898,0.051651,0.5412136,0.6412135,0.6828425,0.1014083,0.6599701,0.7353457,0.1746273,0.229736,0.5386463,0.5898792,0.361781,0.3635076,0.0194456,0.1438417,0.3514902,0.57376,0.1397792,0.022772,0.4882143,0.485582,0.7293033,0.0110346,0.6059318,0.120158,0.0539398,0.4211358,0.0131718,0.6327823,0.5997561,0.649226,0.0016248,0.2037874,0.392125,0.0408935,0.7267474,0.4484412,0.5390791,0.5028936,0.5761485,0.008388,0.048652,0.023845,0.4227698,0.1059612,0.4211415,0.5183192,0.6544023,0.0048942,0.0001587,0.0035219
"2468",0.59325,0.7696337,0.3461644,0.6318939,0.7002846,0.4559797,0.0146349,0.2337906,0.0146911,0.3901756,0.5036669,0.2002834,0.6521581,0.1504532,0.0565405,0.1695896,0.544392,0.6535171,0.56625,0.4092476,0.099773,0.6085593,0.0258922,0.4655339,0.4365689,0.5609497,0.4980298,0.1017249,0.6284954,0.0457724,0.5395216,0.0040416,0.4014643,0.2104482,0.2410837,0.4389,0.2460711,0.5923837,0.6105218,0.5206527,0.1589471,0.0002456,0.1009841,0.6282106,0.2224697,0.6450907,0.585699,0.1287216,0.1179866,0.1572037,0.2484182,0.5770719,0.5150218,0.2951069,0.6077866,0.6486917,0.3486266,0.1081412,0.3195611,0.6330635,0.0898555,0.3495157,0.0789639,0.0010142,0.0430667,0.5276275,0.0539793,0.0100783,0.4869159,0.6904017,0.4148375,0.0107199,0.5974376,0.0765221,0.0121869,0.0932053,0.0132992,0.7037885,0.575155,0.5572421,0.0092058,0.182713,0.4377747,0.0388633,0.6856636,0.4800078,0.5592361,0.2344463,0.6556483,0.0178548,0.0031424,0.0024199,0.3939478,0.00157,0.4085172,0.5781817,0.6695596,0.0016346,0.0016272,0.0122089
"3613",0.5866157,0.6281954,0.3350996,0.6358303,0.1285267,0.1590172,0.0127385,0.2064452,0.0440719,0.30822,0.0058374,0.1003473,0.5266121,0.353112,0.1007729,0.0270297,0.5437095,0.6485911,0.6712003,0.475563,0.1503073,0.463378,0.0405703,0.4324806,0.705326,0.5991628,0.6701963,0.1642062,0.5069876,0.0543731,0.5471102,0.0058719,0.6773697,0.2162787,0.3026722,0.5271021,0.1097621,0.5706723,0.5145665,0.5257778,0.437752,0.0737526,0.0588556,0.6009602,0.5548707,0.5861493,0.5920672,0.0415351,0.0274762,0.0358855,0.5910104,0.5569834,0.5785131,0.0808173,0.6298447,0.66274,0.211603,0.1836076,0.6082034,0.5045924,0.3958964,0.3915566,0.0173058,0.1867537,0.3799107,0.5601137,0.106239,0.0082257,0.4370353,0.4790004,0.7206246,0.020462,0.5233458,0.068881,0.0612784,0.3252716,0.0326527,0.601321,0.560363,0.6258581,0.0043544,0.1462281,0.4363512,0.0404219,0.663673,0.4623739,0.6476663,0.6539582,0.6135165,0.0196693,0.0402969,0.0282505,0.5486389,0.1252397,0.469721,0.4970247,0.6053642,0.000682,4.91e-05,0.021552
"3623",0.5631021,0.5387504,0.3075151,0.6156569,0.0103499,0.084773,0,0.2694207,0.0009299,0.6615054,0.0001287,0.0567036,0.6148562,0.5705686,0.0535064,0.0083118,0.6229657,0.6714051,0.0328856,0.6690596,0.0296854,0.5957775,0.0467114,0.5328776,0.586196,0.5968432,0.6832941,0.1256418,0.0559716,0.4875029,0.6901907,0.0015771,0.5756425,0.0437739,0.4728335,0.2789864,0.4245722,0.5053942,0.7217105,0.6223582,0.4789143,0.0337568,0.1148534,0.6572946,0.6376198,0.0218103,0.658657,0.0229367,0.0375753,0.4130276,0.5799672,0.5412231,0.5785478,0.0959419,0.6590552,0.5235813,0.2318141,0.2954242,0.2943201,0.3850884,0.3049557,0.3679185,2.97e-05,0.4028934,0.4537765,0.2801091,0.1147874,0.0203643,0.509947,0.6488342,0.7078947,0.0019683,0.6608724,0.0222147,0.0598793,0.3140753,0.0121988,0.5447923,0.5792936,0.2820835,0.0044766,0.1078543,0.3056117,0.6138518,0.5659481,0.6861486,0.1219635,0.7156445,0.5799895,0.0077847,0.0639637,0.0858851,0.4514849,0.0993758,0.0119703,0.2811186,0.0518068,0.0038941,0.2728273,0.0036189
