"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1408",0.015151,0.6349549,0.5731062,0.5333852,0.0189163,0.1988465,0.0335973,0.2051825,0.0439312,0.4299277,0.6233648,0.5284729,0.7150908,0.017508,0.0423583,0.5753406,0.6688788,0.6381864,0.0009027,0.6328728,0.0398211,0.5908228,0.5974991,0.5472377,0.207588,0.6665693,0.6255162,0.309656,0.5785122,0.0298987,0.4465374,0.180254,0.7118207,0.1866625,0.2117617,0.0174076,0,0.6167211,0.5904947,0.0401279,0.0114885,0.5916188,0.0677742,0.1283872,0.5704447,0.5737656,0.0575694,0.630311,0.0234248,0.1604427
"1412",0.0157848,0.7005445,0.1285889,0.4940597,0,0.200166,0.0300243,0.1366102,0.0395314,0.5100363,0.6489944,0.3693423,0.6754244,0,0.0002977,0.610188,0.6102477,0.5258758,0.0005487,0,0.0284032,0.5890514,0.5032603,0.728808,0.4732343,0.0118518,0.4094182,0.3178749,0.6401826,0.0717905,0,0.1830575,0.2984022,0.1592879,0.4681894,0,0.0124718,0.5471284,0.7264797,0,0,0.6454211,0.000229,0.1420779,0.58494,0.6211134,0.53062,0.7091447,0,0.1690713
"1416",0.0410574,0.6020976,0.1294842,0.5334674,0.0009632,0.1445199,0.033565,0.0948021,0.0632883,0.4487743,0.6239878,0.3732182,0.7205051,0.0066391,0.0101218,0.4238945,0.5983042,0.5751483,0,0.0503149,0.0415376,0.4958447,0,0.7466854,0.5720543,0.0108378,0.3952486,0.3632509,0.6779339,0.3161223,0.1167298,0,0,0.4701717,0.6059061,0,0.0140023,0.5774777,0.6491208,0.0062804,0.0004449,0.8339946,0,0.0877493,0.4011601,0.561809,0.6303506,0.663224,0.0345597,0.1894917
"1420",0.032513,0.6245387,0.7170546,0.550158,0.0206788,0.2462607,0.0194699,0.1537757,0.0405196,0.3414651,0.7160036,0.4067426,0.6868268,0.0138364,0.0394407,0.6242986,0.5324488,0.517963,0.0079615,0.6737368,0.0277831,0.5951441,0.4566866,0.527649,0.3935992,0.6315977,0.4205356,0.1070533,0.6373174,0.1378232,0.1811231,0.1273063,0.6518528,0.4170284,0.4996777,0.0079003,0.0207923,0.7931742,0.6171946,0.0160366,0.0083098,0.6308728,0.0508056,0.1252568,0.4585275,0.6875852,0.3427751,0.7147316,0.0640288,0.1404176
"1424",0.016618,0.7635757,0.6168727,0.5594032,0.0184417,0.2349787,0.016477,0.1386001,0,0.4029383,0.6584143,0.3818557,0.6155609,0.0242964,0.0536211,0.6342243,0.6657096,0.580166,0.0011205,0.4897081,0.0188693,0.5974154,0.6269049,0.6240169,0.2155361,0.6111283,0.4791044,0.0378024,0.6402677,0.0159633,0.5129671,0.155499,0.5554001,0.1627504,0.1921722,0.0213437,0.0062237,0.6463321,0.7504796,0.0117756,0.0076036,0.7564002,0,0.1272289,0.5086074,0.6753329,0.0603124,0.5902465,0.0431449,0.1659757
"1975",0.0110815,0.5204037,0.589441,0.5820079,0.0212224,0.2179956,0.0143194,0.1818257,0.0264012,0.3268929,0.743581,0.3966337,0.6464692,0.0198232,0.0187409,0.4986341,0.5576963,0.635767,0.0029947,0.6739279,0.0345179,0.6716657,0,0.5268238,0.2385199,0.5776886,0.5572597,0.2691804,0.6579502,0.0144912,0,0.2205552,0.6588923,0.1224197,0.2025242,0.0259824,0.0039461,0.6579235,0.7601083,0.0464559,0.0330608,0.6133925,0.0721094,0.1058593,0.49311,0.6303739,0.073315,0.7573263,0,0.1431884
"1979",0,0.5789207,0.667956,0.6624994,0.0303506,0.1656467,0,0.1348918,0.0017099,0.036422,0.487523,0.4527953,0,0.0001955,0.0229436,0.3199922,0.5901587,0,0.0022834,0.6347411,1.96e-05,0.662918,0.5419272,0.5398472,0.1735193,0.7508088,0.5127413,0,0.7302446,0.0161609,0.522914,0.286417,0.6488871,0,0,0.0261758,0.0186694,0.6765001,0.595446,0,0.0088503,0.5567926,0.0645044,0,0.5758805,0.55722,0,0.7219499,0.0291073,0.161965
"1983",0,0.6997191,0.5525319,0.6941189,0.0188509,0.1863785,0.0169631,0.1505564,0.0050883,0,0,0.3898018,0.6493505,0.0011486,0.0414184,0,0.6575037,0.2583899,0.0108854,0.5755791,0,0.5567525,0.6163304,0,0,0.643522,0.4157266,0.0523779,0.6028355,0.0089633,0.5744472,0.2619272,0.7485616,0.0323694,0,0.0183942,0.00697,0.6506855,0,0.0044066,0,0.6560355,0.075775,0,0.531386,0.6718702,0.0592057,0.7146799,0.0533226,0.1685143
"1987",0.0162106,0.6084881,0.4657728,0.5525867,0.010115,0.3322901,0.0020117,0.1426804,0.0422362,0,0.5552952,0.3582489,0.5814127,0.0189014,0.0360056,0.5329469,0.5700692,0,0.0048759,0.7186614,0.0347466,0.6523679,0.6075279,0.5542195,0.2020968,0.6339111,0.5063227,0.1864914,0.6239136,0.0128125,0.5708047,0.2671124,0.637639,0,0.1458328,0.0396727,0.0030131,0.641627,0.6376434,0.0373354,0.0090938,0.5648471,0.0756491,0.1461558,0.4771783,0.5619572,0.0624447,0.6158804,0.0283612,0.1549025
"1991",0.0090115,0.6868173,0.5839416,0.5339767,0.0330848,0.1896794,0.0192336,0.1841707,0.0528574,0.3024802,0.5941652,0.4675802,0.6483663,0.0429817,0.011543,0.659266,0.5926834,0.4497849,0.0091311,0.6498119,0.0137563,0.5378576,0.5586696,0.5761265,0.2795721,0.638237,0,0.1332246,0.5988458,0.0156226,0,0.1797845,0.5774019,0.1089872,0.1516873,0.0269279,0.0132916,0.5972343,0.514003,0,0.0269566,0.6795699,0.0830976,0.1237715,0.5305983,0.6426588,0.073652,0.6366996,0.0411304,0.2523104
