"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1765",0.6315184,0,0,0.0172151,0.5623192,0.4935077,0.0918728,0.4352474,0.2245162,0.5266632,0,0.3472395,0.3033883,0.6371189,0.3714733,0.0462613,0.6002784,0,0,0,0.05549,0.0226548,0,0,0.5624893,0.1654915,0.6949442,0.4810116,0.0103506,0.6232449,0.5989424,0,0.1093209,0.5953845,0.362641,0.0005724,0.4435787,0.5591404,0.3020714,0.5100968,0,0.6767767,0.0398528,0,0.3867616,0.0284608,0.3090493,0.6466219,0.5420874,0.0175731
"1769",0.469468,0,0.0001014,0,0.6970504,0.4331345,0.0602832,0,0.1247015,0.561783,0,0.4278047,0.3282341,0.6969352,0,0.039418,0.6295783,0.6744494,0.6194929,0.1437555,0.0114526,0,0.5930845,0,0.6818969,0.217419,0,0,0,0.5861094,0.5949403,0.6573375,0.1860626,0.5196099,0.3534819,0.1890439,0.3907255,0.4121284,0.3221286,0.4978133,0.5317419,0.5622046,0,0.134649,0.2574323,0.2490257,0.3229986,0,0.6589806,0.022873
"1773",0.4470909,0,0,0.0005569,0,0.2937446,0.0364341,0.3785986,0,0,0,0.2757689,0.3075097,0.7191597,0.2929397,0,0.5671897,0.7186194,0,0,0,5.79e-05,0.5095686,0.590393,0.6396219,0.2242827,0.5288497,0,0.000752,0.6629736,0.6554812,0.6576563,0.1256115,0.5795721,0.3225757,0.2895366,0.4058405,0,0.3381192,0.5317247,0.5406901,0,0.0216998,0.1139796,0.4023022,0.3624595,0.3042024,0,0.6785169,0.0325353
"1777",0.7187443,0.6502453,0,0,0,0.3933135,0.0498194,0.4495884,0.2576236,0.611819,2.12e-05,0.3404443,0.3448738,0.6201708,0,0.0229452,0.6484538,0.5899795,0,0,0.0605721,0.013593,0.6140179,0.6889272,0.6243562,0.2303218,0.6131357,0,0.0253542,0.5741367,0.6658874,0.5872205,0.1163618,0.6907344,0.3422508,0.0064245,0.5306411,0.6000755,0.3432398,0.4188654,0.6478388,0.5242037,0.0380778,0.302576,0.4458049,0.0497819,0.3457475,0.5931026,0,0
"1781",0.6769445,0.7225818,0,0.0390908,0.7236916,0,0.0806034,0.496819,0,0,0,0.3002829,0,0.6386838,0.3290327,0,0.7207994,0.607345,0,0.0970349,0.0751221,0,0.5462945,0.6473435,0,0,0,0,0.0045293,0.5378529,0.4985355,0,0.0856638,0,0,4.2e-06,0.4393385,0.4896296,0.2799114,0.474001,0.6667162,0,0,0.3372288,0,0.0088443,0.2267155,0.6510869,0.6202833,0
"2983",0.6533013,0.6235392,0.0097318,0.0551964,0.6456492,0.4281508,0,0.4951495,0.2651866,0,0.0001005,0.2826942,0,0.6534003,0,0.0482807,0.7531563,0.6099976,0,0.1473654,0.0508836,0,0.5587969,0.6866165,0,0.2048264,0.7121995,0,0,0.6024095,0.7605674,0,0.1544565,0.6488625,0.4533068,0.0001399,0.3716357,0.621222,0.3073871,0.4965246,0.6138674,0.679195,0.0247707,0,0,0,0.3264583,0.6807109,0.678799,0.027554
"2987",0.6999407,0.6275652,0.0004326,0.0745406,0.6899054,0.4217697,0.0558788,0.3715625,0,0.4829165,0.2242981,0.1480368,0.3461566,0.6836708,0.5921142,0.0189235,0,0.7691395,0.5964653,0,0.0912479,0.0234059,0.1744159,0,0.5913195,0,0,0.5833964,0.0760402,0.6038241,0,0.7426007,0.1579003,0.4803378,0.6521934,0.2489697,0,0,0.3101206,0,0.6293443,0.6651867,0.1690579,0.4959915,0.2831638,0.3966874,0.3303233,0.6161057,0.6367116,0
"2991",0.6493206,0.6504436,0,0.0770146,0.6078454,0.3375691,0,0.2606906,0.1689156,0.5630047,0.2629766,0.117498,0.3295247,0.6742686,0.6958115,0,0.351468,0.6661762,0.6239803,0,0.0606275,0.0187291,0.2448259,0.689402,0.7166686,0,0.6875925,0.5394682,0.0531544,0.5898313,0,0.6510993,0.152797,0,0.7147028,0.252131,0.1257323,0.3939071,0.5034582,0,0.605952,0.5957038,0.149049,0.6352896,0.4087803,0.4637113,0.2621219,0.7638229,0.6587402,0.0028942
"2995",0.5581798,0.7737536,0.0281368,0.0487385,0.6221801,0.4105846,0.0505354,0,0.1462846,0.4547419,0.01375,0.3265594,0,0,0.7330498,0.0607896,0,0.5998969,0.6390839,0,0,0.0063307,0.5260817,0,0.770868,0.1611446,0,0.6034588,0.006094,0.7293574,0.5512355,0.6384222,0.2272377,0.4932243,0.4344373,0.0081771,0,0.4103909,0.3498081,0.4878867,0.5893655,0.7383125,0.0224139,0.3722883,0.2853786,0.118855,0.3079374,0.5320994,0.5509738,0.0223697
"2999",0.6735707,0.6857556,0.0121529,0.0389118,0.6442471,0.3661454,0.0610342,0,0.2340252,0.6033982,0.000891,0,0.3731091,0,0.4451967,0,0,0.7480559,0,0.134806,0.0602282,0.0262502,0.5554942,0.6968199,0.7091199,0,0.6092592,0.5787818,0.0253898,0.6659995,0.6785076,0,0.1244097,0.7014379,0,0.0005509,0.4296358,0.4431778,0.1792552,0.4749974,0.5971244,0,0.0203835,0,0.3429412,0.0035677,0,0.6170786,0.6298167,0.0170258
