"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1114",0.6889038,0.6387926,0.6610938,0.62736,0.7825695,0.6606183,0.48741,0,0.5813061,0.5212754,0.6513187,0.0863794,0,0.7100133,0.49435,0.0021898,0.7287276,0,0.6262649,0.0026998,0.7344336,0,0.6736956,0,0.0846843,0,0.5708452,0.7592536,0.4221006,0.704283,0.6339038,0,0.5721931,0.2042889,0.0531366,0,0.3632857,0.1647933,0.2697454,0.4255941,0.3164794,0.3644117,0.3322586,0.6464012,0.5696839,0.003627,0.5526118,0,0.4648553,0.7698642
"1118",0.5291608,0.579584,0.6464649,0,0.6388463,0.5126682,0.5547633,0.7018606,0.6092124,0.558476,0.6981834,0.0734272,0.0014405,0,0.5535235,0,0.5284878,0,0.659203,0.0002459,0.6607484,0.0564159,0,0.62623,0,0.0235897,0.6753243,0.110967,0.1100955,0.659918,0.6658199,0.4283465,0.6463546,0,0,0.0072052,0,0.07246,0.4065202,0.5272301,0.3691313,0.7235514,0.5440053,0.690797,0,0.0028138,0.6118152,0.5584006,0.5488304,0.5203754
"1122",0.6240393,0,0.7444087,0,0.7519238,0.5882911,0.6200142,0,0,0.4648938,0.6591748,0.077233,0.0026576,0.6173846,0,0,0.428757,0.6799945,0,0,0.6913782,0.0363218,0.7565834,0.6241483,0.0817492,0,0,0,0,0.7207101,0.7012485,0.4638649,0.6094812,0.123903,0.12152,0.004043,0.0040189,0.1715631,0.1949801,0.1996603,0.3043509,0.4416036,0.6599437,0.4989052,0.4646159,0.0111222,0.639,0,0.5953351,0
"1126",0.6811508,0.6559492,0.7424413,0,0.6934713,0.598083,0.5518953,0.6848386,0.5777157,0.6041549,0.7298249,0.0800919,0.0900431,0,0.5104226,0.0011717,0,0.649694,0.6355796,0,0,0.0545493,0.7484806,0.6436136,0.096564,0.0504475,0,0.7054678,0,0.6738979,0.551547,0,0.6151715,0.3481904,0.0855467,0.0510225,0.3091932,0.3118701,0,0.1353217,0.191702,0.1662841,0.6322351,0.6632913,0,0.0005289,0,0.6837867,0.4485308,0
"1130",0.6798224,0.6643998,0.6010426,0.7239834,0.6613534,0.6199146,0.4668108,0.6048486,0,0,0.6872738,0,0,0.5918583,0.5493892,0,0,0.602754,0,0.0004531,0.6656116,0,0.6193757,0,0.0985009,0.0339045,0.6257451,0.6564284,0.5615736,0.6208464,0.6659793,0,0.4565477,0.1939608,0,0.0384163,0,0.2391185,0,0,0,0,0.4234218,0.6318888,0.6131063,0.0142035,0.6455652,0.6817133,0,0.6201408
"1849",0.4897594,0.6226876,0.6764995,0.6946984,0.7687142,0.645552,0.5284035,0.5779625,0,0.5439377,0.6265129,0.1420473,0.0838686,0,0.5218264,0.007007,0.7216762,0.7787773,0,0.0008163,0.7039677,0,0.6731623,0.6593097,0.1141139,0.0583713,0.6053975,0.6275002,0,0.686826,0.6832823,0.5760337,0.5569929,0.2322238,0.0647934,0.0310515,0.381321,0.197874,0.2736355,0.4416395,0.2851689,0.4207013,0.3121412,0.738921,0.6081967,0.0042798,0.5863733,0,0.5683308,0.770098
"1853",0.6590073,0.6492612,0.6089189,0.6253863,0,0.6080858,0,0,0.6825487,0.4660246,0.6205019,0.0592673,0.1127004,0.5466625,0,0,0,0.7316646,0,0,0,0.2247869,0,0,0.1068272,0.6398928,0.0090193,0.3633729,0.6540932,0.2421488,0,0.4550468,0.7963206,0.0379819,0.5296237,0.7024394,0.2930885,0.0119179,0.5413199,0.5411024,0.5583171,0.5778028,0,0.741315,0.6852413,0.0032596,0.4285778,0,0,0.6626238
"1857",0.5906626,0.5148589,0.6678288,0,0.6810493,0.5221882,0,0.7582334,0.7383966,0,0.6720093,0.0732455,0,0.7708019,0.441466,0.0030886,0.5626305,0.66075,0,0.0013968,0.0056958,0.6216467,0.0055507,0.3113255,0,0.6577965,0.0048252,0,0.5948514,0.0775059,0.6292664,0.582124,0.6248559,0,0.481208,0.6484092,0.0993799,0,0.6518382,0.512219,0.772033,0.599066,0,0.0800241,0.7953367,0.1541962,0,0.1201174,0.6570498,0.6115516
"1861",0,0.6367852,0.5686617,0.6650478,0.5255452,0,0.5133247,0.5532721,0.6939413,0.656418,0.6990792,0.068695,0.1348764,0.6472926,0,0.0247895,0.5353259,0.6597991,0,0.0091199,0.4782038,0.1865585,0,0.481946,0.0828556,0.144816,0.3314128,0.6728488,0.6953514,0,0.6956711,0.5005622,0,0.0019566,0.4127244,0.1318307,0.3784344,0.0596456,0.5353417,0.5215115,0.4425163,0.6224622,0.1379252,0.3205381,0.5938738,0.0334663,0,0.6716282,0.6061302,0.5845843
"1865",0.6722308,0,0.6742938,0.5375268,0,0.5988807,0.5124166,0.666699,0.6091067,0,0,0.076052,0,0.5965292,0.5090661,0.0071535,0,0.702269,0.7051528,0,0.5859772,0.0489898,0,0.6651902,0.1426156,0.0417943,0.6924964,0,0.6858878,0.5686795,0.7223192,0.5433154,0.6207432,0,0.1750053,0.0204576,0.2999197,0,0.4883325,0.4527545,0.4539988,0.4727041,0.2001745,0.6871609,0.695432,0.0031132,0.7441805,0.6430844,0,0.6697251
"4852",0.7796791,0,0.7236786,0.6737796,0.6879579,0.6272906,0.6127596,0.6456929,0.7138692,0,0.6726205,0.0640768,0,0.620432,0.6168269,0.0040765,0.578531,0.7040241,0,0.001369,0.7283915,0.0262743,0.5732011,0.6164623,0,0,0.5106006,0.6886564,0.5248212,0.687699,0,0,0,0.2399,0.0615164,0.0316047,0.3539136,0,0.2985997,0.3327402,0.2710661,0.4221881,0.3377117,0.6491462,0.6558954,0.0019219,0.5839191,0,0.4702237,0.7363713
