"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"2479",0,0.5957011,0.0300956,0.4226134,0.0329911,0.5583929,0.3233599,0.0205366,0,0,0,0.3057438,0.5616211,0.2665183,0.0228141,0.5237292,0.4182151,0,0.5344683,0.537473,0.0002953,0.0054971,0.1063166,0.0275756,0.7559495,0,0.0322654,0.5682975,0,0.3251375,0.5944947,0.7447042,0.6075831,0.1389524,0.675191,0.8132207,0.7516386,0.6767218,0.2440277,0.5260292,0.6580191,0.6212002,0.0576364,0,0.672165,0.6334187,0,0,0.6825885,0.6018439
"2481",0.6342162,0.6268791,0,0.4141779,0.0271936,0.5482595,0.0735918,0,0.0186531,0.0240388,0.6017211,0.1974609,0.3907984,0,0.0131213,0.3958223,0.6419914,0.1410375,0,0.4916274,0,0.0175658,0,0.0871381,0.4357517,0.6890303,0.0228772,0.5492208,0.0010978,0.3157838,0.6570939,0.636361,0.5080002,0.0973714,0.6507774,0.6325907,0.6380013,0.6931775,0.1754964,0.4443035,0.6714432,0.0960992,0.1424415,0.6559196,0,0.6856608,0,0.6251534,0.7269498,0.3897538
"2483",0,0,0,0.4207537,0,0,0,0,0.0263645,0,0.5127382,0.311706,0,0.0736246,0,0.075521,0.5653976,0.1617665,0,0.5378794,0,0,0.0670422,0.2517136,0.4929309,0,0,0.5762676,0,0.3035213,0.6871354,0.684722,0.6278867,0.1206095,0.6269685,0.6393839,0.7565663,0.60823,0,0.4350503,0.6432793,0,0,0.6736457,0.5351813,0,0,0.6229136,0.5920194,0
"2485",0.6343009,0.4941944,0,0.4255016,0,0,0,0,0.009827,0.0656192,0.6002547,0.2336281,0,0.1619168,0,0,0.7116751,0.1574371,0.4949112,0,0.000465,0.0022741,0,0.4073927,0.4671223,0.6569438,0.2902952,0,0,0.2652811,0.6433983,0.7199498,0.6947562,0.1743844,0.6224093,0.7347487,0,0,0.2101725,0.3748414,0.6025498,0.0047975,0,0.6143329,0.5804413,0,0.5192301,0.5569942,0.6647988,0.4139979
"2487",0.6226446,0,0.0041611,0.4815292,0.0244201,0.7563377,0.0224732,0,0.012226,0.0259336,0.6189171,0.2256378,0.2678465,0.2000469,0.0043577,0.0310475,0.6037746,0.1867142,0.4602196,0.5031868,0.0008889,0.0074138,0.2740818,0.5542323,0.4182404,0,0.3514643,0,0,0.336498,0.5504371,0.5477573,0.6667584,0.0968096,0.6597509,0.6479852,0,0,0,0.4275242,0.657373,0,0,0.8144027,0.4364012,0,0.4107347,0.6069761,0.6316008,0.4658215
"2489",0,0.659832,0.001047,0.6053486,0.0077855,0.5843891,0,0.002067,0.009391,0.0327979,0.6657502,0.3429147,0,0.172711,0.0065382,0.0149444,0.7179871,0.2450482,0.570743,0.4991844,0.0010825,0.0027733,0.4090795,0.7258824,0,0.6803649,0.2818099,0.5543147,2.8e-06,0.3056259,0.4946222,0,0.625094,0.1769515,0.6514776,0.7095097,0,0,0,0.4051767,0.5888244,0.0048215,0,0.708238,0,0.0223578,0.4552159,0.72669,0.6918469,0.4390214
"2491",0.7593804,0.6331151,0.0348514,0.3987952,0.0061771,0.5563481,0,0.0090233,0.0143375,0.0275653,0.5289929,0.2779633,0.6038053,0.2258605,0.0413642,0.3247657,0,0.0351857,0.52554,0.5350049,0.0030462,0,0.1898656,0.1196303,0,0,0.1935827,0,0,0.2603737,0.6645216,0.5113417,0.5986259,0.0889166,0,0.7021241,0.3828905,0.6662156,0,0.4807153,0,0,0.0672495,0.6886851,0.3574106,0.5361078,0.3478792,0.4787376,0.6187113,0.6160524
"2493",0.6759371,0.5840731,0,0.4742455,0,0.6132592,0.2246188,0.0232742,0,0,0.4809957,0.2766788,0.6410392,0.2052617,0.0368205,0.5128945,0.2941295,0.017645,0.5426408,0.5505571,0.0045941,0,0,0.0718222,0.6607898,0,0.0261021,0,0.004349,0.2488259,0.6949456,0.6201291,0.651521,0.0552438,0.6766796,0.6539441,0.5271098,0,0.1570669,0.3387074,0,0,0.0612285,0.5260152,0,0.7564473,0,0.5742494,0.6637438,0.6136374
"2495",0.5744417,0,0.0470731,0.4532057,0.0171282,0.5004604,0,0.0118864,0.0169346,0.0241627,0,0,0.5480454,0.2062614,0,0.4157023,0.3681461,0.0261602,0.5503698,0.5602294,0.0004232,0,0,0.0329525,0.7518207,0.5588657,0,0.4917825,0,0.2604897,0.6270333,0.6696678,0.6475272,0.1405635,0.559979,0,0.615608,0.6391612,0.1291362,0.2692595,0.7187121,0,0,0.5943364,0,0,0,0,0.6630237,0.6342485
"2497",0.8052636,0,0.0197246,0.4312439,0.006218,0.4671998,0.2963253,0.0239549,0,0.0506962,0.45933,0.230927,0.6106274,0.1344713,0.0745177,0.527365,0.4339997,0.0069669,0,0.5728236,0.0002901,0.002266,0,0.0169902,0,0.6386505,0.029017,0,0.0115479,0.2907468,0.6876917,0.5539854,0.6579552,0.0857184,0.5976481,0,0.6330572,0.6519,0,0,0.6184945,0.6860177,0.0652439,0.630835,0.5861032,0.6579406,0,0.5802519,0.6190357,0.6824278
