"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"1765",0.7422698,0.5070875,0.0402379,0.4695396,0.01314,0.5045188,0.2801108,0.0109748,0.0067096,0.0190297,0.4573498,0.2932147,0.5469321,0.3088992,0.0263706,0.4690054,0.3497812,0.0198867,0.4579143,0.6066881,0.0001989,0.0145992,0.1214709,0.0206165,0.7020768,0.6649605,0.0507843,0.5557436,0.0089886,0.3092967,0.733139,0.5596299,0.5487356,0.0921901,0.6618155,0.6625037,0.5629503,0.7162093,0.2258535,0.3895045,0.7078001,0.6546526,0.060348,0.77388,0.6020463,0.6202582,0.1620925,0.6103821,0.5994221,0.61657
"1775",0.6797238,0.5821788,0.0256081,0.5530163,0.0019133,0.091084,0.0622115,0.3265576,0.002512,0.0233486,0.5793921,0.5917243,0.5730266,0.1309883,0.0088185,0.0079662,0.4978346,0.3607055,0.6679079,0.472228,0.0003038,0.5586369,0.0417277,0.1555305,0.6974045,0.6704897,0.3446062,0.0145693,0.3191328,0.0190281,0.4269651,0.580925,0.6611357,0.2068475,0.6571606,0.5344364,0.3260639,0.632077,0.0065802,0.2556373,0.4543933,0.1466789,0.0011626,0.5659854,0.3363245,0.7039865,0.2863677,0.7161151,0.4581775,0.2699277
"5755",0.5564032,0.5385505,0.0405391,0.4407662,0.0156543,0.5400425,0.3210357,0.0329799,0.0091291,0.0190705,0.4038814,0.316611,0.6327457,0.2340815,0.0242582,0.5293268,0.4307015,0.0212744,0.4764545,0.6271901,0.0004844,0.0172542,0.0774089,0.0200575,0.6800934,0.7269967,0.02273,0.6423505,0.0037898,0.3580804,0.6276029,0.6149589,0.5769053,0.0914909,0.6143369,0.646916,0.6778676,0.6640505,0.2052475,0.4548097,0.6562321,0.6760974,0.0855002,0.7016955,0.6599323,0.6185492,0.1688449,0.5303231,0.5583201,0.704118
"5765",0.7208103,0.5592634,0.0498373,0.310365,0.0162158,0.5071534,0.2485815,0.0454829,0.00709,0,0.4635082,0.3651696,0.6745945,0.0349018,0.0388537,0.2659837,0.402593,0.0330741,0.4706134,0.5015446,0.0016588,0.1194746,0.1065577,0.2911468,0.7393063,0.6080508,0.0432198,0.6107484,0.0160948,0.2273062,0.5838955,0.5749284,0.2747994,0.0737631,0.6269835,0.5635093,0.6253952,0.5879562,0.132851,0.1767984,0.6974652,0.6201558,0.199623,0.4775368,0.5445311,0.60733,0.0812129,0.6775739,0.4108037,0.1028411
"13147",0.560561,0.5338622,0.0379793,0.4338808,0.0231275,0.6315344,0.2788548,0.010719,0.0053641,0.0348911,0.3660286,0.2332788,0.5955927,0.3056897,0.0518128,0.4965906,0.353524,0.0167133,0.5551289,0.6278416,8.79e-05,0.0203834,0.0663617,0.0221574,0.6282779,0.6240426,0.0331338,0.5756282,0.0102493,0.2593823,0.5358834,0.702364,0.5221524,0.0638836,0.6393466,0.6723343,0.6498618,0.6416023,0.2458324,0.4779004,0.5983614,0.6294786,0.0589652,0.6648836,0.6635236,0.7033756,0.1260721,0.5816452,0.5610791,0.5340098
"13157",0.5880524,0.4085784,0.0664408,0.3313535,0.0041609,0.4972114,0.2942884,0.0190739,0.0214929,0.070732,0.4392439,0.2836045,0.1779393,0.0753921,0.0258537,0.2921546,0.3503603,0.0253138,0.2942041,0.5614045,0.0069991,0.0057411,0.1056561,0.0247086,0.6069898,0.7358505,0.055962,0.5978682,0.0205948,0.2046284,0.6233749,0.6694949,0.0525436,0.0563564,0.7261246,0.5378793,0.6051875,0.6160981,0.2125367,0.5499287,0.5234406,0.5174268,0.057499,0.5908026,0.5677308,0.7027226,0.0032863,0.6157939,0.6542613,0.5647083
"18985",0.5430538,0.5828006,0.0379092,0.3719888,0.0197628,0.5290622,0.2337048,0.008849,0.0080627,0.0190265,0.3869488,0.2802797,0.5300792,0.3178247,0.0301217,0.4265207,0.485164,0.0118014,0.4839598,0.6200317,0.0003391,0.0091658,0.0593029,0.0129528,0.6633008,0.6281654,0.0345283,0.6374059,0.0019972,0.3480492,0.608979,0.7090867,0.5986559,0.0972272,0.5536733,0.7054268,0.6002643,0.6522943,0.2353728,0.433995,0.6056041,0.7458407,0.0748798,0.5775926,0.6084374,0.5919894,0.1488713,0.535493,0.5607757,0.7440943
"18995",0.6982958,0.7991068,0.0023591,0.4340967,0.0160011,0.7159883,0.2237693,0.0222857,0.0473025,0.0642964,0.4897117,0.1972535,0.6864352,0.3320476,0.0432902,0.4513522,0.3302951,0.0053768,0.236631,0.4898217,0.0022342,0.0064395,0.1336501,0.0167406,0.0729959,0.659426,0.0587871,0.4907283,0.0003862,0.2980062,0.8085844,0.6129282,0.573286,0.0004532,0.613171,0.4365016,0.6387598,0.6212684,0.2358413,0.2384761,0.5387525,0.626626,0.056477,0.3938389,0.6151769,0.6841472,0.1183895,0.2344752,0.5782684,0.5317532
"19552",0.5666652,0.5345846,0.0351927,0.4361724,0.0348495,0.661779,0.2946617,0.014937,0.0110604,0.0461701,0.4143752,0.2924197,0.5739306,0.2690913,0.0452088,0.5261616,0.3595559,0.0248306,0.5187047,0.555073,0.0003739,0.0062197,0.0771989,0.0429226,0.6960899,0.5893366,0.0383376,0.5500304,0.005164,0.2848461,0.6653092,0.6109916,0.6132889,0.0649768,0.6570614,0.6474793,0.7136637,0.6587706,0.2894054,0.3760811,0.6952163,0.6209617,0.0668,0.6198481,0.6384242,0.6246979,0.1925915,0.5166839,0.6424278,0.5919989
"19562",0.3970993,0.5479816,0.0091094,0.3583997,0.0007052,0.6585698,0.2977719,0.0821857,0.0496005,0.0440233,0.3205825,0.2233584,0.7151821,0.2703683,0.0434174,0.5346481,0.3776228,0.1530073,0.2359551,0.3146044,0.0001204,0.0082497,0.1087152,0.0152045,0.7132445,0.580659,0.1218888,0.4089873,0.2455323,0.4306614,0.7889663,0.621943,0.6982213,0.0529206,0.0705014,0.499085,0.4888972,0.5904213,0.1364199,0.1816458,0.6273291,0.6270411,0.1588298,0.0177906,0.4065031,0.5755824,0.0035944,0.370919,0.1726035,0.518056
