"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"7666",0.731795,0.5458327,0.0095013,0.0385845,0.5536422,0.4232137,0.0449725,0.5040688,0.2966995,0.5794796,0.000834,0.3674307,0.3340149,0.574287,0.3951228,0.0359902,0.6751245,0.6433965,0.659145,0.1203933,0.029829,0.0128194,0.68681,0.5927596,0.7209078,0.2025364,0.5984016,0.4601887,0.0234728,0.6181703,0.6652962,0.6901108,0.1084179,0.6831074,0.4104922,0.0002195,0.353361,0.5238271,0.2818293,0.5216683,0.5948372,0.6973697,0.0325569,0.3131389,0.3277461,0.0144733,0.292247,0.6027514,0.7311046,0.0102407
"7676",0.4351834,0.541967,0.0137849,0.0044082,0.5941045,0.3450875,0.0211942,0.5198682,0.4866091,0.6112732,0.2112242,0.1436055,0.3876623,0.6904335,0.67827,0.0327006,0.5844768,0.4638762,0.5982755,0.1476607,0.0655324,0.0001729,0.3135334,0.7648706,0.6662674,0.2527277,0.6414095,0.5290752,0.0170437,0.6868545,0.6315646,0.5143614,0.1376033,0.4768864,0.3072652,0.0006964,0.5672673,0.2470049,0.2535985,0.4675402,0.5912141,0.6306979,0.0181455,0.394813,0.3345917,0.2251488,0.212108,0.5415954,0.7436982,0.0058599
"11362",0.7795786,0.5963735,0.0099085,0.0218428,0.6928707,0.4513255,0.0410962,0.5273051,0.2383047,0.533396,0.0001339,0.3124893,0.3188317,0.6800838,0.4222608,0.0325488,0.6281841,0.6833659,0.6032103,0.113365,0.0315733,0.009542,0.6367804,0.6901013,0.6433181,0.2807263,0.6380931,0.5113143,0.0118494,0.6194683,0.7443385,0.6599986,0.1311717,0.6353921,0.3737155,0.0022751,0.3524276,0.5412288,0.266975,0.4537259,0.5968023,0.698173,0.0560004,0.2714644,0.3450888,0.0349081,0.3154423,0.715774,0.6425299,0.029394
"11372",0.5686688,0.6651899,0.0023431,0.0126052,0.6907118,0.3832813,0.0217416,0.336686,0.532472,0.3250361,0.0002053,0.217844,0.6167278,0.7177907,0.3482878,0.0445994,0.2587256,0.5798708,0.3961511,0.1302657,0.0388753,0.0143477,0.4366167,0.6779839,0.607599,0.2524506,0.6403404,0.5120095,0.0045863,0.6093236,0.4804738,0.5098269,0.106282,0.7620298,0.4727873,0.0172961,0.5375661,0.4643511,0.3078527,0.4563042,0.5917584,0.6515284,0.0218439,0.3208827,0.3230155,0.0343544,0.2795734,0.47611,0.6525378,0.0217312
"17830",0.7475681,0.6311408,0.0111212,0.063619,0.6176908,0.3787198,0.0333023,0.4758463,0.2541667,0.6115251,0.0002389,0.3603644,0.3407187,0.5791961,0.3417121,0.0315275,0.5996296,0.6302206,0.6137279,0.091179,0.037519,0.0102532,0.5747896,0.6961055,0.5767205,0.2359247,0.6697165,0.5189299,0.0261984,0.5907827,0.6240994,0.6518463,0.1196992,0.5837345,0.3737184,0.0004248,0.4202931,0.4919049,0.2677105,0.5040298,0.5896911,0.6102014,0.0451951,0.2603355,0.3974769,0.0313938,0.2982533,0.6874493,0.4803275,0.0154412
"17840",0.7084993,0.7747933,0.0125224,0.1257315,0.6233006,0.5263505,0.009954,0.1783147,0.5565347,0.0909271,0.2666988,0.1956446,0.4089153,0.5775886,0.5791676,0.0190919,0.3697384,0.6691653,0.6201054,0.3641183,0.0185517,0.0079384,0.1753732,0.571128,0.6402856,0.2263794,0.750603,0.4807274,0.0089035,0.4688234,0.6008375,0.5226078,0.0923166,0.4298363,0.2594545,8.78e-05,0.2465955,0.5220845,0.3410516,0.6221302,0.6172277,0.723353,0.0114423,0.3313874,0.3710863,0.0096429,0.1789402,0.6679168,0.6704808,0.0186924
"17935",0.6598632,0.562401,0.0098723,0.031879,0.5537295,0.3365327,0.0524885,0.5531143,0.3115963,0.5805165,0.0001582,0.3448996,0.2998225,0.532192,0.3692865,0.0356454,0.7650924,0.6589118,0.5756413,0.1639173,0.0381367,0.0088893,0.5450981,0.6507361,0.5919156,0.2419367,0.7297046,0.4895768,0.0320749,0.4966766,0.7122056,0.5218808,0.121942,0.546437,0.4253993,0.0014935,0.3962393,0.5862173,0.2768295,0.5307178,0.6459893,0.6122903,0.05229,0.3041753,0.3624141,0.0240285,0.3454725,0.6629238,0.6594902,0.0201739
"17945",0.66927,0.5670299,4.31e-05,0.0374947,0.7675446,0.4649481,0.0523522,0.1887564,0.2006681,0.4074588,0.0001314,0.03014,0.2951251,0.653863,0.8089995,0.0159906,0.6776914,0.6354816,0.6761409,0.0335673,0.0990522,0.0006327,0.5126815,0.7180654,0.708089,0.0070886,0.7604511,0.4499923,0.1113457,0.5852623,0.5307461,0.6012146,0.2287051,0.5510709,0.4643196,0.000232,0.1855401,0.5810296,0.3285973,0.5183847,0.6241762,0.5828093,0.4726016,0.3389039,0.3294994,0.567897,0.2967024,0.4560346,0.6448621,0.0007351
"19993",0.6609951,0.5686684,0.0148787,0.0306567,0.576621,0.4089703,0.0357103,0.4362148,0.2886872,0.6361335,0.0002796,0.3775779,0.3406739,0.6955068,0.3724498,0.044059,0.6428062,0.6021265,0.601467,0.1386384,0.0455379,0.0074072,0.5910753,0.6382602,0.5188678,0.1908556,0.731833,0.5844111,0.0287025,0.6133105,0.6703074,0.6987619,0.1514008,0.6300587,0.3541712,0.0050033,0.3347175,0.5754792,0.2407519,0.4456804,0.7593132,0.6247125,0.0525134,0.3329153,0.3319636,0.012276,0.388371,0.6824682,0.5829144,0.0128554
"20003",0.478247,0.1978996,0.0029011,0.2558661,0.6660827,0.4560406,0.0418177,0.4244812,0.0284884,0.6116575,2.94e-05,0.1001483,0.6156671,0.5093135,0.2023867,0.6018187,0.0162809,0.3033366,0.6718812,0.4913576,0.0005551,0.0337615,0.2357241,0.3933768,0.7263535,0.1859732,0.5847219,0.4727681,0.0232424,0.6385203,0.6673353,0.7705564,0.1020699,0.6133023,0.3438365,0.0005189,0.6163359,0.513903,0.2572488,0.5407328,0.5209462,0.6023192,0.0310771,0.2464424,0.3248826,0.3895434,0.3462607,0.5894731,0.4721701,0.0180849
