"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
"883",0.4537723,0.0090041,0.829397,0.6066777,0.2675322,0.5152798,0.2238333,0.5638838,0.1817591,0.0477919,0.6574252,0.1352195,0.5052787,0.6323822,0.0818018,0.5167302,0.6679133,0.6429914,0.0183714,0.6094452,0.0386242,0.0216169,0.6731476,0.2203404,0.1026506,0.0889514,0.5249844,0.1516128,0.554682,0.3842068,0.6392522,0.7246534,0.0643077,8.7e-06,0.3405399,0.0281848,3.24e-05,0.0287888,0.6645467,0.6718291,0.6375972,0.3399318,0.0423298,0.0114617,0.0380328,0.7102204,0.5386198,0.0016148,0.1065203,0.7955974
"893",0.0023733,0.0014761,0.5617308,0.294809,0.0375687,0.6232033,0.2442259,0.0771376,0.1852126,0.1506959,0.6036364,0.0244813,0.5907032,0.3579952,0.3240088,0.4104491,0.4495316,0.6478733,0.0384628,0.4971444,0.1959906,0.1855133,0.189928,0.5008851,0.4567148,0.5154451,0.5802795,0.5453373,0.2396637,0.2330281,0.2599258,0.6463235,0.1543572,0.000188,0.3833186,0.3202054,0.0001424,0.5487645,0.3269424,0.6685456,0.2182866,0.3657538,0.1005638,0.0543635,0.1087249,0.7173083,0.6829687,0.0003041,0.1534651,0.6338408
"3445",0.3659091,0.0015367,0.6631041,0.7211614,0.1747259,0.7098611,0.1732434,0.629798,0.1300458,0.0344636,0.7245688,0.1081271,0.6024855,0.555134,0.0532083,0.5249562,0.6557156,0.6356603,0.0289975,0.6147659,0.0318354,0.0154711,0.5793681,0.164942,0.0937103,0.1140939,0.547543,0.1251616,0.5877309,0.2837025,0.703516,0.7033004,0.0331465,2.42e-05,0.3452792,0.020366,5.63e-05,0.06421,0.6298397,0.7236137,0.6919911,0.3507854,0.0227136,0.0150383,0.0595432,0.7122553,0.6602416,0.0012796,0.1099065,0.6893676
"3455",0.0042312,1.85e-05,0.3446386,0.6226041,0.1028955,0.6764068,0.031938,0.02594,0.0333514,0.0077839,0.6426282,0.0372915,0.2304779,0.6099557,0.5142962,0.5886673,0.6625514,0.1125824,2.14e-05,0.4869041,0.5745722,0.5359018,0.0384868,0.1097997,0.4865103,0.1566023,0.4015933,0.2132038,0.1453751,0.2188043,0.0722126,0.7405914,0.2086238,0.3043171,0.420075,0.1740468,9.4e-05,0.3894547,0.64445,0.0339718,0.4737168,0.2666271,0.1998788,0.0018968,0.0051731,0.4855951,0.7272362,0.1208449,0.3287599,0.4479521
"4579",0.4624579,0.0112217,0.6867893,0.6936377,0.2933485,0.6819155,0.1619265,0.5882466,0.1368432,0.0380342,0.642345,0.0960716,0.5405641,0.5789397,0.0666077,0.4841585,0.5793215,0.6176181,0.0105001,0.6310407,0.0302438,0.0299544,0.5633001,0.1905237,0.0987986,0.1053923,0.5511722,0.1338996,0.5258201,0.3685504,0.7560976,0.5539464,0.0257034,3.53e-05,0.3743661,0.0148219,6.11e-05,0.0592964,0.551323,0.7780063,0.5718032,0.3268677,0.040538,0.0220732,0.0554447,0.7466218,0.5591687,0.0005609,0.1176417,0.5968668
"4589",0.3997183,9.66e-05,0.694201,0.6457003,0.2427782,0.4208338,0.4516524,0.6208755,0.1318723,0.0385068,0.6225968,0.0911233,0.5142153,0.6322988,0.0333895,0.5124408,0.7065605,0.5637466,0.0010577,0.7794754,0.0014536,0.0272929,0.6305823,0.2135716,0.1222615,0.1671609,0.45465,0.1746775,0.7580694,0.3674961,0.0462301,0.4713173,0.0898649,0.0003316,0.4003493,0.0233191,0.0001634,0.0575121,0.5923415,0.599279,0.6202425,0.0704027,0.2553282,0.0204998,0.0355477,0.6128596,0.5843595,0.001694,0.126567,0.6997487
"7624",0.4042913,0.0101127,0.7653116,0.6985446,0.2851948,0.7136687,0.2849106,0.609377,0.1901801,0.0330207,0.7257252,0.129174,0.5549267,0.6021913,0.0633894,0.5368782,0.7001829,0.5772579,0.0116827,0.7084135,0.0193693,0.0689029,0.4705504,0.1821351,0.1136115,0.1176727,0.480852,0.1356345,0.6106114,0.3526163,0.6131329,0.5503763,0.0515812,1.07e-05,0.449865,0.0240899,1.25e-05,0.0608205,0.6906776,0.6387773,0.7069383,0.3635782,0.0427105,0.0277622,0.0402633,0.706168,0.7230451,0.0016344,0.0888156,0.7315004
"7634",0.5264224,0.0028568,0.6224079,0.5345907,0.2422282,0.8572496,0.4820084,0.4565259,0.1526154,0.028095,0.6931977,0.1287543,0.4948594,0.4707637,0.0548758,0.5808744,0.5202613,0.6260846,0.0388189,0.6448753,0.0066301,0,0.5116765,0.2004385,0.1552717,0.0845732,0.5659425,0.1582009,0.5413348,0.6658046,0.6046429,0.5422664,0.3346011,0,0.165881,0.0007303,8e-06,0.036269,0.4440599,0.4489274,0.6831866,0.3497324,0.0571102,0.0173975,0.1170329,0.6663043,0.7100849,0.0056958,0.0025749,0.6491173
"10081",0.3449858,0.0079111,0.712661,0.6856888,0.2964999,0.6644707,0.1887636,0.5279491,0.1296133,0.0320293,0.6754483,0.0970194,0.449327,0.6696938,0.0703646,0.4687239,0.6490138,0.6040645,0.0252114,0.656147,0.0363081,0.0198301,0.5731273,0.2655228,0.075882,0.1829915,0.49341,0.1281345,0.6968505,0.3503172,0.6993407,0.6309248,0.0311256,4.61e-05,0.3972676,0.0248229,3.7e-06,0.0571669,0.6776293,0.7925808,0.6156665,0.3876709,0.0394728,0.0184566,0.0616981,0.6367791,0.6675833,0.0007259,0.0797617,0.7022404
"10091",0.4283098,0.0036789,0.5762216,0.6843297,0.01341,0.0469229,0.2064405,0.4792879,0.1713955,0.0046525,0.6551681,0.1587277,0.5663956,0.6466725,0.0999491,0.5971534,0.5187592,0.6598517,0.0164486,0.6505624,0.0336249,0.0092563,0.4311053,0.3109142,0.1705319,0.1309724,0.4654844,0.0725735,0.5625623,0.3450307,0.6166135,0.5953037,0.0234489,0,0.3930594,0.0410228,0.0002058,0.0473872,0.6674983,0.6242331,0.7577517,0.3885733,0.0297659,0.0127671,0.0290565,0.6164495,0.5482729,0,0.0819342,0.597656
